Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HOX(23),HX(19),CH2X(134),CHX(26),H2OX(35),H2X(36),CXHO(27),OCX(21),COX(37),CH3OHX(46),C2H6X(39),HOCXO(25),CO2X(34),CX(24),HO2X(135),CH2O3(144),SX(162),CH2O2(69),SX(192),CHO3X(143)
0.00015494145672795796,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032257979801136823,0.095854442755815103,0.013380436091753448,0.0010259268761927465,0.0079156687471167077,5.8655134846493238e-06,0.0027185291113762406,4.9633188081558109e-06,7.4828395751317112e-13,7.0083450979727321e-10,0.0,7.1714152521875745e-15,3.1594443381161402e-13,2.2373585316432496e-05,4.1756594251456013e-14,5.4781012037956494e-11,1.5972098887291867e-11,1.5736468273637149e-18,5.7334068206370524e-06,0.16016578868613318,6.2283971407600671e-09,0.00010501520571042181,3.9450499161832606e-05,9.2086020305653151e-09,0.00028291810585434548,4.7346490234408024e-07,3.5083788928701882e-10,1.1339100635310658e-11,9.7601683642608313e-06,1.6260512301041963e-07,1.3382451212284871e-09,2.9687420478620679e-10,3.702016162236844e-10,6.1364324930116679e-08,2.2910181180140861e-14,2.8332813494535361e-05,5.2362917040354696e-05,3.1320088741348227e-09,1.7727429340699465e-05,1.0603409912917523e-09,5.2282090474595287e-08
0.00015523985609416924,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.03224434396784126,0.095848325724849318,0.013362622898606659,0.0010289896122772529,0.0079276556766265539,5.8648285858739051e-06,0.0027214741336687234,4.9675948596723017e-06,7.494760985742359e-13,7.0082316681448788e-10,0.0,7.1711395383188547e-15,3.1697849834159513e-13,2.2408742492804483e-05,4.1771224823138397e-14,5.4870816487602685e-11,1.5975930038641651e-11,1.5822311048942845e-18,5.7306175082057301e-06,0.16017953643254557,6.2255241704185302e-09,0.00010501850157741971,3.9431676732373023e-05,9.2026844599450991e-09,0.00028275167600057852,4.7398144201889111e-07,3.5064863679755295e-10,1.1338070684196379e-11,9.7665570788984421e-06,1.6271246604171137e-07,1.3397814190956124e-09,2.9700437054967086e-10,3.7060855955713993e-10,6.1521501397470637e-08,2.2881193380432929e-14,2.83982284714981e-05,5.2550996405736189e-05,3.1419298842855764e-09,1.7767230864768228e-05,1.062272440408804e-09,5.2525006480858603e-08
0.0001555382554603805,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032230778666955492,0.095842211025266022,0.013344848410678614,0.0010320544168952528,0.0079396373064395918,5.8641452346921367e-06,0.0027244137437225152,4.9718669713741373e-06,7.5066755827693266e-13,7.0081170671285554e-10,0.0,7.1708641571187676e-15,3.1801369398128264e-13,2.244388450960318e-05,4.1785781131997401e-14,5.4960571277218819e-11,1.5979743179663096e-11,1.5908437388161229e-18,5.7278411790089294e-06,0.16019321275479387,6.2226645615069297e-09,0.00010502176202289163,3.9412947015070294e-05,9.1967952438389335e-09,0.00028258606602165595,4.7449809718388572e-07,3.5046027836336231e-10,1.13370423266362e-11,9.7729389760104354e-06,1.6281969300421221e-07,1.3413179684346729e-09,2.9713473486321414e-10,3.71014679594304e-10,6.1678781585836487e-08,2.2852369495572993e-14,2.8463651098355246e-05,5.2739287047178593e-05,3.1518609075796299e-09,1.7807029777293726e-05,1.0642040496315747e-09,5.2768540204979399e-08
0.00015583665482659178,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032217283587406741,0.095836098646670656,0.013327112452844956,0.0010351212871139283,0.0079516136601031039,5.863463423579278e-06,0.0027273479596013738,4.9761351633755815e-06,7.5185833970295993e-13,7.0080012981220184e-10,0.0,7.1705891056017713e-15,3.1905001916568224e-13,2.2479011429291883e-05,4.1800263320270894e-14,5.5050276620055793e-11,1.5983538376070854e-11,1.5994847586727106e-18,5.7250777745745311e-06,0.16020681796862571,6.2198182545071736e-09,0.00010502498720369057,3.9394309586745043e-05,9.1909342285855553e-09,0.00028242127155149292,4.7501486975930325e-07,3.5027280976804328e-10,1.1336016200718922e-11,9.7793141187904091e-06,1.6292680496516868e-07,1.3428547749409265e-09,2.9726529803111973e-10,3.7141997741653339e-10,6.1836165769268019e-08,2.2823708458639728e-14,2.8529081324296571e-05,5.2927788493133202e-05,3.1618019432743406e-09,1.7846826070424678e-05,1.0661358239872953e-09,5.3012692146230267e-08
0.00015613505419280306,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032203858420202479,0.095829988578709738,0.013309414851115479,0.0010381902200225781,0.0079635847610631371,5.862783145058293e-06,0.0027302767992712857,4.9803994556842849e-06,7.5304844591813946e-13,7.0078843643091045e-10,0.0,7.1703143808097637e-15,3.2008747233466317e-13,2.2514123314073852e-05,4.1814671528548752e-14,5.5139932728280852e-11,1.5987315693210834e-11,1.6081541939487589e-18,5.7223272368134087e-06,0.16022035238767271,6.216985190291663e-09,0.00010502817727562198,3.9375764027163552e-05,9.1851012617390007e-09,0.00028225728825787358,4.7553176165815662e-07,3.5008622682403899e-10,1.1334991315751687e-11,9.7856825700142635e-06,1.6303380298497523e-07,1.3443918442875804e-09,2.9739606035697217e-10,3.7182445693849622e-10,6.1993654222164719e-08,2.2795209212074781e-14,2.8594519098729507e-05,5.3116500273382898e-05,3.1717529906317937e-09,1.7886619736282743e-05,1.0680677685338947e-09,5.3257462805532614e-08
0.00015643345355901433,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032190502858413149,0.095823880811070489,0.013291755432624751,0.0010412612127324507,0.00797555063266513,5.8621043916995557e-06,0.0027332002806013064,4.9846598682021016e-06,7.5423787997266816e-13,7.0077662688593622e-10,0.0,7.1700399798110537e-15,3.2112605193293662e-13,2.2549220225893904e-05,4.1829005892815461e-14,5.5229539812993236e-11,1.5991075196061672e-11,1.6168520740703472e-18,5.7195895080268949e-06,0.16023381632346781,6.214165310123368e-09,0.0001050313323935397,3.9357309918963583e-05,9.1792961920468346e-09,0.0002820941118421306,4.7604877478239986e-07,3.4990052537266664e-10,1.1333967766692961e-11,9.7920443919480308e-06,1.6314068811504769e-07,1.3459291821159183e-09,2.9752702214124756e-10,3.7222812124941818e-10,6.2151247218942963e-08,2.2766870708034049e-14,2.8659964371277765e-05,5.3305421919054082e-05,3.1817140490168406e-09,1.7926410766932717e-05,1.069999888260381e-09,5.3502852685459968e-08
0.0001567020129886045,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032178542113404103,0.095818385778479301,0.013275894460677973,0.0010440268649313997,0.0079863154652202468,5.8614948115878523e-06,0.0027358268471088802,4.9884909386111806e-06,7.5530779843246546e-13,7.0076589923632865e-10,0.0,7.1697932933541012e-15,3.2206173538686578e-13,2.2580794695639892e-05,4.1841843801337773e-14,5.531014444772657e-11,1.5994443570821647e-11,1.6247045107962319e-18,5.7171364564149267e-06,0.16024587385830796,6.2116386420997728e-09,0.0001050341422411224,3.934077906981088e-05,9.1740953573203629e-09,0.00028194793942248089,4.7651419180560444e-07,3.4973414432851091e-10,1.1333048600766641e-11,9.797764414692382e-06,1.6323678907351452e-07,1.3473130203516494e-09,2.9764505853024751e-10,3.7259072223354456e-10,6.2293170527923801e-08,2.2741502630875871e-14,2.871887148599701e-05,5.3475630448622024e-05,3.1906875605391064e-09,1.7962220434903754e-05,1.0717389498783184e-09,5.3724233427732782e-08
0.00015697057241819464,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032166637280944585,0.095812892593367033,0.013260064153583662,0.0010467941811718158,0.0079970760977026226,5.8608864555278707e-06,0.0027384491006483326,4.9923188967861198e-06,7.5637717710102617e-13,7.0075507797878818e-10,0.0,7.1695468647172088e-15,3.2299832886561188e-13,2.2612357132050864e-05,4.1854622116668464e-14,5.5390709695889948e-11,1.5997797615203103e-11,1.6325800330040519e-18,5.7146936921191446e-06,0.16025787477655776,6.2091225636154679e-09,0.00010503692401191192,3.9324321660204309e-05,9.1689168891103848e-09,0.00028180241403178834,4.7697970992860649e-07,3.4956847095623249e-10,1.1332130421570216e-11,9.8034791624947645e-06,1.6333280019219174e-07,1.3486970846806866e-09,2.9776325693893125e-10,3.729526664600985e-10,6.2435178940171737e-08,2.2716263163246678e-14,2.8777784597136493e-05,5.3646008250481598e-05,3.1996691801371557e-09,1.7998027956251527e-05,1.073478161038645e-09,5.3946116515826087e-08
0.0001572391318477848,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032154788141500905,0.095807401248299354,0.013244264387622988,0.0010495631593927801,0.0080078325469246196,5.8602793182009079e-06,0.0027410670540474694,4.9961437570187005e-06,7.5744601816933011e-13,7.0074416334144657e-10,0.0,7.1693006918183092e-15,3.239358312453416e-13,2.264390757975389e-05,4.186734094078109e-14,5.5471235709151212e-11,1.6001137375823404e-11,1.6404786620241555e-18,5.7122611738663267e-06,0.16026981930103429,6.2066170326489016e-09,0.00010503967781669189,3.9307937391740993e-05,9.1637606795823138e-09,0.00028165753260476936,4.7744533051871099e-07,3.4940350228294708e-10,1.1331213431060285e-11,9.8091886797720885e-06,1.6342872222112639e-07,1.3500813791589599e-09,2.9788161758213296e-10,3.7331395560843675e-10,6.2577272656045612e-08,2.269115156062899e-14,2.8836703668415782e-05,5.3816554985546663e-05,3.208658907476649e-09,1.8033833325213242e-05,1.075217525327915e-09,5.4168502319540566e-08
0.00015750769127737495,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032142994476850491,0.095801911735868162,0.013228495039792237,0.00105233379754738,0.0080185848296341847,5.8596733943188103e-06,0.0027436807200722411,4.9999655335332485e-06,7.585143238183693e-13,7.0073315555151565e-10,0.0,7.1690547725933163e-15,3.2487424140534356e-13,2.2675446083210307e-05,4.1880000373367198e-14,5.5551722638495225e-11,1.6004462899067174e-11,1.6484004191487658e-18,5.7098388606283662e-06,0.16028170765322122,6.2041220074262692e-09,0.00010504240376561839,3.9291625967844698e-05,9.1586266216562051e-09,0.00028151329209736919,4.7791105493731563e-07,3.492392353540446e-10,1.1330297902867422e-11,9.8148930106326528e-06,1.6352455590530225e-07,1.3514659078249655e-09,2.9800014067342703e-10,3.7367459082031128e-10,6.2719451876002972e-08,2.2666167084484086e-14,2.8895628663692952e-05,5.3987270315594226e-05,3.2176567422634542e-09,1.8069636535996068e-05,1.0769570463157442e-09,5.4391391209760499e-08
0.0001577762507069651,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032131256070072126,0.095796424048691417,0.013212755987797491,0.0010551060936026216,0.0080293329625152343,5.8590686786238233e-06,0.0027462901114270856,5.0037842404870777e-06,7.5958209621906282e-13,7.0072205483529665e-10,0.0,7.1688091049956155e-15,3.2581355822801668e-13,2.27069726867167e-05,4.1892600514960912e-14,5.5632170634219776e-11,1.6007774231087314e-11,1.6563453256320613e-18,5.7074267116184101e-06,0.16029354005327839,6.20163744641906e-09,0.00010504510196817503,3.9275387093759064e-05,9.1535146090021979e-09,0.00028136968948658199,4.7837688454070893e-07,3.4907566723300707e-10,1.1329383448175575e-11,9.8205921989108157e-06,1.6362030198510632e-07,1.3528506747018623e-09,2.9811882642561729e-10,3.7403457446968661e-10,6.2861716800662472e-08,2.2641309002116088e-14,2.8954559546963801e-05,5.4158153903249844e-05,3.226662684222001e-09,1.8105437582811888e-05,1.0786967275769031e-09,5.4614783558451691e-08
0.00015804481013655526,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032119572705536219,0.095790938179412768,0.013197047110049393,0.0010578800455393323,0.0080400769621879961,5.8584651658884508e-06,0.0027488952407553834,5.0075998919709486e-06,7.606493375323986e-13,7.0071086141818344e-10,0.0,7.1685636869959506e-15,3.2675378059885645e-13,2.273848743440575e-05,4.1905141465551406e-14,5.571257984594429e-11,1.6011071417806626e-11,1.6643134026902568e-18,5.7050246862930459e-06,0.1603053167200521,6.1991633083435017e-09,0.0001050477725332067,3.9259220476513699e-05,9.1484245360298715e-09,0.00028122672177027108,4.7884282067865844e-07,3.4891279500137496e-10,1.1328470110754957e-11,9.8262862881372419e-06,1.6371596119555095e-07,1.3542356837938544e-09,2.9823767504984655e-10,3.7439390869833125e-10,6.3004067630681692e-08,2.2616576586782705e-14,2.9013496282361064e-05,5.432920541199388e-05,3.2356767331317185e-09,1.8141236459860628e-05,1.0804365726539392e-09,5.4838679738663379e-08
0.00015831336956614541,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032107944168895314,0.095785454120701802,0.013181368285657963,0.0010606556513520825,0.008050816845209384,5.8578628509151996e-06,0.0027514961206398197,5.0114125020095162e-06,7.6171604990917558e-13,7.0069957552467698e-10,0.0,7.1683185165808536e-15,3.2769490740644348e-13,2.2769990370247151e-05,4.1917623330799391e-14,5.5792950422595749e-11,1.6014354504917038e-11,1.6723046715016825e-18,5.7026327443498954e-06,0.16031703787108462,6.196699552159643e-09,0.00010505041556888314,3.9243125824882899e-05,9.1433562978746792e-09,0.00028108438596699412,4.7930886469466578e-07,3.4875061575858398e-10,1.1327558538665793e-11,9.8319753215203965e-06,1.6381153426642843e-07,1.3556209390868139e-09,2.9835668675573584e-10,3.747525939000496e-10,6.3146504566771096e-08,2.2591969117597171e-14,2.9072438834153602e-05,5.4500424506135454e-05,3.2446988888237599e-09,1.8177033161402971e-05,1.0821765850650413e-09,5.5063080124524041e-08
0.00015858192899573557,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032096370247074298,0.09577997186525368,0.013165719394427452,0.0010634329090490828,0.0080615526280733412,5.8572617285364631e-06,0.0027540927636027909,5.0152220845617691e-06,7.6278223549051756e-13,7.0068819737838726e-10,0.0,7.168073591753173e-15,3.2863693754243027e-13,2.2801481538048454e-05,4.1930046212888759e-14,5.5873282512438672e-11,1.6017623537881978e-11,1.6803191532068658e-18,5.7002508457192442e-06,0.16032870372262392,6.1942461370654891e-09,0.00010505303118276098,3.9227102849464184e-05,9.1383097904131967e-09,0.00028094267911582673,4.7977501792842376e-07,3.4858912662167447e-10,1.1326647751334069e-11,9.8376593420294665e-06,1.6390702192371596e-07,1.3570064445546601e-09,2.9847586175290579e-10,3.7511063306114401e-10,6.3289027809893845e-08,2.2567485879215342e-14,2.9131387166745623e-05,5.4671810850828456e-05,3.2537291511187686e-09,1.8212827681660207e-05,1.083916768360113e-09,5.5287985091245139e-08
0.00015885048842532572,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032084850728261088,0.095774491405789003,0.01315010031685126,0.0010662118166520939,0.0080722843272112398,5.8566617936144732e-06,0.0027566851821069047,5.0190286535214625e-06,7.6384789640818682e-13,7.0067672720203089e-10,0.0,7.1678289105334267e-15,3.2957986990152888e-13,2.2832960981455979e-05,4.1942410205642808e-14,5.59535762630939e-11,1.6020878561940021e-11,1.6883568689086068e-18,5.6978789505713222e-06,0.16034031448963354,6.1918030224977801e-09,0.00010505561948187583,3.921115126262693e-05,9.13328491024909e-09,0.00028080159827618837,4.8024128171257081e-07,3.4842832472539701e-10,1.132573762563597e-11,9.8433383923305671e-06,1.6400242488776998e-07,1.3583922041510394e-09,2.9859520024894942e-10,3.75468028721546e-10,6.343163756099294e-08,2.254312616216104e-14,2.9190341244675983e-05,5.4843364112087096e-05,3.2627675199082682e-09,1.8248620014758693e-05,1.0856571260361027e-09,5.5513395015124507e-08
0.00015911904785491588,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032073385401897511,0.095769012735053768,0.013134510934106853,0.0010689923721963574,0.0080830119589921871,5.8560630410410597e-06,0.002759273388555221,5.0228322227175688e-06,7.6491303478356901e-13,7.0066516521744323e-10,0.0,7.1675844709583133e-15,3.305237033814989e-13,2.2864428743955686e-05,4.1954715416712508e-14,5.6033831821480699e-11,1.6024119622104492e-11,1.6964178396720606e-18,5.6955170193165294e-06,0.16035187038580176,6.1893701681346765e-09,0.00010505818057251446,3.9195270778374596e-05,9.1282815546772137e-09,0.00028066114052767058,4.8070765737200845e-07,3.4826820722211767e-10,1.1324830065871005e-11,9.8490125147352825e-06,1.6409774387294049e-07,1.359778221807518e-09,2.9871470244898504e-10,3.7582477967669123e-10,6.3574334020927767e-08,2.251888926282415e-14,2.9249301032617339e-05,5.5015083956731318e-05,3.2718139951740051e-09,1.8284410154972248e-05,1.0873976615308527e-09,5.5739310273537187e-08
0.00015938760728450603,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032061974058669632,0.095763535845819231,0.013118951128050765,0.0010717745737304888,0.0080937355397234165,5.855465465737551e-06,0.0027618573952916336,5.0266328059146895e-06,7.6597765272861145e-13,7.0065351164558099e-10,0.0,7.1673402710808927e-15,3.3146843688313511e-13,2.2895884868874005e-05,4.1966961949617878e-14,5.611404933387151e-11,1.6027346763165404e-11,1.7045020865248158e-18,5.6931650125842042e-06,0.16036337162355144,6.1869475338841486e-09,0.00010506071456031645,3.9179461112546291e-05,9.123299621726446e-09,0.00028052130296986609,4.8117414623104821e-07,3.4810877128120149e-10,1.1323922848272266e-11,9.8546817513843592e-06,1.6419297959161924e-07,1.3611645014520093e-09,2.9883436856009183e-10,3.761808902789459e-10,6.3717117391060131e-08,2.2494774482619604e-14,2.9308266495375454e-05,5.5186970052415629e-05,3.2808685768117216e-09,1.8320198096526769e-05,1.0891383783892399e-09,5.5965731244941232e-08
0.00015962931077113718,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032051749833343093,0.095758608162736875,0.013104972493566529,0.0010742799608304363,0.0081033833121623468,5.8549286503562612e-06,0.0027641794207557461,5.0300507890878911e-06,7.669353656493251e-13,7.0064294530570327e-10,0.0,7.167120694536326e-15,3.3231946564707547e-13,2.2924185466849865e-05,4.1977933738456001e-14,5.6186212686081384e-11,1.603023932612632e-11,1.7117978270977368e-18,5.6910566596474839e-06,0.16037367617913323,6.1847758683090483e-09,0.00010506297206336599,3.9165292729554215e-05,9.118834114695726e-09,0.00028039597704970006,4.8159408407651048e-07,3.4796585934479748e-10,1.1323107269078473e-11,9.8597799215984935e-06,1.6427862112864817e-07,1.3624123803563024e-09,2.9894220837218287e-10,3.7650084356663727e-10,6.3845696898615861e-08,2.2473175019777403e-14,2.9361340234844698e-05,5.5341809409168071e-05,3.2890246312592675e-09,1.8352405359228626e-05,1.0907051814596897e-09,5.6169942817482966e-08
0.0001598468439091052,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032042585147765777,0.095754174472425485,0.013092412054102172,0.001076535946647946,0.0081120635228086428,5.8544463253080875e-06,0.0027662663510413126,5.0331249236986768e-06,7.6779694957184192e-13,7.0063337245559546e-10,0.0,7.1669232391568334e-15,3.3308601342664551e-13,2.2949648001239927e-05,4.1987767836269329e-14,5.6251133542568477e-11,1.603283305071326e-11,1.7183801406321283e-18,5.6891659646826462e-06,0.16038291269826072,6.1828283957410503e-09,0.00010506498518190717,3.9152589865269938e-05,9.1148298638316712e-09,0.00028028360951486858,4.8197210823391719e-07,3.4783770698418422e-10,1.1322374275596539e-11,9.8643649451302891e-06,1.6435564175698417e-07,1.3635356578545192e-09,2.9903937798282217e-10,3.7678835950683893e-10,6.3961478905620694e-08,2.2453819182837396e-14,2.9409110485125903e-05,5.5481279538537716e-05,3.2963706943796271e-09,1.8381390365405168e-05,1.0921154342692209e-09,5.6354083956430739e-08
0.00016006437704707321,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032033455512391347,0.095749741938185778,0.013079870812042012,0.0010787930089732219,0.008120741104354812,5.8539647637325949e-06,0.0027683505476520757,5.0361971234605386e-06,7.6865819576432903e-13,7.0062373990508777e-10,0.0,7.1667259376345488e-15,3.3385314976590106e-13,2.2975102976729892e-05,4.1997563609065584e-14,5.6316029695045477e-11,1.6035417721889772e-11,1.7249777628736123e-18,5.6872817119632992e-06,0.16039211372959122,6.1808875580701078e-09,0.00010506698070431107,3.9139932965267724e-05,9.1108394893313071e-09,0.00028017164379488455,4.8235020899295135e-07,3.4770999682028038e-10,1.1321641629903437e-11,9.8689468370238982e-06,1.6443260900246869e-07,1.3646591141601964e-09,2.9913665549680199e-10,3.7707545802775709e-10,6.4077318292294038e-08,2.2434542244810911e-14,2.9456884396510545e-05,5.5620858157025766e-05,3.3037220761540002e-09,1.8410373918654986e-05,1.0935258121937853e-09,5.6538557570136774e-08
0.00016028191018504123,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032024360818332362,0.095745310556224025,0.013067348705882659,0.0010810511467945405,0.0081294160653498267,5.8534839629867409e-06,0.0027704320170362654,5.0392673955667834e-06,7.6951910533099398e-13,7.0061404776994089e-10,0.0,7.1665287889656215e-15,3.3462087408645701e-13,2.3000550416042541e-05,4.200732111032248e-14,5.6380901220005454e-11,1.6037993363036322e-11,1.7315907049252842e-18,5.685403881012303e-06,0.1604012793836245,6.1789533344359014e-09,0.00010506895868559779,3.912732188176402e-05,9.1068629383337079e-09,0.00028006007838604028,4.82728387044492e-07,3.4758272738170806e-10,1.1320909614504006e-11,9.8735256191222949e-06,1.645095232333764e-07,1.3657827513236005e-09,2.9923404102057633e-10,3.7736214063580726e-10,6.4193215165623075e-08,2.2415343845235799e-14,2.9504661950547342e-05,5.5760545089600411e-05,3.3110787766525159e-09,1.8439356015888639e-05,1.0949363170336789e-09,5.6723363861810593e-08
0.00016049944332300925,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032015300957219564,0.09574088032275703,0.01305484567440352,0.0010833103591057791,0.008138088414316692,5.853003920439862e-06,0.0027725107656173913,5.0423357471838309e-06,7.7037967937168893e-13,7.0060429616554902e-10,0.0,7.1663317921520302e-15,3.353891858112111e-13,2.3025990341833653e-05,4.2017040400362898e-14,5.6445748193647141e-11,1.6040559997438842e-11,1.7382189778742185e-18,5.6835324514523198e-06,0.1604104097703335,6.1770257040783102e-09,0.00010507091918046153,3.9114756467641422e-05,9.1029001582601438e-09,0.00027994891179291512,4.8310664307602877e-07,3.4745589720438217e-10,1.1320179706073045e-11,9.8781013131082842e-06,1.6458638481539582e-07,1.366906571385359e-09,2.9933153465946531e-10,3.7764840690628726e-10,6.4309169632541389e-08,2.2396223626058514e-14,2.9552443128840833e-05,5.5900340161570532e-05,3.3184407959882549e-09,1.8468336654088643e-05,1.0963469505597216e-09,5.6908503035125822e-08
0.00016071697646097727,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032006275821198457,0.095736451234012226,0.013042361656665167,0.0010855706449063741,0.0081467581597525519,5.8525246334735695e-06,0.0027745867997944124,5.0454021854513633e-06,7.7123991898256347e-13,7.0059448520694568e-10,0.0,7.1661349462020539e-15,3.3615808436433981e-13,2.3051422776692246e-05,4.2026721532940123e-14,5.6510570691913124e-11,1.6043117648289373e-11,1.7448625927914978e-18,5.681667402985291e-06,0.16041950499916735,6.1751046463282951e-09,0.00010507286224336051,3.9102236576630911e-05,9.0989510968539826e-09,0.00027983814252831936,4.8348497777888199e-07,3.4732950483093436e-10,1.1319449475704781e-11,9.8826739405927733e-06,1.6466319411569002e-07,1.3680305763948598e-09,2.9942913652210832e-10,3.7793425782224439e-10,6.4425181800514815e-08,2.2377181230766779e-14,2.9600227913051151e-05,5.6040243198595884e-05,3.3258081341497971e-09,1.8497315830169135e-05,1.0977577146760647e-09,5.709397529422239e-08
0.0001609345095989453,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031997285302926483,0.095732023286227555,0.013029896592007643,0.0010878320032012949,0.0081554253101288245,5.8520460994817895e-06,0.0027766601259418965,5.0484667174824686e-06,7.7209982525609632e-13,7.0058461500879495e-10,0.0,7.1659382501316011e-15,3.3692756917129456e-13,2.3076847743140952e-05,4.2036364555250636e-14,5.6575368790491748e-11,1.6045666338688605e-11,1.7515215607322381e-18,5.6798087154268637e-06,0.1604285651790546,6.1731901406173403e-09,0.00010507478792867121,3.9089762063112109e-05,9.0950157021350125e-09,0.00027972776911323801,4.8386339183559981e-07,3.472035488116273e-10,1.1318719653275634e-11,9.8872435230858506e-06,1.647399514958621e-07,1.3691547683783862e-09,2.9952684671272503e-10,3.7821969589347273e-10,6.4541251776527585e-08,2.2358216305950139e-14,2.964801628489374e-05,5.6180254026693988e-05,3.3331807912829409e-09,1.8526293540973784e-05,1.0991686111310848e-09,5.7279780843707923e-08
0.00016113028942311652,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031989223346348829,0.095728039105641372,0.013018694188788493,0.0010898681418314181,0.0081632235336725166,5.8516160605384142e-06,0.0027785238093583783,5.0512231723359619e-06,7.7287345679846325e-13,7.0057568127511728e-10,0.0,7.1657613510083666e-15,3.3762060627073432e-13,2.309972384601595e-05,4.2045010732844868e-14,5.6633666279810605e-11,1.6047952517882471e-11,1.7575277678381716e-18,5.6781413185919626e-06,0.16043668946371606,6.1714726705486789e-09,0.00010507650623228165,3.9078573678907859e-05,9.0914854891748439e-09,0.00027962877027513591,4.8420403289773949e-07,3.4709056028444834e-10,1.1318063893938674e-11,9.8913535615009593e-06,1.6480898904429854e-07,1.3701667026986894e-09,2.9961487859121752e-10,3.7847623678340895e-10,6.4645764269357681e-08,2.234121382039571e-14,2.9691028871909916e-05,5.6306355789834754e-05,3.3398207305341344e-09,1.8552372225305626e-05,1.100438532556087e-09,5.7447290971011609e-08
0.00016132606924728775,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.031981189266075169,0.095724055843466327,0.013007507044824611,0.001091905147662795,0.0081710196681987271,5.8511866275209387e-06,0.0027803853090274892,5.0539780940263814e-06,7.7364682000970158e-13,7.005666997330568e-10,0.0,7.1655845717898457e-15,3.383141173543589e-13,2.3122593933994678e-05,4.2053626123161172e-14,5.6691944121242038e-11,1.6050231474462508e-11,1.7635464278715843e-18,5.6764790432299933e-06,0.16044478552522567,6.169760476189648e-09,0.000105078210542958,3.9067421827910916e-05,9.0879662668681516e-09,0.00027953008981691189,4.84544739285539e-07,3.469779229884112e-10,1.1317408584115178e-11,9.8954611662648345e-06,1.6487798509165839e-07,1.3711787915805265e-09,2.9970299837697081e-10,3.7873244389490364e-10,6.4750323751710481e-08,2.2324273546506178e-14,2.9734044336890425e-05,5.643254459675449e-05,3.3464649783367585e-09,1.8578449717999904e-05,1.1017085639361283e-09,5.7615071379455417e-08
0.00016152184907145898,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.03197318298490448,0.095720073496981584,0.012996335116469117,0.0010939430199814373,0.0081788137198301244,5.8507577985549179e-06,0.0027822446295459732,5.0567314876844727e-06,7.7441991567775205e-13,7.0055767046544964e-10,0.0,7.1654079117722338e-15,3.3900810200595459e-13,2.3145458023359247e-05,4.2062210766767504e-14,5.6750202369386218e-11,1.6052503225079282e-11,1.7695775488585913e-18,5.6748218748192289e-06,0.16045285344192275,6.1680535427449286e-09,0.00010507990089970431,3.9056306405405931e-05,9.08445799791224e-09,0.00027943172667712669,4.8488551149330126e-07,3.4686563588120363e-10,1.1316753841146117e-11,9.8995663528024849e-06,1.6494693989833712e-07,1.3721910364907018e-09,2.9979120614590359e-10,3.7898831786042938e-10,6.485493030176203e-08,2.2307395231089457e-14,2.9777062666619835e-05,5.655882032133586e-05,3.3531135347994632e-09,1.8604526016817377e-05,1.1029787065679181e-09,5.7783122219166037e-08
