Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),H2X(46),CHOX(50),CO2X(24),CH4OX(57),COX(47)
0.0027913356595635225,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18285898275581711,0.052495497715023938,0.0090692000394320179,0.045046912711092416,0.083722610098989597,1.9225071933971522e-05,1.0305457111989012e-08,1.3868194378822887e-12,6.4982915857371413e-20,3.7340963085927532e-11,6.373987695920799e-22,1.2710477506007404e-14,9.6151847330201592e-18,3.9670303016556744e-07,1.9083434865129893e-23,1.0852741384186354e-22,2.6625599385546536e-10,4.2848637482993158e-17,0.0018381235439639792,2.8386086462770876e-07,2.757138933074282e-10,3.0236688829599229e-05,1.0794014559520495e-11,5.1701301181749e-05,7.1923461270108666e-05,4.5451245926590082e-09,0.0075488627859279867,0.00049521337234949031,1.9723815437000444e-07,6.5015502946453982e-11,1.7200094305043108e-07,4.8481605271783028e-08,1.2444405986713822e-11
0.0027916965806506064,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18285825781275242,0.052491485771998907,0.0090610318873802827,0.045050867641232936,0.083730235307625148,1.9238366154003501e-05,1.0308488175936476e-08,1.3868133126103243e-12,6.5006784866365628e-20,3.7322549602364197e-11,6.3745400970299708e-22,1.2714875770165353e-14,9.6135270594290701e-18,3.9671930185402576e-07,1.9095644747054772e-23,1.0854286162084788e-22,2.6614383340398638e-10,4.2856029999932862e-17,0.0018379757796302422,2.8373131966081723e-07,2.756968289280268e-10,3.0247031066773923e-05,1.0805253925393042e-11,5.1737235028131251e-05,7.1948555269196965e-05,4.5431473878641615e-09,0.0075495203890694612,0.00049535708631941893,1.9737376236587111e-07,6.5056873291927241e-11,1.720152257450043e-07,4.8483401934684132e-08,1.2448016806594591e-11
0.00279205750173769,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18285753265422855,0.052487474170149782,0.00905286464670098,0.045054821952390245,0.083737859830015859,1.9251682501421754e-05,1.0311522974062308e-08,1.3868071705113478e-12,6.5030686339320199e-20,3.7304130543481453e-11,6.3750921304021269e-22,1.2719279832875667e-14,9.6118682068834554e-18,3.9673556256328166e-07,1.9107874124652448e-23,1.0855832273272385e-22,2.6603161496905545e-10,4.2863421241397652e-17,0.0018378280261913103,2.8360173160377981e-07,2.7567977767129361e-10,3.0257386983514662e-05,1.0816515596316425e-11,5.1773227179166511e-05,7.1973680146281537e-05,4.5411692424079925e-09,0.0075501779159943645,0.00049550097803051796,1.9750959605845445e-07,6.5098309732473809e-11,1.7202950569855214e-07,4.8485197182976633e-08,1.2451632091959179e-11
0.002792418422824774,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18285680727978068,0.052483462909460113,0.0090446983177473583,0.045058775644116977,0.083745483666098644,1.9265021028215423e-05,1.0314561512214893e-08,1.3868010116031103e-12,6.5054620342535422e-20,3.7285705904319893e-11,6.3756437959810835e-22,1.2723689705314561e-14,9.6102081749850557e-18,3.9675181229130666e-07,1.9120123040383401e-23,1.0857379720150762e-22,2.659193385042593e-10,4.2870811206480802e-17,0.0018376802836416288,2.8347210039853104e-07,2.7566273957215283e-10,3.0267756606250386e-05,1.0827799632602963e-11,5.1809277769440957e-05,7.1998835958890799e-05,4.5391901554703947e-09,0.0075508353666767824,0.00049564504775999449,1.9764565597746272e-07,6.5139812411532554e-11,1.7204378290863004e-07,4.8486991016298525e-08,1.245525184977503e-11
0.0027927793439118578,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18285608168894338,0.052479451989912149,0.0090365329008737227,0.045062728715964742,0.083753106815811579,1.9278381786537064e-05,1.0317603796254197e-08,1.3867948359033984e-12,6.5078586942489775e-20,3.7267275679903038e-11,6.3761950937107009e-22,1.2728105398691517e-14,9.6085469633350974e-18,3.9676805103607164e-07,1.9132391536828631e-23,1.0858928505127072e-22,2.658070039632559e-10,4.2878199894275275e-17,0.0018375325519769717,2.8334242600022595e-07,2.7564571466609972e-10,3.0278139961281643e-05,1.0839106095317126e-11,5.1845386934127062e-05,7.2024022764513812e-05,4.5372101264215619e-09,0.0075514927410891925,0.00049578929578560375,1.9778194265418744e-07,6.5181381473652114e-11,1.7205805737299195e-07,4.8488783434287284e-08,1.2458876087019839e-11
0.0027931402649989416,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18285535588124957,0.052475441411488931,0.0090283683964354298,0.045066681167483955,0.083760729279091173,1.9291764828697691e-05,1.0320649832051845e-08,1.3867886434300328e-12,6.5102586205840561e-20,3.724883986524812e-11,6.3767460235348834e-22,1.273252692424545e-14,9.6068845715342705e-18,3.9678427879554641e-07,1.9144679656688596e-23,1.0860478630614006e-22,2.6569461129976389e-10,4.2885587303873727e-17,0.0018373848311923303,2.8321270835156117e-07,2.7562870298860434e-10,3.0288537075090292e-05,1.0850435045450486e-11,5.1881554808682286e-05,7.2049240620902002e-05,4.535229154444276e-09,0.0075521500392052073,0.00049593372238564972,1.9791845662160807e-07,6.5223017063404259e-11,1.7207232908930807e-07,4.8490574436579982e-08,1.2462504810683254e-11
0.002793465093977317,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18285470246852606,0.052471832182555869,0.0090210211228677669,0.045070237843097903,0.083767588909089516,1.930382866268554e-05,1.0323394476885426e-08,1.3867830558772863e-12,6.5124213525296806e-20,3.7232242848289595e-11,6.3772415457711804e-22,1.2736511293065231e-14,9.6053874095540917e-18,3.9679887438497155e-07,1.9155755777969126e-23,1.0861874891687405e-22,2.6559340816950778e-10,4.2892234878904585e-17,0.0018372518917842454,2.8309592544187938e-07,2.7561340381861306e-10,3.0297906263230969e-05,1.0860650377825922e-11,5.1914156204996865e-05,7.207196328790991e-05,4.5334454727962842e-09,0.0075527415422543299,0.0004960638592372968,1.9804151396761423e-07,6.5260546095041095e-11,1.7208517128244137e-07,4.8492185127923003e-08,1.2465774503658659e-11
0.0027937899229556924,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18285404887942799,0.052468223229907865,0.0090136745889220233,0.04507379401555138,0.08377444798297877,1.9315910627441831e-05,1.0326142169705599e-08,1.3867774547653841e-12,6.5145867405087958e-20,3.7215641295566502e-11,6.3777367699178542e-22,1.2740500403306409e-14,9.6038892910360293e-18,3.9681346107318457e-07,1.9166847860195646e-23,1.0863272242299877e-22,2.6549215788847641e-10,4.2898881417199583e-17,0.001837118961181216,2.8297910741663973e-07,2.7559811541857013e-10,3.0307286636878041e-05,1.087088401933895e-11,5.1946805365710245e-05,7.2094711195207711e-05,4.5316610262058088e-09,0.0075533329834621731,0.00049619414116376995,1.9816475624288857e-07,6.5298129237466967e-11,1.7209801124602294e-07,4.8493794671992786e-08,1.2469047841425151e-11
0.002794114751934068,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18285339511361279,0.052464614553532289,0.009006328794859483,0.045077349684514337,0.083781306500712277,1.9328010761433362e-05,1.0328892914817036e-08,1.3867718401073892e-12,6.5167547894180641e-20,3.7199035203437443e-11,6.3782316959341076e-22,1.274449426322317e-14,9.6023902156879106e-18,3.9682803885870323e-07,1.9177955934745213e-23,1.0864670684221864e-22,2.6539086042278799e-10,4.2905526918096619e-17,0.0018369860393798803,2.8286225423859023e-07,2.7558283781471598e-10,3.0316678215437596e-05,1.0881136015012732e-11,5.1979502390459297e-05,7.2117484385154167e-05,4.5298758141465983e-09,0.0075539243628088872,0.00049632456836909812,1.9828818383932935e-07,6.5335766597082052e-11,1.7211084897838714e-07,4.8495403068523858e-08,1.2472324829106778e-11
0.0027944395809124433,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18285274117073697,0.052461006153417006,0.0089989837409421517,0.045080904849655948,0.083788164462242645,1.9340129103235936e-05,1.0331646716532119e-08,1.3867662119163893e-12,6.5189255041660526e-20,3.7182424568250506e-11,6.37872632377918e-22,1.2748492881089303e-14,9.6008901832172098e-18,3.9684260774004435e-07,1.9189080033075784e-23,1.0866070219227465e-22,2.6528951573844309e-10,4.2912171380933439e-17,0.0018368531263764391,2.8274536586386215e-07,2.7556757103322411e-10,3.0326081018429576e-05,1.0891406409818068e-11,5.2012247379095083e-05,7.2140282900264572e-05,4.5280898359932992e-09,0.0075545156802751508,0.00049645514105767403,1.9841179714997549e-07,6.5373458280305863e-11,1.7212368447778794e-07,4.8497010317250543e-08,1.2475605471837678e-11
0.0027947644098908187,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18285208705045655,0.052457398029550024,0.0089916394274327394,0.04508445951064468,0.083795021867522329,1.9352265691531053e-05,1.0334403579170947e-08,1.3867605702054943e-12,6.5210988896732176e-20,3.7165809386350173e-11,6.3792206534123373e-22,1.2752496265195751e-14,9.5993891933310654e-18,3.9685716771572438e-07,1.9200220186724371e-23,1.0867470849094477e-22,2.6518812380127355e-10,4.2918814805047504e-17,0.0018367202221669385,2.8262844225016922e-07,2.7555231510025989e-10,3.0335495065423975e-05,1.0901695248812688e-11,5.2045040431747455e-05,7.2163106783143004e-05,4.5263030911465396e-09,0.0075551069358414978,0.00049658585943425327,1.9853559656892642e-07,6.5411204393765767e-11,1.7213651774242864e-07,4.8498616417906786e-08,1.2478889774764291e-11
0.002795089238869194,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18285143275242716,0.052453790181918564,0.0089842958545946709,0.045088013667148243,0.083801878716504519,1.9364420565107645e-05,1.0337163507061334e-08,1.3867549149878377e-12,6.5232749508719665e-20,3.7149189654076377e-11,6.3797146847928772e-22,1.2756504423855153e-14,9.5978872457362677e-18,3.9687171878425882e-07,1.9211376427308083e-23,1.0868872575604385e-22,2.6508668457729466e-10,4.2925457189776153e-17,0.0018365873267482326,2.8251148336771504e-07,2.7553707004244464e-10,3.0344920375909342e-05,1.0912002577593857e-11,5.2077881648923731e-05,7.2185956076379661e-05,4.5245155791953218e-09,0.0075556981294873727,0.00049671672370395724,1.9865958249132395e-07,6.5449005044878805e-11,1.7214934877068352e-07,4.8500221370226354e-08,1.2482177743038715e-11
0.0027954140678475695,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18285077827630294,0.052450182610510404,0.0089769530226920698,0.045091567318833591,0.08380873500914103,1.9376593762860862e-05,1.0339926504538831e-08,1.3867492462765764e-12,6.5254536927067021e-20,3.7132565367768054e-11,6.3802084178801278e-22,1.2760517365399867e-14,9.5963843401392603e-18,3.9688626094416273e-07,1.9222548786523553e-23,1.0870275400542392e-22,2.6498519803249911e-10,4.293209853445646e-17,0.0018364544401166085,2.8239448917079176e-07,2.7552183588625279e-10,3.0354356969547981e-05,1.0922328441549427e-11,5.2110771131274647e-05,7.2208830822789334e-05,4.5227272994868495e-09,0.0075562892611933377,0.00049684773407227228,1.9878375531346712e-07,6.5486860340863005e-11,1.7216217756080477e-07,4.8501825173942663e-08,1.2485469381821351e-11
0.0027957064139281073,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18285018909523393,0.052446936032404086,0.0089703451076984485,0.045094765173454954,0.083814905196798448,1.9387565340242477e-05,1.0342415830355177e-08,1.3867441329103015e-12,6.5274168563979729e-20,3.7117599613364247e-11,6.3806525225842977e-22,1.2764133109058152e-14,9.5950309057671603e-18,3.9689934126996894e-07,1.9232617717509107e-23,1.0871538883621081e-22,2.6489381965458355e-10,4.2938074854879369e-17,0.001836334849657887,2.8228916416452668e-07,2.7550813448846694e-10,3.0362859567194703e-05,1.0931637604310995e-11,5.2140413015550124e-05,7.2229439892460568e-05,4.5211171908172816e-09,0.0075568212267538267,0.00049696576848819835,1.9889567098107343e-07,6.5520976917458295e-11,1.7217372155683531e-07,4.8503267615010992e-08,1.2488434999285414e-11
0.002795998760008645,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18284959976937512,0.052443689678019947,0.0089637377932706534,0.045097962618659337,0.083821074933741885,1.9398551820307188e-05,1.0344907649226762e-08,1.3867390086345069e-12,6.5293821990405361e-20,3.7102630164546379e-11,6.3810963856083808e-22,1.2767752739719214e-14,9.5936766949607219e-18,3.9691241437749733e-07,1.9242699753546417e-23,1.0872803259182211e-22,2.648024028941022e-10,4.2944050331842468e-17,0.0018362152663109615,2.8218381049422134e-07,2.7549444196195069e-10,3.0371371334490474e-05,1.0940961850868985e-11,5.2170094150220921e-05,7.2250069645219897e-05,4.5195064594290764e-09,0.0075573531421122492,0.00049708392156105636,1.9900773864976157e-07,6.5555137922214652e-11,1.7218526373728403e-07,4.850470912529981e-08,1.2491403597828185e-11
0.002796291106089183,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.182849010298473,0.052440443547348808,0.008957131079602729,0.045101159654202395,0.083827244219936078,1.9409553231636697e-05,1.034740196433035e-08,1.3867338734588336e-12,6.5313497242638968e-20,3.7087657018628556e-11,6.3815400069227866e-22,1.2771376263500069e-14,9.5923217075052132e-18,3.9692548026566369e-07,1.9252794917910908e-23,1.0874068528534938e-22,2.647109477261521e-10,4.2950024964862085e-17,0.0018360956900734279,2.8207842813150585e-07,2.7548075832634276e-10,3.0379892285830169e-05,1.0950301214748858e-11,5.2199814609267126e-05,7.2270720112445908e-05,4.5178951049236073e-09,0.0075578850072539339,0.00049720219344140805,1.9911995861072934e-07,6.5589343434052071e-11,1.7219680410093747e-07,4.8506149704614266e-08,1.2494375181229202e-11
0.0027965834521697206,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18284842068227353,0.052437197640381912,0.008950524966889202,0.045104356279839254,0.083833413055345279,1.9420569602881332e-05,1.0349898778847851e-08,1.3867287273929361e-12,6.53331943570553e-20,3.7072680172928114e-11,6.3819833864979527e-22,1.2775003686528216e-14,9.5909659431856973e-18,3.9693853893338345e-07,1.9262903233930022e-23,1.0875334692990869e-22,2.6461945412575215e-10,4.2955998753454396e-17,0.0018359761209425052,2.8197301704303294e-07,2.7546708360115918e-10,3.0388422435673374e-05,1.0959655729410793e-11,5.2229574466822491e-05,7.2291391325608205e-05,4.5162831268248748e-09,0.0075584168221645154,0.00049732058428005716,1.9923233115588276e-07,6.562359353186107e-11,1.7220834264649048e-07,4.850758935275921e-08,1.2497349753276886e-11
0.0027968757982502583,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18284783092052287,0.052433951957110772,0.0089439194553250622,0.045107552495324596,0.083839581439933794,1.9431600962761618e-05,1.0352398095966294e-08,1.3867235704464863e-12,6.5352913370108637e-20,3.7057699624762649e-11,6.3824265243043338e-22,1.2778635014941638e-14,9.5896094017869893e-18,3.9695159037957178e-07,1.9273024724984148e-23,1.0876601753864086e-22,2.6452792206784943e-10,4.2961971697135472e-17,0.0018358565589151128,2.8186757720034174e-07,2.7545341780583229e-10,3.0396961798476374e-05,1.0969025428388612e-11,5.2259373797243594e-05,7.2312083316199759e-05,4.5146705247307178e-09,0.0075589485868293822,0.00049743909422804889,1.9934485657780289e-07,6.565788829468978e-11,1.7221987937257144e-07,4.8509028069539344e-08,1.250032731777149e-11
0.002797168144330796,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18284724101296623,0.052430706497526312,0.0089373145451057765,0.045110748300412569,0.083845749373665998,1.9442647340072759e-05,1.0354899918877847e-08,1.3867184026291704e-12,6.5372654318333509e-20,3.7042715371442267e-11,6.3828694203124015e-22,1.2782270254895283e-14,9.5882520830936839e-18,3.9696463460314315e-07,1.9283159414507979e-23,1.0877869712471126e-22,2.6443635152743614e-10,4.2967943795421223e-17,0.0018357370039887668,2.8176210857815073e-07,2.754397609601866e-10,3.040551038870964e-05,1.0978410345523814e-11,5.2289212675076884e-05,7.2332796115770419e-05,4.513057298290918e-09,0.0075594803012336027,0.00049755772343667171,1.99457535169845e-07,6.569222780204865e-11,1.7223141427796135e-07,4.8510465854759226e-08,1.2503307878512053e-11
0.002797460490411334,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18284665095934768,0.052427461261619068,0.008930710236427301,0.045113943694856828,0.083851916856505934,1.9453708763684107e-05,1.0357404250779817e-08,1.3867132239506918e-12,6.5392417238344371e-20,3.7027727410270023e-11,6.3833120744926537e-22,1.2785909412560536e-14,9.5868939868901387e-18,3.9697767160301162e-07,1.9293307325990128e-23,1.087913857013102e-22,2.643447424794421e-10,4.2973915047827456e-17,0.001835617456161447,2.8165661114345227e-07,2.7542611308436733e-10,3.041406822092996e-05,1.0987810514804362e-11,5.2319091174996262e-05,7.2353529755990516e-05,4.5114434470388329e-09,0.0075600119653625028,0.00049767647205745601,1.9957036722617975e-07,6.5726612133698053e-11,1.72242947361548e-07,4.8511902708223246e-08,1.2506291439294325e-11
0.0027977528364918716,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18284606075941204,0.052424216249380817,0.0089241065294860585,0.045117138678410544,0.08385808388841727,1.946478526253491e-05,1.0359911094874668e-08,1.3867080344207682e-12,6.5412202166836256e-20,3.7012735738548377e-11,6.3837544868156053e-22,1.2789552494116677e-14,9.5855351129604969e-18,3.9699070137809085e-07,1.9303468482973321e-23,1.0880408328165279e-22,2.6425309489873808e-10,4.2979885453869803e-17,0.0018354979154297981,2.8155108486707755e-07,2.7541247419772739e-10,3.042263530967912e-05,1.0997225969903074e-11,5.234900937191125e-05,7.2374284268542308e-05,4.5098289705593735e-09,0.0075605435792014501,0.00049779534024217589,1.9968335304159465e-07,6.576104136903213e-11,1.7225447862183043e-07,4.8513338629735533e-08,1.2509278003943285e-11
0.0027980451825724093,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18284547041290306,0.052420971460802747,0.0089175034244789522,0.045120333250826351,0.083864250469363799,1.9475876865635927e-05,1.0362420454370056e-08,1.3867028340491337e-12,6.5432009140584832e-20,3.6997740353578336e-11,6.3841966572517928e-22,1.2793199505755444e-14,9.584175461088663e-18,3.9700372392729406e-07,1.931364290905371e-23,1.0881678987897885e-22,2.6416140876020337e-10,4.2985855013063787e-17,0.0018353783817911693,2.8144552972144878e-07,2.7539884432033162e-10,3.043121166954105e-05,1.1006656744945833e-11,5.2378967340902766e-05,7.2395059685184652e-05,4.5082138684685824e-09,0.007561075142735527,0.00049791432814284993,1.9979649291165371e-07,6.5795515588109709e-11,1.722660080576022e-07,4.8514773619100046e-08,1.2512267576274425e-11
0.002798337528652947,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18284487991956402,0.052417726895875857,0.0089109009216033711,0.045123527411856414,0.083870416599309064,1.9486983602071719e-05,1.0364932332478787e-08,1.3866976228455386e-12,6.5451838196446717e-20,3.6982741252657404e-11,6.3846385857717685e-22,1.2796850453684765e-14,9.5828150310583043e-18,3.9701673924953413e-07,1.9323830627881082e-23,1.088295055065534e-22,2.6406968403870564e-10,4.2991823724924788e-17,0.0018352588552430279,2.8133994567618096e-07,2.7538522347210626e-10,3.0439797315137356e-05,1.1016102874020957e-11,5.2408965157226158e-05,7.241585603775097e-05,4.5065981403371188e-09,0.0075616066559499248,0.00049803343591174045,1.9990978713266968e-07,6.5830034870989649e-11,1.7227753566756002e-07,4.8516207676120603e-08,1.2515260160113076e-11
0.002798629874733485,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1828442892791376,0.052414482554591336,0.0089042990210571882,0.045126721161252381,0.083876582278216455,1.9498105501000204e-05,1.0367446732418874e-08,1.3866924008197491e-12,6.5471689371359477e-20,3.6967738433079563e-11,6.3850802723461122e-22,1.2800505344125863e-14,9.5814538226528722e-18,3.9702974734372325e-07,1.9334031663159891e-23,1.088422301776664e-22,2.639779207090681e-10,4.2997791588968051e-17,0.0018351393357826868,2.812343327026101e-07,2.7537161167319182e-10,3.0448392261116544e-05,1.102556439140934e-11,5.2439002896326805e-05,7.2436673358134925e-05,4.5049817857640211e-09,0.0075621381188297207,0.00049815266370135448,2.0002323600170447e-07,6.586459929804538e-11,1.7228906145046766e-07,4.8517640800600807e-08,1.2518255759287972e-11
0.0027989222208140226,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18284369849136617,0.052411238436940448,0.0088976977230387465,0.045129914498765376,0.083882747506049099,1.9509242591652186e-05,1.0369963657413512e-08,1.3866871679815464e-12,6.549156270234199e-20,3.6952731892135402e-11,6.3855217169454196e-22,1.2804164183312365e-14,9.5800918356555811e-18,3.9704274820877322e-07,1.9344246038649155e-23,1.0885496390563278e-22,2.6388611874607819e-10,4.3003758604708711e-17,0.0018350198234074154,2.8112869076993642e-07,2.7535800894350274e-10,3.0456996522161333e-05,1.1035041331314381e-11,5.246908063383403e-05,7.2457511678296983e-05,4.5033648043127397e-09,0.007562669531360069,0.0004982720116644446,2.0013683981654906e-07,6.5899208949600081e-11,1.723005854049524e-07,4.8519072992344066e-08,1.2521254377640125e-11
0.0027992145668945603,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1828431075559917,0.052407994542914421,0.0088910970277468887,0.045133107424146057,0.083888912282770137,1.9520394903331779e-05,1.0372483110691098e-08,1.3866819243407284e-12,6.551145822649472e-20,3.693772162711217e-11,6.3859629195403053e-22,1.2807826977491169e-14,9.5787290698494094e-18,3.9705574184359536e-07,1.9354473778162288e-23,1.0886770670379269e-22,2.6379427812448818e-10,4.3009724771661729e-17,0.0018349003181144983,2.8102301985009429e-07,2.753444153033589e-10,3.0465610112981868e-05,1.1044533728245049e-11,5.2499198445568355e-05,7.2478371030257875e-05,4.5017471955924955e-09,0.0075632008935259511,0.00049839147995400801,2.0025059887575394e-07,6.5933863906444587e-11,1.7231210752979672e-07,4.8520504251153616e-08,1.25242560190097e-11
0.002799506912975098,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18284251647275535,0.052404750872504478,0.0088844969353809363,0.045136299937144547,0.083895076608342348,1.9531562465416863e-05,1.0375005095485255e-08,1.3866766699071087e-12,6.5531375980999828e-20,3.6922707635293715e-11,6.3864038801014091e-22,1.2811493732922886e-14,9.5773655250171153e-18,3.9706872824710088e-07,1.9364714905567382e-23,1.0888045858551153e-22,2.6370239881903705e-10,4.3015690089341937e-17,0.001834780819901247,2.8091731991197186e-07,2.7533083077279105e-10,3.0474233048324819e-05,1.1054041616588582e-11,5.2529356407530433e-05,7.2499251446110052e-05,4.5001289591623582e-09,0.0075637322053124295,0.00049851106872328909,2.0036451347860801e-07,6.5968564249258203e-11,1.7232362782361651e-07,4.8521934576832509e-08,1.2527260687250119e-11
0.002799799259055636,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18284192524139811,0.052401507425701863,0.0088778974461407034,0.045139492037510456,0.08390124048272854,1.9542745307359303e-05,1.0377529615034831e-08,1.3866714046905186e-12,6.5551316003121493e-20,3.6907689913960663e-11,6.3868445985993852e-22,1.2815164455881667e-14,9.5760012009412182e-18,3.9708170741820013e-07,1.9374969444787446e-23,1.0889321956417987e-22,2.6361048080442353e-10,4.3021654557264074e-17,0.0018346613287649589,2.8081159092770768e-07,2.7531725537230542e-10,3.048286534296301e-05,1.1063565031083373e-11,5.2559554595914863e-05,7.2520152958005288e-05,4.498510094635563e-09,0.0075642634667044111,0.00049863077812577824,2.0047858392516814e-07,6.6003310059249334e-11,1.7233514628521575e-07,4.8523363969183579e-08,1.2530268386212781e-11
0.0028000916051361736,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18284133386166021,0.052398264202497859,0.0088712985602264795,0.045142683724992895,0.083907403905891159,1.9553943458685068e-05,1.0380056672583895e-08,1.3866661287008028e-12,6.5571278330206073e-20,3.6892668460390444e-11,6.3872850750049137e-22,1.281883915265506e-14,9.574636097404011e-18,3.9709467935580302e-07,1.9385237419800532e-23,1.0890598965321368e-22,2.6351852405533366e-10,4.3027618174942689e-17,0.0018345418447029244,2.8070583286564199e-07,2.7530368912199221e-10,3.0491507011707202e-05,1.1073104006267247e-11,5.2589793087096078e-05,7.2541075598168549e-05,4.4968906015626819e-09,0.0075647946776868907,0.00049875060831521239,2.0059281051622849e-07,6.6038101417408593e-11,1.7234666291317181e-07,4.85247924280095e-08,1.2533279119764869e-11
0.0028003839512167113,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18284074233328165,0.052395021202883703,0.0088647002778390639,0.045145874999340481,0.083913566877792709,1.9565156948994457e-05,1.0382586271381772e-08,1.3866608419478242e-12,6.5591262999682393e-20,3.6877643271857221e-11,6.3877253092886902e-22,1.2822517829544078e-14,9.5732702141875476e-18,3.9710764405881941e-07,1.9395518854639845e-23,1.0891876886605427e-22,2.6342652854640289e-10,4.3033580941892226e-17,0.0018344223677124231,2.8060004569827143e-07,2.7529013204255181e-10,3.0500158069392739e-05,1.1082658577116774e-11,5.2620071957646636e-05,7.2562019398881712e-05,4.4952704795633227e-09,0.0075653258382446893,0.00049887055944557667,2.0070719355335838e-07,6.6072938405374904e-11,1.7235817770631406e-07,4.8526219953112747e-08,1.2536292891769026e-11
0.002800676297297249,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18284015065600182,0.052391778426850735,0.0088581025991797263,0.04514906586030127,0.083919729398395287,1.9576385807962353e-05,1.0385118414683028e-08,1.3866555444414613e-12,6.5611270049061897e-20,3.6862614345631899e-11,6.3881653014214325e-22,1.2826200492863346e-14,9.5719035510736496e-18,3.9712060152615829e-07,1.9405813773393893e-23,1.0893155721616844e-22,2.6333449425226432e-10,4.3039542857626974e-17,0.001834302897790741,2.804942293933913e-07,2.7527658415412954e-10,3.0508818530895255e-05,1.1092228778316295e-11,5.2650391284316707e-05,7.2582984392503239e-05,4.4936497281796757e-09,0.00756585694836274,0.00049899063167110316,2.0082173333886562e-07,6.6107821104445156e-11,1.7236969066317803e-07,4.8527646544295645e-08,1.2539309706106312e-11
0.002800968643377787,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18283955882955941,0.052388535874390227,0.0088515055244503035,0.045152256307622804,0.083925891467660982,1.95876300653474e-05,1.0387653105748156e-08,1.3866502361916114e-12,6.563129951594909e-20,3.6847581678981784e-11,6.3886050513738832e-22,1.2829887148943334e-14,9.5705361078438857e-18,3.9713355175672846e-07,1.9416122200212832e-23,1.0894435471705164e-22,2.6324242114749575e-10,4.3045503921661107e-17,0.001834183434935152,2.8038838392347142e-07,2.7526304547758416e-10,3.0517488411120256e-05,1.1101814645063321e-11,5.2680751144077063e-05,7.2603970611458756e-05,4.4920283470314503e-09,0.0075663880080257817,0.00049911082514630402,2.0093643017593252e-07,6.6142749596675071e-11,1.7238120178260008e-07,4.8529072201360226e-08,1.254232956665216e-11
0.0028012609894583246,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18283896685369302,0.052385293545493504,0.0088449090538529982,0.045155446341052181,0.083932053085551669,1.9598889750964852e-05,1.0390190347841612e-08,1.386644917208183e-12,6.5651351438011226e-20,3.6832545269171673e-11,6.3890445591167987e-22,1.2833577804123502e-14,9.5691678842796474e-18,3.971464947494381e-07,1.9426444159289713e-23,1.0895716138221862e-22,2.6315030920666576e-10,4.3051464133508642e-17,0.0018340639791429325,2.8028250925705694e-07,2.7524951603330297e-10,3.0526167724995654e-05,1.1111416212306091e-11,5.2711151614043034e-05,7.2624978088222408e-05,4.4904063356738163e-09,0.0075669190172186459,0.00049923114002587787,2.010512843682982e-07,6.6177723963813436e-11,1.7239271106316043e-07,4.8530496924108457e-08,1.2545352477297166e-11
