Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HX(19),CH2X(134),CHX(26),HOX(23),H2X(36),CXHO(27),OCX(21),H2OX(35),COX(37),CX(24),CO2X(34),HO2X(136),HOCXO(25)
0.008567907207871803,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.003352914217242208,0.098311826171349315,0.0037769843413572855,0.00072661881054849285,0.0014213095853780994,0.0019149259374519328,0.00010675274867916827,2.5363756690884038e-13,2.9305529759022274e-14,2.2277910803901231e-13,0.0,1.0739583368008939e-13,5.8603894723412262e-22,6.1233387129009508e-15,8.7745119402421594e-17,1.6440615044624844e-17,7.4171540065569196e-18,7.296071727348839e-29,6.1121141309684665e-07,0.18861236820960198,1.9562518408878053e-11,7.5382266059184183e-05,8.5615440663666475e-12,2.0928986301228598e-06,2.6256253932137244e-07,1.1905226757320123e-08,3.6151245155285166e-13,0.00085208178605529505,8.8363797460127611e-09,6.6368920702686659e-10,1.1162943699417437e-08,4.5174392472243039e-09,1.3429381810037095e-10,9.4933651460837966e-16
0.008574774686121613,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.003352168644004839,0.09831128910952272,0.00377573324402113,0.00072706846815284287,0.0014221236074218092,0.0019151924131499696,0.00010678367476259984,2.5379669693350283e-13,2.9316949385966116e-14,2.228262456431289e-13,0.0,1.07399262984272e-13,5.8680370435433865e-22,6.1283588947558817e-15,8.7759274541061608e-17,1.6450278457518612e-17,7.4181146658011385e-18,7.3125511343375016e-29,6.1107216240896062e-07,0.18861306892281901,1.9561856429502993e-11,7.537062696537742e-05,8.5597747951054252e-12,2.0923234743924067e-06,2.6258137122753101e-07,1.190423577220779e-08,3.6149004012283587e-13,0.00085213897854254756,8.8394745437970806e-09,6.6373385212725607e-10,1.1161168692355757e-08,4.5192296542689602e-09,1.3433384425990189e-10,9.4970763777010581e-16
0.008581642164371423,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033514243716323833,0.098310752182706573,0.0037744831167421632,0.00072751791307197101,0.0014229374576814704,0.0019154587772786411,0.00010681458471035213,2.5395581615040728e-13,2.9328366537812729e-14,2.2287332575450637e-13,0.0,1.0740269396230638e-13,5.8756884674223656e-22,6.1333792653537114e-15,8.7773410245991393e-17,1.6459940942708262e-17,7.419074877627959e-18,7.3290542592737559e-29,6.1093315118045733e-07,0.18861376821668996,1.9561195401804142e-11,7.5359012548825051e-05,8.5580091708457448e-12,2.0917493518849874e-06,2.6260019331034185e-07,1.1903247977263337e-08,3.6146766362995622e-13,0.00085219626356300632,8.842569455620374e-09,6.6377856909481553e-10,1.1159398992101397e-08,4.5210192511991438e-09,1.3437383007344149e-10,9.5007862601866881e-16
0.008588509642621233,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033506813973044705,0.098310215390663272,0.0037732339577391414,0.00072796714551478191,0.0014237511363860726,0.0019157250301115678,0.00010684547856440109,2.5411492457549214e-13,2.9339781219612836e-14,2.2292034845399469e-13,0.0,1.0740612661525941e-13,5.8833437427655894e-22,6.1383998247279619e-15,8.778752654651289e-17,1.6469602501636948e-17,7.4200346430084319e-18,7.3455811164456279e-29,6.1079437889129262e-07,0.18861446609409896,1.9560535331371988e-11,7.5347422759069988e-05,8.5562471823206147e-12,2.0911762602597086e-06,2.626190055913308e-07,1.1902263366557795e-08,3.6144532191912685e-13,0.00085225364110624792,8.8456644820604171e-09,6.638233579220686e-10,1.1157634588959064e-08,4.5228080396388103e-09,1.3441377559410311e-10,9.5044947184856753e-16
0.008595377120871044,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033499397182092292,0.09830967873315577,0.0037719857652356698,0.00072841616568995716,0.0014245646437641419,0.0019159911719216867,0.00010687635636660479,2.5427402222466615e-13,2.9351193436406299e-14,2.2296731382297456e-13,0.0,1.0740956094419086e-13,5.8910028683616046e-22,6.1434205729122542e-15,8.7801623471674448e-17,1.6479263135744962e-17,7.4209939629026764e-18,7.3621317201365247e-29,6.1065584502299129e-07,0.18861516255792157,1.9559876225471267e-11,7.5335857545804965e-05,8.5544888175435108e-12,2.0906041971834993e-06,2.6263780809149355e-07,1.1901281934179421e-08,3.6142301481940016e-13,0.00085231111116164751,8.8487596236938473e-09,6.6386821860138238e-10,1.1155875473277602e-08,4.5245960212083768e-09,1.344536808748168e-10,9.5082016592211342e-16
0.008602244599120854,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033491993315432609,0.098309142209947534,0.0037707385374601754,0.00072886497380595446,0.0014253779800437456,0.0019162572029812499,0.00010690721815870379,2.5443310911380185e-13,2.9362603193222163e-14,2.2301422194231623e-13,0.0,1.0741299695015313e-13,5.8986658430000771e-22,6.148441509940138e-15,8.7815701050558399e-17,1.6488922846469719e-17,7.421952838274579e-18,7.3787060846252539e-29,6.1051754905863601e-07,0.18861585761102509,1.9559218069527913e-11,7.5324316858867878e-05,8.55273407430605e-12,2.0900331603303576e-06,2.6265660083519757e-07,1.1900303674233402e-08,3.6140074241520133e-13,0.00085236867371838224,8.8518548810953931e-09,6.6391315112493421e-10,1.1154121635315964e-08,4.5263831975243651e-09,1.3449354596845018e-10,9.5119072171563407e-16
0.008609112077370664,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033484602345116091,0.098308605820802572,0.0037694922726459008,0.00072931357007100677,0.0014261911454524897,0.0019165231235618286,0.00010693806398232139,2.5459218525873588e-13,2.9374010495078675e-14,2.2306107289246679e-13,0.0,1.0741643463419135e-13,5.9063326654717891e-22,6.1534626358451184e-15,8.7829759312252335e-17,1.6498581635245769e-17,7.4229112700889226e-18,7.3953042241860079e-29,6.1037949048286748e-07,0.18861655125626836,1.9558560864019541e-11,7.5312800648247042e-05,8.5509829437039883e-12,2.0894631473813778e-06,2.6267538384458603e-07,1.1899328580842284e-08,3.6137850461224627e-13,0.00085242632876543229,8.8549502548391675e-09,6.6395815548476982e-10,1.1152373065432265e-08,4.5281695702000876e-09,1.3453337092780658e-10,9.5156113706956674e-16
0.008615979555620474,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033477224243277136,0.098308069565485448,0.0037682469690308753,0.00072976195469312316,0.0014270041402175237,0.0019167889339343166,0.00010696889387896429,2.5475125067527237e-13,2.9385415346983366e-14,2.2310786675389739e-13,0.0,1.0741987399734347e-13,5.914003334568638e-22,6.1584839506607119e-15,8.7843798285731243e-17,1.6508239503504784e-17,7.4238692593008929e-18,7.4119261530883725e-29,6.102416687818768e-07,0.18861724349650177,1.9557904611707808e-11,7.5301308864078806e-05,8.5492354158408078e-12,2.088894156025026e-06,2.6269415714111921e-07,1.1898356648145672e-08,3.6135630129303518e-13,0.00085248407629158127,8.8580457454981253e-09,6.6400323167278109e-10,1.1150629754032316e-08,4.5299551408453395e-09,1.3457315580554945e-10,9.5193140735793267e-16
0.008622847033870285,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033469858982133876,0.098307533443761183,0.0037670026248579022,0.00073021012788008924,0.0014278169645655411,0.0019170546343689309,0.00010699970789002281,2.5491030537918207e-13,2.9396817753933065e-14,2.2315460360706191e-13,0.0,1.0742331504064025e-13,5.9216778490836319e-22,6.1635054544204403e-15,8.7857817999869439e-17,1.6517896452675636e-17,7.4248268068644248e-18,7.4285718855973285e-29,6.1010408344339579e-07,0.1886179343345675,1.9557249307750744e-11,7.5289841456645292e-05,8.5474914842423241e-12,2.0883261839570928e-06,2.6271292074753379e-07,1.189738787030009e-08,3.6133413242788984e-13,0.00085254191628541848,8.861141353643845e-09,6.64048379680696e-10,1.1148891691504669e-08,4.5317399110663178e-09,1.3461290065422842e-10,9.523015359378172e-16
0.008629714512120095,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033462506533987889,0.098306997455395381,0.0037657592383745471,0.00073065808983946564,0.0014286296187227781,0.0019173202251352153,0.0001070305060567713,2.5506934938620116e-13,2.9408217720913851e-14,2.2320128353206149e-13,0.0,1.0742675776510545e-13,5.929356207810894e-22,6.1685271471577884e-15,8.787181848352936e-17,1.6527552484184319e-17,7.4257839137349488e-18,7.4452414359732501e-29,6.0996673395669651e-07,0.18861862377329933,1.9556594948585724e-11,7.5278398376375257e-05,8.5457511418886769e-12,2.0877592288804315e-06,2.6273167468639178e-07,1.1896422241479051e-08,3.6131199797144471e-13,0.00085259984873534004,8.8642370798468184e-09,6.6409359950009333e-10,1.1147158868268749e-08,4.5335238824657735e-09,1.3465260552632181e-10,9.5267152486127376e-16
0.008636581990369905,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.003345516687122387,0.098306461600154119,0.0037645168078331162,0.0007311058407785888,0.0014294421029150178,0.0019175857065020405,0.00010706128842036838,2.5522838271203294e-13,2.9419615252901204e-14,2.2324790660895813e-13,0.0,1.0743020217175567e-13,5.9370384095456546e-22,6.1735490289062472e-15,8.7885799765477164e-17,1.6537207599454015e-17,7.4267405808623999e-18,7.4619348184719257e-29,6.0982961981258374e-07,0.1886193118155228,1.9555941535419271e-11,7.5266979573844302e-05,8.5440143796568638e-12,2.0871932885051449e-06,2.6275041897923862e-07,1.1895459755873001e-08,3.6128989782472498e-13,0.00085265787362954982,8.8673329246764979e-09,6.6413889112240547e-10,1.1145431274800383e-08,4.5353070566430362e-09,1.3469227047419577e-10,9.530413711504459e-16
0.008643449468619715,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033447839966309276,0.098305925877804068,0.0037632753314906409,0.0007315533809045719,0.0014302544173675899,0.0019178510787376092,0.00010709205502185743,2.5538740537234729e-13,2.9431010354859942e-14,2.2329447291769295e-13,0.0,1.0743364826160053e-13,5.9447244530842479e-22,6.1785710996993039e-15,8.7899761874406976e-17,1.6546861799905098e-17,7.4276968091929675e-18,7.4786520473445416e-29,6.0969274050338754e-07,0.18861999846405522,1.9555289065249509e-11,7.5255584999772836e-05,8.5422811903301057e-12,2.0866283605485017e-06,2.6276915364830368e-07,1.1894500407689166e-08,3.6126783193757641e-13,0.00085271599095606047,8.8704288887010739e-09,6.6418425453890803e-10,1.1143708901578416e-08,4.5370894351939078e-09,1.3473189555010675e-10,9.5341107624684027e-16
0.008650316946869525,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033440525791794077,0.098305390288112346,0.00376203480760886,0.00073200071042430251,0.0014310665623053728,0.0019181163421094563,0.00010712280590216692,2.5554641738277971e-13,2.944240303174437e-14,2.2334098253785253e-13,0.0,1.0743709603564259e-13,5.9524143372241188e-22,6.1835933595704054e-15,8.7913704839002506e-17,1.655651508695509e-17,7.4286525996736297e-18,7.4953931368377e-29,6.0955609552295934e-07,0.18862068372170568,1.955463753415425e-11,7.5244214605025753e-05,8.5405515671279916e-12,2.0860644427347441e-06,2.6278787871605674e-07,1.1893544191151542e-08,3.6124580026949579e-13,0.00085277420070269637,8.873524972487597e-09,6.6422968974072681e-10,1.1141991739099913e-08,4.5388710197107391e-09,1.3477148080623275e-10,9.5378064259660605e-16
0.008664051903369144,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033425935524571374,0.098304319505775103,0.0037595566102977388,0.00073289473847143764,0.0014326903445338352,0.0019186465433288086,0.00010718426066239085,2.5586440951637766e-13,2.9465181130054571e-14,2.2343383203058039e-13,0.0,1.0744399664029391e-13,5.9678056225029756e-22,6.1936384466805574e-15,8.7941533449457295e-17,1.6575818926507995e-17,7.4305628708532092e-18,7.5289469546491056e-29,6.0928350653136709e-07,0.18862205007555624,1.9553337287655852e-11,7.5221546157687317e-05,8.5371029857833795e-12,2.0849396284685828e-06,2.6282530013422579e-07,1.1891641129994288e-08,3.6120183927024564e-13,0.00085289089740670258,8.8797175016091294e-09,6.6432077546408935e-10,1.1138573008579986e-08,4.5424318129945001e-09,1.3485053206728365e-10,9.5451935389903485e-16
0.008676413364218802,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033412847548334825,0.098303356253037766,0.0037573294727908427,0.00073369864551138411,0.0014341511710456477,0.0019191233547826343,0.00010723951658841651,2.5615056617019891e-13,2.9485673174265122e-14,2.2351720349516276e-13,0.0,1.0745021295435021e-13,5.9816709020688097e-22,6.2026796720620383e-15,8.79665140114891e-17,1.6593189272437378e-17,7.43228062690118e-18,7.5592271368295903e-29,6.0903897279655585e-07,0.18862327506521925,1.9552170263006029e-11,7.5201226758400455e-05,8.5340113801051841e-12,2.0839307276324531e-06,2.6285894679288356e-07,1.1889939027579101e-08,3.6116239071971659e-13,0.00085299624039115486,8.8852911930701157e-09,6.6440299802887629e-10,1.1135513877215821e-08,4.5456338272575936e-09,1.3492154253986262e-10,9.5518371781814267e-16
0.00868877482506846,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033399800395424949,0.098302393426515727,0.0037551053944365549,0.00073450187339434104,0.0014356114518063367,0.0019195998176484573,0.00010729472220913225,2.564366885600555e-13,2.9506157437803094e-14,2.2360039252058724e-13,0.0,1.0745643474048105e-13,5.9955486065309134e-22,6.2117215105762026e-15,8.7991432988782594e-17,1.6610556680865105e-17,7.433996978903592e-18,7.5895848487741616e-29,6.087951904842099e-07,0.18862449559173955,1.9551006254641014e-11,7.51809849425471e-05,8.5309312089183315e-12,2.0829250645895678e-06,2.6289256268248316e-07,1.1888246982629275e-08,3.6112305203197687e-13,0.00085310188261893312,8.8908652813272746e-09,6.6448545303339016e-10,1.1132471482287179e-08,4.548833293457724e-09,1.3499242480308321e-10,9.5584763372849622e-16
0.008701136285918117,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033386793908694382,0.098301431024869629,0.0037528843652653967,0.00073530442331876437,0.0014370711881112209,0.0019200759334627149,0.00010734987775912773,2.5672277677594044e-13,2.952663394918316e-14,2.236833995658693e-13,0.0,1.0746266200428501e-13,6.009438728915675e-22,6.2207639624177733e-15,8.8016290546241558e-17,1.6627921159957586e-17,7.4357119322838732e-18,7.6200201734033189e-29,6.0855215669670246e-07,0.18862571167120698,1.9549845253977365e-11,7.5160820428743001e-05,8.5278624272290948e-12,2.0819226263215249e-06,2.6292614792890793e-07,1.1886564962057738e-08,3.6108382281890764e-13,0.00085320782401234895,8.8964397696472926e-09,6.6456814042062206e-10,1.1129445769403378e-08,4.5520302207578366e-09,1.3506317915758295e-10,9.5651110095231746e-16
0.008713497746767775,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033373827931836848,0.098300469046765385,0.0037506663753559947,0.00073610629648075199,0.0014385303812509767,0.0019205517037550197,0.00010740498347181678,2.5700883090750448e-13,2.9547102736811404e-14,2.2376622508836247e-13,0.0,1.0746889475129015e-13,6.0233412622609384e-22,6.2298070277813586e-15,8.8041086848130841e-17,1.6645282717852335e-17,7.4374254924418336e-18,7.6505331935895988e-29,6.083098685519152e-07,0.18862692331962733,1.9548687248071266e-11,7.5140732937081621e-05,8.5248049922586249e-12,2.0809233998823531e-06,2.6295970265828208e-07,1.1884892932948573e-08,3.6104470274478942e-13,0.00085331406449182896,8.9020146612849668e-09,6.6465106013206418e-10,1.1126436684418887e-08,4.5552246182851374e-09,1.3513380590298825e-10,9.5717412345063298e-16
0.008725859207617433,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033360902309381543,0.098299507490874266,0.0037484514148347827,0.00073690749407404499,0.0014399890325116592,0.0019210271300481991,0.00010746003957944448,2.572948510440559e-13,2.9567563828985953e-14,2.238488695436127e-13,0.0,1.0747513298695461e-13,6.0372561996159549e-22,6.2388507068614395e-15,8.8065822058123762e-17,1.6662641362658081e-17,7.4391376647514586e-18,7.6811239921576305e-29,6.0806832318313268e-07,0.18862813055292318,1.9547532224640486e-11,7.5120722189125165e-05,8.5217588611962571e-12,2.0799273723978886e-06,2.6299322699604262e-07,1.1883230862555979e-08,3.6100569146848358e-13,0.000853420603975937,8.907589959483401e-09,6.6473421210773559e-10,1.1123444173458943e-08,4.5584164951313346e-09,1.3520430533791011e-10,9.578367045462618e-16
0.00873822066846709,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033348016886687497,0.098298546355872735,0.0037462394738756945,0.00073770801729002467,0.0014414471431747251,0.0019215022138583387,0.00010751504631309353,2.5758083727456418e-13,2.9588017253897514e-14,2.2393133338553432e-13,0.0,1.0748137671666706e-13,6.0511835340413563e-22,6.2478949998523794e-15,8.809049633926235e-17,1.6679997102454965e-17,7.4408484545599832e-18,7.7117926518841792e-29,6.0782751773894128e-07,0.18862933338693461,1.9546380174806664e-11,7.5100787907895499e-05,8.5187239899728715e-12,2.0789345310653898e-06,2.6302672106636446e-07,1.1881578718303287e-08,3.6096678861235758e-13,0.00085352744238139863,8.9131656674743451e-09,6.6481759628621325e-10,1.1120468182934184e-08,4.5616058603529643e-09,1.3527467775992439e-10,9.5849884402809507e-16
0.008750582129316748,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033335171509938717,0.098297585640442553,0.0037440305426999121,0.00073850786731771462,0.0014429047145170541,0.0019219769566948151,0.00010757000390268867,2.5786678968766069e-13,2.9608463039629884e-14,2.2401361706641842e-13,0.0,1.0748762594574732e-13,6.0651232586091201e-22,6.2569399069484362e-15,8.8115109853960925e-17,1.6697349945294633e-17,7.4425578671903575e-18,7.7425392554982e-29,6.0758744938313758e-07,0.18863053183741929,1.9545231086823765e-11,7.5080929817864813e-05,8.5157003360623067e-12,2.0779448631531027e-06,2.6306018499338505e-07,1.1879936467782039e-08,3.6092799383406163e-13,0.00085363457962312113,8.9187417884782582e-09,6.6490121260464034e-10,1.1117508659504387e-08,4.5647927229715326e-09,1.3534492346558525e-10,9.5916054475223604e-16
0.008762943590166406,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033322366026137208,0.09829662534327073,0.003741824611575482,0.00073930704534377954,0.0014443617478109739,0.0019224513600603502,0.00010762491257700729,2.5815270837164074e-13,2.9628901214160733e-14,2.2409572103686616e-13,0.0,1.0749388067944737e-13,6.0790753664025286e-22,6.2659854283437367e-15,8.813966276403034e-17,1.6714699899200425e-17,7.4442659079417391e-18,7.7733638856808954e-29,6.0734811529460032e-07,0.18863172592005339,1.9544084948329356e-11,7.5061147644943789e-05,8.512687857472251e-12,2.0769583559995815e-06,2.6309361890081647e-07,1.1878304078750349e-08,3.6088930680043593e-13,0.00085374201561422205,8.9243183257037606e-09,6.6498506099872196e-10,1.1114565550087949e-08,4.5679770919733132e-09,1.354150427504532e-10,9.5982181028003729e-16
0.008775305051016064,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033309600283098033,0.098295665463049381,0.0037396216708170632,0.00074010555255252469,0.0014458182443242841,0.001922925425451042,0.00010767977256368494,2.5843859341446593e-13,2.9649331805362051e-14,2.2417764574593652e-13,0.0,1.0750014092295201e-13,6.0930398505161337e-22,6.2750315642323187e-15,8.8164155230640548e-17,1.6732046972167511e-17,7.4459725820868357e-18,7.8042666250657717e-29,6.0710951266720041e-07,0.18863291565043216,1.9542941751426012e-11,7.5041441116474161e-05,8.5096865104721242e-12,2.0759749970133551e-06,2.6312702291092019e-07,1.1876681519132185e-08,3.6085072712954916e-13,0.00085384975026604791,8.9298952823482909e-09,6.6506914140277595e-10,1.1111638801889148e-08,4.5711589763098503e-09,1.3548503590907772e-10,9.6048263952254795e-16
0.008787666511865721,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033296874129443753,0.09829470599847584,0.0037374217107856151,0.00074090339012589654,0.0014472742053202746,0.0019233991543564093,0.00010773458408922326,2.5872444490376668e-13,2.9669754841000763e-14,2.2425939164114208e-13,0.0,1.075064066813789e-13,6.1070167040557201e-22,6.2840783148081203e-15,8.8188587414328182e-17,1.6749391172163029e-17,7.4476778948733212e-18,7.8352475562387028e-29,6.0687163870969565e-07,0.18863410104407013,1.9541801484751724e-11,7.5021809961217439e-05,8.5066962531360654e-12,2.0749947736724265e-06,2.6316039714601349e-07,1.1875068757016349e-08,3.6081225448175674e-13,0.00085395778348819741,8.9354726615982745e-09,6.6515345374976015e-10,1.1108728362353961e-08,4.5743383848981988e-09,1.3555490323499581e-10,9.6114303507950428e-16
0.008800027972715379,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033284187414599747,0.098293746948252506,0.0037352247218881613,0.00074170055924348288,0.0014487296320577479,0.0019238725482594247,0.00010778934737899358,2.5901026292684037e-13,2.969017034873923e-14,2.2434095916809275e-13,0.0,1.0751267795977925e-13,6.1210059201382851e-22,6.2931256802649308e-15,8.8212959475096654e-17,1.6766732507126214e-17,7.4493818515281124e-18,7.8663067617379606e-29,6.0663449064564558e-07,0.18863528211640199,1.9540664132348449e-11,7.5002253909346684e-05,8.5037170458455403e-12,2.0740176735236019e-06,2.6319374172882424e-07,1.1873465760655296e-08,3.60773888571872e-13,0.00085406611518854165,8.9410504666285083e-09,6.6523799797123745e-10,1.1105834179160182e-08,4.5775153266206514e-09,1.356246450207755e-10,9.6180300445269168e-16
0.008812389433565037,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033271539988788414,0.098292788311086968,0.0037330306945774663,0.00074249706108251237,0.0014501845257910402,0.0019243456086365542,0.00010784406265724351,2.5929604757065597e-13,2.9710578356135873e-14,2.2442234877084895e-13,0.0,1.0751895476313879e-13,6.1350074918919903e-22,6.3021736607964408e-15,8.8237271572327164e-17,1.6784070984968533e-17,7.4510844572515962e-18,7.8974443240542763e-29,6.0639806571330825e-07,0.1886364588827828,1.9539529688705144e-11,7.4982772692439785e-05,8.5007488445636953e-12,2.0730436841822133e-06,2.6322705677949226e-07,1.1871872498464173e-08,3.6073562899722074e-13,0.00085417474527324879,8.9466287006026736e-09,6.6532277399741914e-10,1.110295620029857e-08,4.5806898103251374e-09,1.3569426155798701e-10,9.624625441984905e-16
0.008824750894414694,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033258931703023988,0.098291830085691839,0.0037308396193517701,0.00074329289681785413,0.0014516388877700451,0.0019248183369577989,0.00010789873014710423,2.595817989218587e-13,2.9730978890645593e-14,2.2450356089239837e-13,0.0,1.075252370963789e-13,6.1490214124561334e-22,6.3112222565963133e-15,8.8261523864656335e-17,1.6801406613573856e-17,7.4527857172141471e-18,7.9286603256309117e-29,6.0616236116554016e-07,0.18863763135848874,1.953839814786838e-11,7.4963366043468479e-05,8.4977916057042209e-12,2.0720727933319695e-06,2.6326034241748656e-07,1.1870288939020193e-08,3.606974753635718e-13,0.00085428367364680322,8.9522073666743784e-09,6.6540778175723759e-10,1.1100094374016044e-08,4.5838618448259907e-09,1.357637531371521e-10,9.6312165135493276e-16
0.008837112355264352,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.003324636240910693,0.098290872270784799,0.0037286514867544765,0.00074408806762201948,0.0014530927192402334,0.0019252907346867334,0.00010795335007059834,2.5986751706676456e-13,2.9751371979620566e-14,2.2458459597356904e-13,0.0,1.0753152496435642e-13,6.1630476749811127e-22,6.3202714678580306e-15,8.8285716510272597e-17,1.6818739400798572e-17,7.4544856365714472e-18,7.9599548488636861e-29,6.0592737426968849e-07,0.18863879955871751,1.9537269486298337e-11,7.4944033696784857e-05,8.4948452937903358e-12,2.0711049887237183e-06,2.6329359876535335e-07,1.1868715051060885e-08,3.606594274793796e-13,0.00085439290021202953,8.9577864679854249e-09,6.6549302117827035e-10,1.1097248648715302e-08,4.5870314389030653e-09,1.3583312004788014e-10,9.637803415563486e-16
0.00884947381611401,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033233831959618809,0.098289914865088493,0.0037264662873738867,0.00074488257466516082,0.0014545460214426781,0.0019257628032805442,0.00010800792264864536,2.6015320209136289e-13,2.9771757650310634e-14,2.2466545445309274e-13,0.0,1.0753781837186409e-13,6.1770862726283919e-22,6.329321294774885e-15,8.8309849666900267e-17,1.6836069354471684e-17,7.4561842204593647e-18,7.9913279761010474e-29,6.0569310230751028e-07,0.18863996349858883,1.9536143696212564e-11,7.4924775388118922e-05,8.4919098665443266e-12,2.0701402581750292e-06,2.6332682594222964e-07,1.1867150803482983e-08,3.606214849735474e-13,0.00085450242487011233,8.9633660076658101e-09,6.655784921867482e-10,1.1094418973131724e-08,4.5901986013017289e-09,1.3590236257886438e-10,9.6443861393392687e-16
0.008861835276963667,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033221340207917017,0.09828895786733062,0.0037242840118429095,0.00074567641911507242,0.0014559987956140716,0.0019262345441900669,0.00010806244810106807,2.6043885408133115e-13,2.9792135929863859e-14,2.247461367697304e-13,0.0,1.0754411732363209e-13,6.1911371985704656e-22,6.338371737540324e-15,8.8333923491239997e-17,1.6853396482395102e-17,7.4578814739678212e-18,8.0227797896441275e-29,6.0545954257506925e-07,0.18864112319314516,1.9535020787391162e-11,7.4905590854571028e-05,8.488985274086582e-12,2.0691785895711655e-06,2.6336002406259185e-07,1.1865596165342574e-08,3.6058364727948824e-13,0.00085461224752061743,8.9689459888367395e-09,6.6566419470773975e-10,1.1091605296355407e-08,4.5933633407348684e-09,1.3597148101762349e-10,9.6509644906420793e-16
0.008874196737813325,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033208887008129807,0.098288001276243847,0.0037221046508388012,0.00074646960213719062,0.0014574510429867479,0.0019267059588598244,0.00010811692664659875,2.6072447312202342e-13,2.9812506845327125e-14,2.2482664336023422e-13,0.0,1.0755042182432802e-13,6.2052004459908275e-22,6.3474227963476304e-15,8.8357938139523209e-17,1.6870720792343631e-17,7.4595774021741705e-18,8.0543103717468012e-29,6.0522669238262595e-07,0.18864227865735186,1.9533900727434885e-11,7.4886479834590573e-05,8.4860714856417441e-12,2.0682199708632479e-06,2.6339319324885009e-07,1.1864051105853369e-08,3.6054591431509475e-13,0.00085472236806151251,8.9745264146083758e-09,6.6575012866503064e-10,1.1088807567498141e-08,4.5965256658817477e-09,1.3604047565075935e-10,9.6575387201841388e-16
0.008886558198662983,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0033196472215151172,0.098287045090565711,0.0037199281950828799,0.0007472621248945944,0.0014589027647887063,0.0019271770487280637,0.00010817135850288588,2.6101005929845838e-13,2.9832870423646729e-14,2.2490697465701191e-13,0.0,1.0755673187855652e-13,6.2192760080839369e-22,6.3564744713895616e-15,8.8381893768129611e-17,1.6888042292065017e-17,7.4612720101674467e-18,8.0859198046157035e-29,6.0499454905456899e-07,0.18864342990609798,1.9532783488850769e-11,7.4867442067974986e-05,8.4831684684725567e-12,2.0672643900662065e-06,2.6342633362315601e-07,1.1862515594384328e-08,3.6050828593784444e-13,0.00085483278638919013,8.9801072880768725e-09,6.6583629398097458e-10,1.1086025735926531e-08,4.5996855853861237e-09,1.3610934676427035e-10,9.6641090295581694e-16
0.00889891965951264,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.003318409568463548,0.098286089309038746,0.0037177546353402589,0.00074805398854800706,0.0014603539622436293,0.0019276478152267925,0.0001082257438865001,2.6129561269535775e-13,2.9853226691668742e-14,2.2498713109425229e-13,0.0,1.0756304749086187e-13,6.2333638780551874e-22,6.3655267628592908e-15,8.8405790531956725e-17,1.6905360989280368e-17,7.4629653029608778e-18,8.1176081704103043e-29,6.0476310992932731e-07,0.18864457695419667,1.953166911425797e-11,7.4848477295877083e-05,8.4802761587368372e-12,2.0663118352624877e-06,2.6345944529163736e-07,1.1860989600461171e-08,3.6047076121252752e-13,0.00085494350239848332,8.9856886123310231e-09,6.6592269057688631e-10,1.10832597516485e-08,4.6028431078603743e-09,1.3617809464276885e-10,9.6706748796961581e-16
