Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),H2OX(23),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),CO2X(24),COX(58)
3.376900509243175e-06,0.09977366400000001,0.80000000000000004,0.0,0.18722182566888121,0.092455086390270461,0.042753852555716412,0.00059994230944255481,0.0096630520352640782,1.9774273882982045e-08,0.0042189185120953144,1.5202387966461453e-10,8.4611826801546386e-10,6.4736078941095328e-07,1.2336281242029407e-16,8.0290268902924304e-10,9.5051510102382632e-13,1.7679616723566655e-07,7.1537987067098609e-14,1.5917018652775952e-17,8.2149999963868263e-07,2.3240747885978016e-13,0.0027119952875558555,0.099394928518383593,3.32062946526003e-08,1.0491253083741636e-06,3.1186585542275022e-07,2.829429400168939e-07,7.3260109678550794e-13,6.9235589423610673e-11,4.9929612973325116e-08,1.3145744764182129e-05,2.0852189607915315e-09,1.1552162243150563e-09
3.379589517428071e-06,0.09977366400000001,0.80000000000000004,0.0,0.18720062234962018,0.092450578649583504,0.042735031923835369,0.00060110155514015633,0.00967294966388536,1.9766014453518434e-08,0.0042226982491840046,1.5224838153869352e-10,8.4702011439435038e-10,6.4758185590593973e-07,1.2373931624915332e-16,8.0386897300659928e-10,9.5202716026472929e-13,1.7701510398414024e-07,7.1677889170521825e-14,1.5947413957908217e-17,8.2165289690094143e-07,2.3302399396254032e-13,0.0027115536476163301,0.099416563227676058,3.3211340877418859e-08,1.0492110101732326e-06,3.1214310719695621e-07,2.8287341282226854e-07,7.3269098444650785e-13,6.9229894118072077e-11,4.9921513539103843e-08,1.3155701266320131e-05,2.0873533206795125e-09,1.1561202374085118e-09
3.3822785256129674e-06,0.09977366400000001,0.80000000000000004,0.0,0.18717945272062445,0.092446070136745814,0.042716227421202187,0.00060226190786327066,0.0096828478397242169,1.9757774863170912e-08,0.0042264771557861151,1.52472974565281e-10,8.4792187648210901e-10,6.4780262367630864e-07,1.2411654729724893e-16,8.0483531537898086e-10,9.5353970816775042e-13,1.7723409133088892e-07,7.1817902488638282e-14,1.5977840586774266e-17,8.2180561966594457e-07,2.3364148947261155e-13,0.0027111125064288831,0.099438163750819944,3.3216375302091986e-08,1.0492965969222893e-06,3.1242035860048677e-07,2.8280402451840026e-07,7.3278063635337641e-13,6.9224205990565546e-11,4.991342325653538e-08,1.3165654879299733e-05,2.0894874988419567e-09,1.1570239969788207e-09
3.3849675337978636e-06,0.09977366400000001,0.80000000000000004,0.0,0.18715831673262981,0.092441560853628452,0.042697439024667654,0.0006034233673447067,0.0096927465604961602,1.9749555057686066e-08,0.0042302552310253009,1.5269765859304257e-10,8.4882355393119806e-10,6.4802309308831737e-07,1.2449450599206347e-16,8.0580171537150846e-10,9.5505274298042236e-13,1.7745312917923316e-07,7.1958026903099897e-14,1.6008298540960031e-17,8.2195816824267346e-07,2.3425996570671598e-13,0.0027106718632644066,0.099459730137807206,3.3221397946693998e-08,1.0493820688785985e-06,3.1269760964789587e-07,2.8273477482407761e-07,7.3287005293345257e-13,6.9218525019183497e-11,4.9905342112288589e-08,1.3175605604385274e-05,2.0916214947096298e-09,1.1579275031176909e-09
3.38765654198276e-06,0.09977366400000001,0.80000000000000004,0.0,0.187137214336484,0.09243705080209795,0.042678666711134822,0.000604585933316906,0.009702645823922728,1.9741354983036258e-08,0.0042340324740285894,1.529224334708142e-10,8.4972514639514061e-10,6.4824326450741934e-07,1.2487319275978492e-16,8.0676817221078889e-10,9.5656626295205693e-13,1.7767221743266819e-07,7.2098262295529851e-14,1.6038787822035936e-17,8.2211054293919463e-07,2.3487942298025186e-13,0.0027102317173953983,0.099481262438516474,3.3226408829820153e-08,1.0494674262983954e-06,3.1297486035359256e-07,2.8266566345951365e-07,7.3295923460424273e-13,6.9212851184455574e-11,4.9897270093049058e-08,1.3185553442843568e-05,2.0937553077146977e-09,1.1588307559163215e-09
3.390345550167656e-06,0.09977366400000001,0.80000000000000004,0.0,0.18711614548312566,0.092432539984017043,0.042659910457549452,0.00060574960551201221,0.0097125456277303308,1.9733174585377248e-08,0.0042378088839257486,1.5314729904757093e-10,8.5062665352832573e-10,6.4846313829841534e-07,1.252526080255424e-16,8.0773468512464066e-10,9.5808026633342238e-13,1.7789135599483086e-07,7.223860854752835e-14,1.6069308431559745e-17,8.2226274406283101e-07,2.3549986160753672e-13,0.0027097920680956614,0.099502760702733992,3.323140797039539e-08,1.0495526694365796e-06,3.1325211073205326e-07,2.8259669014535616e-07,7.330481817835373e-13,6.9207184465451909e-11,4.9889207185439633e-08,1.3195498395940346e-05,2.0958889372909534e-09,1.1597337554662525e-09
3.3930345583525522e-06,0.09977366400000001,0.80000000000000004,0.0,0.18709511012357957,0.092428028401244922,0.042641170240897731,0.00060691438366188683,0.0097224459696500336,1.9725013811038302e-08,0.0042415844598491471,1.5337225517241972e-10,8.5152807498596457e-10,6.4868271482548624e-07,1.2563275221345806e-16,8.0870125334203683e-10,9.5959475137667115e-13,1.7811054476949321e-07,7.2379065540674221e-14,1.6099860371077208e-17,8.2241477192019919e-07,2.3612128190186032e-13,0.0027093529146402394,0.099524224980158602,3.3236395387361479e-08,1.0496377985477671e-06,3.1352936079776357e-07,2.8252785460313158e-07,7.3313689488931403e-13,6.9201524841436881e-11,4.9881153376174638e-08,1.320544046494187e-05,2.0980223828743989e-09,1.1606365018590543e-09
3.3957235665374484e-06,0.09977366400000001,0.80000000000000004,0.0,0.18707410820896192,0.092423516055636978,0.042622446038208479,0.00060808026749809355,0.0097323468474177846,1.9716872606531626e-08,0.0042453592009339012,1.535973016946074e-10,8.5242941042413384e-10,6.4890199445216141e-07,1.2601362574658981e-16,8.0966787609317336e-10,9.6110971633542341e-13,1.7832978366056925e-07,7.2519633156523824e-14,1.6130443642121327e-17,8.2256662681717168e-07,2.3674368417542775e-13,0.0027089142563054883,0.099545655320396623,3.3241371099597147e-08,1.049722813885759e-06,3.138066105652233e-07,2.8245915655509776e-07,7.3322537433817499e-13,6.919587229170859e-11,4.9873108651966667e-08,1.3215379651114987e-05,2.1001556439030053e-09,1.1615389951863939e-09
3.4011015829072404e-06,0.09977366400000001,0.80000000000000004,0.0,0.18703220451945857,0.092414489083315565,0.042585045583059068,0.00061041535115418483,0.00975215020146716,1.9700648694031992e-08,0.0042529061751424629,1.5404766532872808e-10,8.5423182187096756e-10,6.4933966445497715e-07,1.2677756253507185e-16,8.1160128212394451e-10,9.6414107902171173e-13,1.7876841140837421e-07,7.2801099782442847e-14,1.6191704184853977e-17,8.2286981894947903e-07,2.3799143590334745e-13,0.0027080384221103717,0.099588414387248622,3.3251287485227092e-08,1.0498925042535814e-06,3.1436110926356025e-07,2.8232217183454894e-07,7.3340163392728912e-13,6.9184588332670496e-11,4.9857046405713319e-08,1.3235249380048695e-05,2.1044216100573273e-09,1.1633432230122373e-09
3.4064795992770324e-06,0.09977366400000001,0.80000000000000004,0.0,0.1869904340254443,0.092405459081817784,0.042547708909222548,0.00061275485432660249,0.0097719556718681433,1.9684502423783399e-08,0.0042604497996895615,1.5449838874682969e-10,8.5603388513552427e-10,6.4977615120147399e-07,1.2754442175314926e-16,8.1353489708408525e-10,9.6717434045196758e-13,1.7920723847253209e-07,7.3083007477278314e-14,1.6253090071755466e-17,8.2317232289122105e-07,2.392431192662246e-13,0.0027071645597485164,0.099631038298212876,3.326115727760449e-08,1.0500617425557697e-06,3.1491560694365967e-07,2.8218573377732192e-07,7.335769638660225e-13,6.9173332424199896e-11,4.984102034091238e-08,1.3255107592895408e-05,2.1086868312969475e-09,1.165146439680252e-09
3.4118576156468244e-06,0.09977366400000001,0.80000000000000004,0.0,0.18694879633926223,0.092396426065846263,0.042510435834529875,0.0006150987748567389,0.0097917632406917202,1.9668433374713605e-08,0.0042679900677588785,1.5494947074814633e-10,8.578355974988986e-10,6.5021145757542155e-07,1.2831420674512957e-16,8.1546871486113141e-10,9.7020948671048586e-13,1.7964626408970055e-07,7.3365355292667337e-14,1.6314601314610528e-17,8.2347414106152576e-07,2.4049873672083743e-13,0.0027062926634799302,0.099673527446676166,3.3270980626440985e-08,1.0502305307965205e-06,3.1547010372259535e-07,2.8204984018939394e-07,7.3375136745483354e-13,6.9162104403326e-11,4.9825030352200932e-08,1.3274954299825579e-05,2.1129513031963461e-09,1.1669486459294003e-09
3.4172356320166164e-06,0.09977366400000001,0.80000000000000004,0.0,0.18690729107475804,0.092387390050041637,0.042473226177516053,0.00061744711058111612,0.009811572890089491,1.9652441128738233e-08,0.0042755269725792688,1.5540091013423988e-10,8.5963695625646432e-10,6.5064558644984199e-07,1.2908692083751667e-16,8.1740272936290586e-10,9.732465039061261e-13,1.8008548749889331e-07,7.3648142279904006e-14,1.6376237924991636e-17,8.2377527586729688e-07,2.4175829070589285e-13,0.0027054227275862511,0.099715882224501035,3.3280757680844114e-08,1.0503988709685314e-06,3.1602459971789663e-07,2.8191448888898553e-07,7.3392484797956939e-13,6.915090410822444e-11,4.9809076334610728e-08,1.3294789511025248e-05,2.1172150213612361e-09,1.1687498425010385e-09
3.427991664756201e-06,0.09977366400000001,0.80000000000000004,0.0,0.18682467627358995,0.092369309077189793,0.042398996394143913,0.0006221570189347184,0.0098511983596122135,1.9620685388409462e-08,0.0042905906656116669,1.5630485627857761e-10,8.6323860220616036e-10,6.5151032313916052e-07,1.3064114954084995e-16,8.2127132427254915e-10,9.7932609566671641e-13,1.8096452466107038e-07,7.4215029973479882e-14,1.6499887293566036e-17,8.2437550495261293e-07,2.4428921793238641e-13,0.002703688714157089,0.099800190228154687,3.3300173499797772e-08,1.0507342150203238e-06,3.1713358982979575e-07,2.8164540448419256e-07,7.3426905290801031e-13,6.9128586053738444e-11,4.9777275794890977e-08,1.3334425487045048e-05,2.1257401790650466e-09,1.1723492095882613e-09
3.4387476974957852e-06,0.09977366400000001,0.80000000000000004,0.0,0.18674258656239057,0.092351216279164122,0.042325018121296937,0.00062688456198384604,0.0098908319392409568,1.9589231916751589e-08,0.0043056408255089558,1.5721021763865031e-10,8.6683880162944697e-10,6.523703840416083e-07,1.3220713412017057e-16,8.2514063347812937e-10,9.8541300509513899e-13,1.8184434391782441e-07,7.4783662961943029e-14,1.6624038265832336e-17,8.2497302916161498e-07,2.4683592009610776e-13,0.0027019624741416578,0.09988396541396112,3.3319405915404734e-08,1.0510677904263522e-06,3.1824257822812853e-07,2.8137846335015668e-07,7.346096046498074e-13,6.9106376988807797e-11,4.974561788987426e-08,1.3374015602724246e-05,2.1342622698706951e-09,1.1759445469178239e-09
3.4495037302353696e-06,0.09977366400000001,0.80000000000000004,0.0,0.18666101890512746,0.092333111770897952,0.042251289932186922,0.00063162972224949869,0.0099304734890403572,1.9558077473844118e-08,0.0043206773996985757,1.5811698471021322e-10,8.7043753339424093e-10,6.5322579176168285e-07,1.337849005486133e-16,8.2901060896501408e-10,9.9150712194560756e-13,1.8272493926495948e-07,7.5354033644442109e-14,1.6748690926769852e-17,8.2556786731857385e-07,2.4939841606105214e-13,0.0027002439625593731,0.099967210862851458,3.3338456099160801e-08,1.0513996127232161e-06,3.1935156586828815e-07,2.8111364846444818e-07,7.3494652897521851e-13,6.9084275659316432e-11,4.9714101793910343e-08,1.3413559940047762e-05,2.1427812597274723e-09,1.1795358605005843e-09
3.460259762974954e-06,0.09977366400000001,0.80000000000000004,0.0,0.18657997028904827,0.092314995666366098,0.042177810410936017,0.00063639248217842777,0.0099701228703212852,1.9527218865092322e-08,0.00433570033630515,1.5902514802586755e-10,8.7403477658907827e-10,6.5407656873817061e-07,1.3537447451552448e-16,8.3288120303702711e-10,9.9760833636559942e-13,1.8360630473503825e-07,7.5926134415694823e-14,1.6873845357989964e-17,8.2616003806010071e-07,2.5197672440581399e-13,0.0026985331347651404,0.10004992963214131,3.335732521321381e-08,1.0517296972713054e-06,3.2046055371202028e-07,2.8085094299231287e-07,7.3527985142874487e-13,6.9062280828680152e-11,4.9682726687516335e-08,1.3453058581202919e-05,2.1512971150655022e-09,1.1831231563809913e-09
3.4710157957145385e-06,0.09977366400000001,0.80000000000000004,0.0,0.18649943772444993,0.09229686807859469,0.04210457815246943,0.00064117282414428956,0.010009779945627469,1.9496652940458813e-08,0.0043507095841426495,1.5993469815495892e-10,8.7763051052073149e-10,6.5492273724605563e-07,1.3697588142658105e-16,8.3675236831468655e-10,1.0037165388962638e-12,1.8448843439710338e-07,7.6499957666333329e-14,1.6999501637742388e-17,8.2674955983757927e-07,2.5457086342458374e-13,0.0026968299464461432,0.10013212475576429,3.3376014410457229e-08,1.0520580592571709e-06,3.215695427271895e-07,2.8059033028403787e-07,7.3560959733154402e-13,6.9040391277565806e-11,4.9651491757317706e-08,1.3492511608567951e-05,2.159809802789699e-09,1.1867064406358647e-09
3.481771828454123e-06,0.09977366400000001,0.80000000000000004,0.0,0.18641941824445526,0.092278729119670971,0.042031591762411155,0.000645970730448756,0.010049444578722536,1.9466376593727034e-08,0.0043657050927068224,1.6084562570347365e-10,8.812247147118934e-10,6.5576431939836636e-07,1.3858914640395777e-16,8.406240577334656e-10,1.0098316204727457e-12,1.8537132235640611e-07,7.7075495783235577e-14,1.7125659840921788e-17,8.2733645091950719e-07,2.5718085112815501e-13,0.0026951343536187225,0.10021379924449887,3.339452483462088e-08,1.0523847136958308e-06,3.2267853388754526e-07,2.8033179387239318e-07,7.3593579178376885e-13,6.9018605803617585e-11,4.9620396195990696e-08,1.3531919104700977e-05,2.1683192902738797e-09,1.1902857193732099e-09
3.5032838939332913e-06,0.09977366400000001,0.80000000000000004,0.0,0.18626090678361501,0.092242417532075363,0.041886351062911796,0.00065561916492662701,0.010128795979359097,1.9406680424047712e-08,0.004395654693363605,1.6267157566529858e-10,8.8840845302990546e-10,6.5743381228911362e-07,1.4185134963007451e-16,8.4836882230082785e-10,1.0220819864752189e-12,1.8713934976719987e-07,7.8231686146452113e-14,1.7379482300404191e-17,8.2850241316959765e-07,2.6244844322185257e-13,0.0026917657801318515,0.10037559824594111,3.3431013893334095e-08,1.0530329591474709e-06,3.2489652656707638e-07,2.7982088496752646e-07,7.3657762564570759e-13,6.8975342361073129e-11,4.9558619980579412e-08,1.3610597834346857e-05,2.1853285363271974e-09,1.1974322848771472e-09
3.5247959594124597e-06,0.09977366400000001,0.80000000000000004,0.0,0.18610441261966001,0.092206061781855836,0.041742077367506562,0.00066533764262722899,0.010208176006253615,1.9348106355585341e-08,0.0044255487475936082,1.6450292348800527e-10,8.9558583195681169e-10,6.5908522114418643e-07,1.4516127950892957e-16,8.5611512645561054e-10,1.0343585697442822e-12,1.8891034052335159e-07,7.9394644537581494e-14,1.7635313268747659e-17,8.2965806738758969e-07,2.6777963914408234e-13,0.0026884270689016142,0.10053535026807578,3.3466801359317005e-08,1.0536745504015018e-06,3.2711453965000914e-07,2.7931808809447148e-07,7.3720554948329646e-13,6.8932481211605679e-11,4.9497391701553165e-08,1.368909543380393e-05,2.2023246013734868e-09,1.2045629023376597e-09
3.5441568183437113e-06,0.09977366400000001,0.80000000000000004,0.0,0.18596527369744617,0.092173304561883856,0.041613048916881445,0.00067414404046364643,0.010279641639959409,1.9296329782968075e-08,0.0044524055897184134,1.6615569065556561e-10,9.0203990648209312e-10,6.6055616885783177e-07,1.4818118047138983e-16,8.6308781447452147e-10,1.0454292009268168e-12,1.905067279312513e-07,8.0447043331657947e-14,1.786727881237172e-17,8.3068945841443229e-07,2.7263220758073982e-13,0.0026854474796359409,0.10067739616501857,3.3498417516982401e-08,1.0542463876080035e-06,3.2911077546293926e-07,2.78872402979402e-07,7.3775894751501744e-13,6.8894242665452909e-11,4.9442749571385064e-08,1.3759588957297499e-05,2.2176095877511248e-09,1.2109668636850926e-09
3.563517677274963e-06,0.09977366400000001,0.80000000000000004,0.0,0.18582773372208519,0.092140512890040493,0.041484787258607027,0.00068300695087708649,0.010351128861649512,1.9245426617134813e-08,0.0044792168609810237,1.6781271683625024e-10,9.0848859159718884e-10,6.6201273041971593e-07,1.512400305834247e-16,8.7006119059069704e-10,1.0565197514589449e-12,1.9210544541328994e-07,8.1504830317742994e-14,1.8100871949383048e-17,8.3171271323596958e-07,2.7753649831016184e-13,0.0026824915584131286,0.10081781959170674,3.3529478878383697e-08,1.0548130089022449e-06,3.3110704013310611e-07,2.7843309741581625e-07,7.3830137331678195e-13,6.885631624058145e-11,4.9388541718519873e-08,1.3829936791397441e-05,2.2328835256299317e-09,1.2173579841373516e-09
3.5828785362062145e-06,0.09977366400000001,0.80000000000000004,0.0,0.18569177643437912,0.092107687377170316,0.041357284749973175,0.00069192626744602327,0.010422636932356587,1.9195380684364064e-08,0.004505982297821556,1.6947394897270137e-10,9.1493177771041766e-10,6.6345502744015072e-07,1.5433796284896567e-16,8.7703499500145898e-10,1.0676296041695355e-12,1.9370646026383075e-07,8.2567960986969296e-14,1.8336092957597769e-17,8.3272793014339058e-07,2.8249260304521052e-13,0.0026795590637918427,0.10095663704829198,3.3559991694989175e-08,1.0553744941355965e-06,3.3310333957311565e-07,2.7800008355518421e-07,7.3883296320451492e-13,6.8818695679523488e-11,4.9334763711657354e-08,1.3900139423901197e-05,2.248146245900425e-09,1.2237363005623972e-09
3.602239395137466e-06,0.09977366400000001,0.80000000000000004,0.0,0.18555738579339365,0.092074828625176561,0.041230533850628755,0.00070090188309891266,0.010494165124684112,1.9146176203279981e-08,0.0045327016431148349,1.7113933438135713e-10,9.2136935727718058e-10,6.6488318000323339e-07,1.5747510732036803e-16,8.8400897103715813e-10,1.0787581460444163e-12,1.9530974013090002e-07,8.3636390822333337e-14,1.8572942080280906e-17,8.3373520572712407e-07,2.8750061062691209e-13,0.002676649757487715,0.10109386481350474,3.3589962130735664e-08,1.0559309215738883e-06,3.3509967973624917e-07,2.7757327522720831e-07,7.3935385139678976e-13,6.8781374877876766e-11,4.9281411177514983e-08,1.3970197343489377e-05,2.2633975838168527e-09,1.2301018500474863e-09
3.6216002540687177e-06,0.09977366400000001,0.80000000000000004,0.0,0.18542454597270572,0.092041937227181972,0.041104527120832388,0.00070993369013266233,0.010565712722589705,1.9097797773428452e-08,0.0045593746460437278,1.7280882075038326e-10,9.2780122476157348e-10,6.6629730669700335e-07,1.6065159110428089e-16,8.9098286512953028e-10,1.0899047682283802e-12,1.9691525301145575e-07,8.4710075304138663e-14,1.8811419526271186e-17,8.3473463491453818e-07,2.9256060704388156e-13,0.0026737634043208186,0.10122951894845876,3.3619396263552851e-08,1.0564823679344642e-06,3.3709606661298508e-07,2.7715258789922932e-07,7.3986417005388012e-13,6.8744347880040137e-11,4.9228479799859293e-08,1.4040111039560424e-05,2.2786373788996589e-09,1.2364546698812433e-09
3.6409611129999693e-06,0.09977366400000001,0.80000000000000004,0.0,0.1852932413567428,0.092009013767685707,0.040979257219745879,0.00071902158023061727,0.010637279021173828,1.9050230364282446e-08,0.0045860010619756739,1.7448235613760012e-10,9.3422727659899673e-10,6.676975246427286e-07,1.6386753836792078e-16,8.9795642678044792e-10,1.1010688660265634e-12,1.9852296724674369e-07,8.5788969915285933e-14,1.9051525470105564e-17,8.3572631100646058e-07,2.9767267545171843e-13,0.0026708997721643858,0.10136361530036342,3.3648300086849273e-08,1.0570289084218881e-06,3.3909250622759398e-07,2.7673793863716647e-07,7.4036404931572443e-13,6.8707608875127429e-11,4.9175965318560709e-08,1.4109881002071097e-05,2.2938654748408817e-09,1.2427947975362567e-09
3.660321971931221e-06,0.09977366400000001,0.80000000000000004,0.0,0.18516345653719912,0.091976058822716963,0.040854716903763237,0.00072816544448013523,0.01070886332647304,1.9003459304608588e-08,0.004612580652341886,1.7615988896840557e-10,9.406474111596093e-10,6.6908394952345089e-07,1.6712307034570669e-16,9.049294085309672e-10,1.1122498389052899e-12,2.0013285151772647e-07,8.6873030146434417e-14,1.9293260052143475e-17,8.3671032571271009e-07,3.0283689619239326e-13,0.0026680586318945702,0.101496169506158,3.3676679510966522e-08,1.0575706167629397e-06,3.4108900463477219e-07,2.7632924606730789e-07,7.4085361733914228e-13,6.8671152192972099e-11,4.9123863528668715e-08,1.4179507721380139e-05,2.3090817194107805e-09,1.2491222706521404e-09
3.6796828308624725e-06,0.09977366400000001,0.80000000000000004,0.0,0.18503517630952143,0.091943072959985495,0.04073089902487223,0.00073736517338979094,0.010780464955257413,1.8957470272164219e-08,0.0046391131845189872,1.7784136803369093e-10,9.4706152871254469e-10,6.7045669561185765e-07,1.7041830534625193e-16,9.1190156593060928e-10,1.1234470904923917e-12,2.0174487484057732e-07,8.7962211501045191e-14,1.9536623378691239e-17,8.3768676918672864e-07,3.0805334681364656e-13,0.0026652397573411471,0.10162719699607543,3.370454036460902e-08,1.0581075652408003e-06,3.4308556791657805e-07,2.7592643033911147e-07,7.4133300033440053e-13,6.8634972300248223e-11,4.9072170279502879e-08,1.4248991688103465e-05,2.3242859643666511e-09,1.2554371270197268e-09
3.699043689793724e-06,0.09977366400000001,0.80000000000000004,0.0,0.18490838566946391,0.091910056739029203,0.040607796529048064,0.00074662065690620633,0.01085208323483202,1.8912249283719368e-08,0.0046655984317130724,1.7952674248775113e-10,9.5346953139088848e-10,6.718158757974784e-07,1.7375335875971857e-16,9.1887265750689223e-10,1.1346600285770125e-12,2.0335900656223962e-07,8.9056469500305115e-14,1.9781615522126541e-17,8.3865573005932316e-07,3.1332210208840085e-13,0.0026624429252391705,0.10175671299713543,3.3731888396242679e-08,1.058639824727925e-06,3.4508220217937787e-07,2.7552941308944141e-07,7.4180232260080652e-13,6.8599063796762257e-11,4.9020881473762142e-08,1.4318333392972598e-05,2.3394780653647422e-09,1.2617394045654384e-09
3.7184045487249757e-06,0.09977366400000001,0.80000000000000004,0.0,0.18478306980971551,0.091877010711358675,0.040485402454680693,0.00075593178443049316,0.010923717502842715,1.8867782685409291e-08,0.0046920361728462825,1.8121596184619089e-10,9.598713231574367e-10,6.7316160161319797e-07,1.7712834306553419e-16,9.2584244473515343e-10,1.1458880651088824e-12,2.0497521635605462e-07,9.0155759687927545e-14,2.0028236521023085e-17,8.3961729547149616e-07,3.1864323403417502e-13,0.0026596679151816012,0.10188473253656513,3.3758729275462295e-08,1.0591674647182946e-06,3.4707891355075113e-07,2.7513811740752572e-07,7.4226170656157535e-13,6.8563421411819194e-11,4.8969993066653382e-08,1.4387533326693307e-05,2.3546578818728422e-09,1.2680291413358848e-09
3.7377654076562273e-06,0.09977366400000001,0.80000000000000004,0.0,0.18465921411659841,0.091843935420598419,0.040363709931035101,0.00076529844483431411,0.010995367107086162,1.8824057143410608e-08,0.004718426192445886,1.8290897598382815e-10,9.6626680977123624e-10,6.744939832610844e-07,1.8054336784046059e-16,9.3281069200867782e-10,1.1571306161970828e-12,2.0659347421745901e-07,9.1260037634830102e-14,2.0276486380275449e-17,8.4057155110637482e-07,3.2401681193248922e-13,0.0026569145095729266,0.1020112704451471,3.3785068594336076e-08,1.0596905533590199e-06,3.4907570817677085e-07,2.7475246780080681e-07,7.4271127279816022e-13,6.8528040000691252e-11,4.891950106503607e-08,1.4456591979817674e-05,2.3698252770849088e-09,1.2743063754838481e-09
3.757126266587479e-06,0.09977366400000001,0.80000000000000004,0.0,0.18453680416683532,0.091810831402625359,0.040242712176743904,0.00077472052647557061,0.011067031405323922,1.8781059634923718e-08,0.0047447682805357525,1.8460573513259552e-10,9.7265589875486898e-10,6.758131296375647e-07,1.8399853976700083e-16,9.3977716660910878e-10,1.1683871021083313e-12,2.0821375045974969e-07,9.2369258943694304e-14,2.0526365071223967e-17,8.4151858122028518e-07,3.2944290234825864e-13,0.0026541824935837049,0.10213634136049742,3.3810911868719723e-08,1.0602091574805875e-06,3.5107259221932125e-07,2.7437239016220467e-07,7.4315114008356937e-13,6.8492914541252324e-11,4.8869401526585141e-08,1.4525509842621037e-05,2.3849801178393206e-09,1.2805711452544725e-09
3.7764871255187306e-06,0.09977366400000001,0.80000000000000004,0.0,0.1844158257243825,0.091777699185704276,0.040122402498330184,0.00078419791721373914,0.011138709765100441,1.8738777439444652e-08,0.004771062232530131,1.8630618987944084e-10,9.7903849936244734e-10,6.7711914835797746e-07,1.8749396264213397e-16,9.4674163867713207e-10,1.1796569472647899e-12,2.0983601570991293e-07,9.3483379253411999e-14,2.0777872531780001e-17,8.4245846867301828e-07,3.3492156914917836e-13,0.0026514716551060144,0.10225995973027741,3.3836264539539047e-08,1.0607233426265736e-06,3.5306957185326039e-07,2.7399781173797634e-07,7.4358142541495827e-13,6.8458040130667235e-11,4.8819690558971571e-08,1.4594287404975461e-05,2.4001222745370507e-09,1.286823488971337e-09
3.795847984449982e-06,0.09977366400000001,0.80000000000000004,0.0,0.18429626473732658,0.091744539290620736,0.04000277428876018,0.00079373050442486351,0.011210401563564816,1.8697198130314979e-08,0.0047973078491296553,1.8801029116422663e-10,9.8541452254829871e-10,6.7841214578051857e-07,1.910297373863721e-16,9.5370388118341922e-10,1.1909395802414313e-12,2.1146024090451629e-07,9.4602354243421663e-14,2.1031008666551403e-17,8.4339129495731274e-07,3.4045287352509968e-13,0.0026487817847097614,0.10238213981534086,3.3861131974054954e-08,1.0612331730829057e-06,3.5506665326401254e-07,2.7362866109632147e-07,7.4400224404590846e-13,6.8423411982176119e-11,4.8770364319057018e-08,1.4662925156236721e-05,2.4152516210615048e-09,1.2930634450240712e-09
3.815208843381234e-06,0.09977366400000001,0.80000000000000004,0.0,0.1841781073348433,0.091711352230810991,0.039883821026024904,0.0008033181750162088,0.011282106187296297,1.8656309566542352e-08,0.0048235049362195309,1.8971799027762925e-10,9.9178388093632645e-10,6.7969222702960158e-07,1.9460596205313338e-16,9.6066366989984733e-10,1.202234433762949e-12,2.1308639728566328e-07,9.5726139637935513e-14,2.1285773346968347e-17,8.4431714022757375e-07,3.4603687400739399e-13,0.0026461126755998594,0.10250289569281767,3.3885519467101942e-08,1.0617387119057476e-06,3.5706384264523281e-07,2.7326486809735212e-07,7.4441370951768944e-13,6.8389025422033903e-11,4.8721419012105313e-08,1.4731423585137889e-05,2.4303680347029361e-09,1.2992910518561932e-09
3.834569702312485e-06,0.09977366400000001,0.80000000000000004,0.0,0.18406133982421902,0.091678138512489529,0.03976553627175055,0.00081296081544058002,0.011353823032133394,1.8616099884883446e-08,0.0048496533047698992,1.9142923885903892e-10,9.9814648879003658e-10,6.8095949601863171e-07,1.9822273183842444e-16,9.6762078337099051e-10,1.2135409447002427e-12,2.1471445639700938e-07,9.685469121005915e-14,2.1542166411409455e-17,8.4523608332784727e-07,3.5167362648830328e-13,0.0026434641235742445,0.10262224125913509,3.3909432242291744e-08,1.0622400209488826e-06,3.590611461961703e-07,2.7290636386356456e-07,7.4481593368970654e-13,6.8354875886487322e-11,4.8672850891010528e-08,1.4799783179675407e-05,2.4454713960817532e-09,1.3055063479523845e-09
3.853930561243736e-06,0.09977366400000001,0.80000000000000004,0.0,0.18394594868793171,0.09164489863477375,0.039647913669836894,0.0008226583117103177,0.011425551503006639,1.8576557492180815e-08,0.0048757527707383027,1.9314398889446081e-10,1.0045022619832099e-09,6.8221405547222104e-07,2.0188013909082436e-16,9.7457500288588221e-10,1.2248585540664791e-12,2.1634439007983966e-07,9.7987964785806368e-14,2.1800187665328391e-17,8.4614820181906961e-07,3.5736318424027061e-13,0.0026408359269827191,0.10274019023297759,3.3932875453203794e-08,1.0627371608908484e-06,3.6105857011952983e-07,2.725530807509505e-07,7.4520902676989444e-13,6.8320958918845666e-11,4.862465625553825e-08,1.4868004427008855e-05,2.4605615890728793e-09,1.3117093718275709e-09
