Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),H2X(46),OCX(25),CHOX(50),CO2X(24),CH4OX(57),HOCOX(184),COX(47)
0.0005627082432548587,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12728741641154406,0.037046912132456464,0.0056223684743051221,0.0047652405651631294,0.11545949386643602,0.0011809766410463835,1.1541168229667985e-08,4.1680085721625682e-15,7.3677375733638486e-19,3.3723727416498415e-11,2.4532845290082293e-25,9.9904255993163327e-14,2.1799336148660428e-20,3.6633015345254808e-08,1.677671647176652e-22,7.0156822339975571e-24,2.3644766382429204e-10,1.5330991008595065e-20,0.00090298895486263142,1.5206234772554112e-07,1.4074681122169341e-10,0.00016528573121596176,3.3037000656783981e-11,0.00024381287064300389,0.00052258559446320262,2.8069598961751722e-09,0.0072466603757476208,8.4339177196982409e-06,0.056518390660354183,4.8159723784942407e-09,1.2898136689324814e-08,3.1164552019776109e-09,9.2345518046952198e-14,9.7012106200821943e-12
0.0005631725963396941,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12726690217316625,0.037025459827446268,0.0055908281914243433,0.0047676991422725204,0.11549833581996172,0.0011845846282217761,1.1546716688882891e-08,4.1682476350728508e-15,7.3833159793522284e-19,3.3616072027144775e-11,2.4547378372818762e-25,1.0005726545325564e-13,2.1797379555077447e-20,3.663627044333697e-08,1.6810456180777197e-22,7.0237751466191061e-24,2.3578780133475191e-10,1.5352554818056353e-20,0.00090232061869236228,1.5159376765163979e-07,1.4069204204231795e-10,0.00016551269489050002,3.3191874184293785e-11,0.000244580513439733,0.00052342771360101544,2.7984814997253021e-09,0.0072479300056238405,8.4583204002953785e-06,0.056536442941270637,4.8249034409496085e-09,1.2901852037211786e-08,3.1162299961589526e-09,9.2110840860526115e-14,9.7043102755988227e-12
0.0005636369494245295,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12724640281640517,0.037004026714832043,0.0055593396014179319,0.0047701508763407438,0.11553711538958743,0.0011882155627148591,1.155226079483903e-08,4.1684853063369055e-15,7.3989462799558049e-19,3.3508363442999764e-11,2.4561863658535669e-25,1.0021101387278384e-13,2.1795370223766507e-20,3.6639508444988823e-08,1.6844338208869415e-22,7.0318802037181529e-24,2.3512694414806992e-10,1.5374116658516564e-20,0.0009016530241830826,1.5112480277733454e-07,1.4063781741510577e-10,0.00016574082215147125,3.3348042728497094e-11,0.00024535352058039842,0.00052427484074350837,2.7899950677612471e-09,0.0072491957835138779,8.4828795900699636e-06,0.056554471758825282,4.8338729744607429e-09,1.2905547158211244e-08,3.1160036113377828e-09,9.1875596291108146e-14,9.7074059050493752e-12
0.0005641013025093649,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.127225918304082,0.036982612769882788,0.0055279028231079901,0.0047725957540425993,0.1155758324210019,0.0011918696308612243,1.155780053717089e-08,4.1687215920138879e-15,7.4146288049389465e-19,3.3400601087119444e-11,2.4576301097657544e-25,1.0036550574772914e-13,2.179330810849595e-20,3.6642729367840186e-08,1.6878363445236965e-22,7.0399974937119972e-24,2.3446508747734472e-10,1.5395676477772951e-20,0.00090098617005968291,1.5065545025639493e-07,1.405841425033386e-10,0.00016597011991911607,3.3505520113648775e-11,0.00024613194070965944,0.00052512701420466957,2.7815005456977105e-09,0.007250457700365533,8.5075965464960814e-06,0.056572477065390543,4.8428812179197324e-09,1.2909222018821398e-08,3.1157760489030697e-09,9.1639782393074624e-14,9.7104975002900957e-12
0.0005645656555942003,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12720544859908264,0.036961217967916751,0.0054965179769243819,0.0047750337620028364,0.11561448675782687,0.0011955470207771848,1.1563335905321773e-08,4.1689564981842706e-15,7.4303638867644008e-19,3.3292784379968691e-11,2.4590690640672888e-25,1.0052074560529384e-13,2.1791193162731345e-20,3.6645933229444931e-08,1.6912532785115031e-22,7.0481271058580968e-24,2.3380222651091709e-10,1.5417234223576879e-20,0.0009003200550500378,1.5018570722917751e-07,1.4053102254851472e-10,0.00016620059516149572,3.3664320341120944e-11,0.00024691582301474804,0.00052598427267696961,2.7729978786887817e-09,0.0072517157470013199,8.5324725389889687e-06,0.056590458812415659,4.8519284118199218e-09,1.2912876585383082e-08,3.115547310236605e-09,9.140339720880172e-14,9.7135850530191813e-12
0.0005650300086790357,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12718499366435801,0.036939842284301187,0.0054651851849215945,0.0047774648867958637,0.11565307824159626,0.0011992479223783699,1.1568866888541313e-08,4.1691900309502904e-15,7.4461518606188728e-19,3.3184912739451718e-11,2.4605032238133686e-25,1.0067673800409888e-13,2.178902533963341e-20,3.6649120047280887e-08,1.6946847129820927e-22,7.0562691302649851e-24,2.3313835641174248e-10,1.5438789843633527e-20,0.00089965467788499635,1.4971557082281518e-07,1.4047846287164229e-10,0.00016643225489482757,3.3824457592027963e-11,0.00024770521723252903,0.00052684665523571787,2.7644870116314044e-09,0.0072529699141172712,8.5575088490286137e-06,0.056608416950415623,4.8610147982666391e-09,1.2916510824079499e-08,3.1153173967130175e-09,9.116643876879866e-14,9.7166685547748363e-12
0.0005654943617638711,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1271645534629243,0.036918485694452358,0.0054339045707957377,0.0047798891149454514,0.11569160671173491,0.0012029725273985036,1.1574393475883063e-08,4.1694221964363873e-15,7.4619930644388775e-19,3.3076985580866216e-11,2.4619325840654967e-25,1.0083348753437898e-13,2.178680459205589e-20,3.6652289838749725e-08,1.6981307386792187e-22,7.0644236579033309e-24,2.3247347231729786e-10,1.5460343285601594e-20,0.00089899003729837881,1.492450381521598e-07,1.4042646887453699e-10,0.00016666510618378283,3.3985946229846915e-11,0.00024850017365656436,0.00052771420134352896,2.755967889183018e-09,0.0072542201922817431,8.5827067702845673e-06,0.056626351428960255,4.8701406209863944e-09,1.2920124700937561e-08,3.1150863096997778e-09,9.0928905092385961e-14,9.7197479969334312e-12
0.0005659587148487065,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12714412795786351,0.036897148173835291,0.0054026762599017489,0.0047823064329244368,0.11573007200553737,0.0012067210294083449,1.1579915656201972e-08,4.1696530007896487e-15,7.4778878389368496e-19,3.2969002316857818e-11,2.4633571398914298e-25,1.0099099881819726e-13,2.1784530872543484e-20,3.6655442621176848e-08,1.7015914469622604e-22,7.0725907806171937e-24,2.3180756933973263e-10,1.5481894497092998e-20,0.0008983261320269733,1.4877410631861493e-07,1.4037504604115025e-10,0.00016689915614180486,3.4148800803100556e-11,0.00024930074314431815,0.00052858695085480206,2.7474404557396962e-09,0.0072554665719342252,8.6080676087418417e-06,0.056644262196662715,4.879306125336812e-09,1.2923718181824906e-08,3.1148540505572107e-09,9.0690794186851663e-14,9.7228233707075759e-12
0.0005664230679335419,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12712371711232356,0.036875829697963713,0.0053715003792708504,0.004784716827154434,0.11576847395814609,0.0012104936238348828,1.158543341815187e-08,4.169882450180262e-15,7.4938365276275281e-19,3.2860962357424642e-11,2.4647768863651298e-25,1.01149276509666e-13,2.1782204133329679e-20,3.6658578411811102e-08,1.7050669298100492e-22,7.0807705911354705e-24,2.311406425657094e-10,1.5503443425672555e-20,0.00089766296081052654,1.4830277241037105e-07,1.4032419993892957e-10,0.00016713441193143516,3.4313036048096259e-11,0.00025010697712449015,0.00052946494402027775,2.7389046554405186e-09,0.0072567090433840898,8.6335926828284187e-06,0.056662149201168313,4.8885115583169021e-09,1.2927291232449757e-08,3.1146206206384995e-09,9.0452104047618934e-14,9.7258946671441326e-12
0.0005668874210183772,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12710332088951881,0.036854530242399881,0.0053403770576281933,0.0047871202840055254,0.11580681240252971,0.0012142905079807161,1.1590946750182865e-08,4.1701105508019908e-15,7.5098394768546418e-19,3.2752865109938413e-11,2.4661918185667184e-25,1.0130832529514928e-13,2.1779824326334669e-20,3.6661697227824771e-08,1.7085572798248214e-22,7.088963183083534e-24,2.3047268705634024e-10,1.5524990018857676e-20,0.00089700052239174261,1.478310335030475e-07,1.402739362201893e-10,0.00016737088076460832,3.4478666891680938e-11,0.00025091892760439806,0.00053034822149167259,2.7303604321795553e-09,0.0072579475968093821,8.6592833235440637e-06,0.056680012389142692,4.8977571685761768e-09,1.2930843818361636e-08,3.1143860212896901e-09,9.0212832658706324e-14,9.7289618771222329e-12
0.0005673517741032126,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12708293925273045,0.036833249782754506,0.0053093064254106839,0.004789516789795974,0.11584508716946093,0.0012181118810435962,1.1596455640538745e-08,4.1703373088726258e-15,7.5258970358178233e-19,3.2644709979139191e-11,2.467601931582429e-25,1.0146814989346815e-13,2.1777391403163181e-20,3.6664799086313342e-08,1.7120625902360181e-22,7.0971686509950501e-24,2.2980369784706581e-10,1.5546534224118064e-20,0.00089633881551627733,1.4735888665872294e-07,1.4022426062351635e-10,0.0001676085699029838,3.4645708454062149e-11,0.00025173664717750702,0.00053123682432633552,2.7218077295877218e-09,0.007259182222255565,8.6851408745901413e-06,0.056697851706260169,4.9070432064249337e-09,1.2934375904948784e-08,3.114150253849707e-09,8.9972977992027646e-14,9.7320249913513025e-12
0.000567816127188048,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1270625721653067,0.036811988294686557,0.0052782886147851081,0.0047919063307919254,0.11588329808749408,0.0012219579441362497,1.1601960077254337e-08,4.1705627306344824e-15,7.5420095565998299e-19,3.2536496367106644e-11,2.4690072205045585e-25,1.0162875505612123e-13,2.177490531510244e-20,3.6667884004295308e-08,1.715582954904058e-22,7.1053870903239877e-24,2.2913366994741372e-10,1.5568075988875391e-20,0.00089567783893273133,1.4688632892614557e-07,1.4017517897520414e-10,0.00016784748665826921,3.4814176051680242e-11,0.00025256018903108487,0.00053213079399198871,2.7132464910366701e-09,0.0072604129096342463,8.7111666925012618e-06,0.056715667097191794,4.9163699238443675e-09,1.2937887457437984e-08,3.1139133196503528e-09,8.9732538007541356e-14,9.7350840003689654e-12
0.0005682804802728834,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12704221959066342,0.036790745753903203,0.0052473237596664052,0.0047942888932071036,0.11592144498294246,0.0012258289003063629,1.1607460048152811e-08,4.1707868223548696e-15,7.5581773941940162e-19,3.2428223673244284e-11,2.4704076804314291e-25,1.017901455674967e-13,2.1772366013119882e-20,3.6670951998712023e-08,1.7191184683241827e-22,7.1136185974568545e-24,2.2846259834108606e-10,1.5589615260502975e-20,0.00089501759139264917,1.4641335734136897e-07,1.4012669719070069e-10,0.0001680876383925206,3.49840852001001e-11,0.00025338960695390448,0.00053303017237154692,2.7046766596506728e-09,0.0072616396487219124,8.7373621467780719e-06,0.056733458505593214,4.9257375744957433e-09,1.2941378440895265e-08,3.1136752200163126e-09,8.9491510653706248e-14,9.7381388945390135e-12
0.0005687448333577188,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12702188149228444,0.03676952213615961,0.0052164119957361582,0.0047966644632025128,0.11595952767985573,0.0012297249545567496,1.1612955540842955e-08,4.1710095903265939e-15,7.5744009065321167e-19,3.2319891294287113e-11,2.4718033064673381e-25,1.0195232624507936e-13,2.1769773447861142e-20,3.6674003086427509e-08,1.7226692256303081e-22,7.1218632697250911e-24,2.2779047798594054e-10,1.5611151986325484e-20,0.00089435807165051109,1.4593996892678741e-07,1.400788212760941e-10,0.0001683290325184731,3.5155451616975959e-11,0.00025422495534411073,0.00053393500176795333,2.6960981782885488e-09,0.0072628624291586367,8.7637286200211349e-06,0.056751225874092426,4.9351464137306534e-09,1.2944848820223318e-08,3.1134359562651672e-09,8.9249893866785405e-14,9.7411896640492913e-12
0.0005692091864425542,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12700155783372194,0.036748317417258848,0.0051855534604613902,0.0047990330268861438,0.11599754599999651,0.001233646313865802,1.1618446542716408e-08,4.1712310408684628e-15,7.5906804545122831e-19,3.2211498624302079e-11,2.4731940937225144e-25,1.0211530193967007e-13,2.1767127569647803e-20,3.6677037284228185e-08,1.7262353225988926e-22,7.1301212054177196e-24,2.2711730381366e-10,1.5632686113618614e-20,0.00089369927846373023,1.4546616069126911e-07,1.4003155732962746e-10,0.00016857167649987292,3.5328291225066524e-11,0.00025506628921721287,0.00053484532490911203,2.6875109895461422e-09,0.0072640812404467679,8.7902675080667443e-06,0.05676896914427728,4.9445966986012618e-09,1.2948298560161154e-08,3.1131955297073883e-09,8.9007685570940501e-14,9.744236298909551e-12
0.0005696735395273896,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12698124857859697,0.036727131573051783,0.005154748293113502,0.0048013945703126639,0.11603549976281714,0.0012375931872081211,1.1623933040944859e-08,4.1714511803257887e-15,7.6070164020274411e-19,3.2103045054673386e-11,2.4745800373130749e-25,1.0227907753559878e-13,2.1764428328475284e-20,3.6680054608822744e-08,1.7298168556527662e-22,7.138392503794163e-24,2.2644307072979847e-10,1.5654217589608729e-20,0.00089304121059264848,1.4499192963098805e-07,1.3998491154322759e-10,0.00016881557785177316,3.5502620155271605e-11,0.00025591366421412893,0.00053576118495289994,2.6789150357718414e-09,0.0072652960719496243,8.8169802201238924e-06,0.056786688256682878,4.9540886878693047e-09,1.2951727625285249e-08,3.1129539416463478e-09,8.8764883678828077e-14,9.7472787889493094e-12
0.000570137892612225,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12696095369059981,0.03670596457943693,0.005123996634787454,0.004803749079483121,0.11607338878543601,0.001241565785575303,1.1629415022477198e-08,4.1716700150709101e-15,7.623409115993903e-19,3.1994529974093429e-11,2.4759611323609827e-25,1.0244365795093545e-13,2.1761675674010657e-20,3.6683055076841862e-08,1.733413921864932e-22,7.1466772650972943e-24,2.2576777361383177e-10,1.5675746361472606e-20,0.00089238386680053224,1.4451727272834561e-07,1.3993889020407456e-10,0.00016906074414087049,3.5678454749743381e-11,0.00025676713660939315,0.00053668262549219506,2.6703102590464142e-09,0.0072665069128901479,8.8438681789122771e-06,0.05680438315077873,4.9636226420164211e-09,1.2955135980006675e-08,3.112711193378325e-09,8.8521486090822776e-14,9.7503171238156453e-12
0.0005706022456970604,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12694067313349039,0.036684816412360335,0.0050932986284212443,0.0048060965403446407,0.11611121288261368,0.0012455643219970516,1.1634892474036629e-08,4.171887551503724e-15,7.6398589663802958e-19,3.1885952768557691e-11,2.4773373739940097e-25,1.0260904813771219e-13,2.1758869555590482e-20,3.6686038704837987e-08,1.7370266189624585e-22,7.1549755905667288e-24,2.2509140731878826e-10,1.5697272376337037e-20,0.00089172724585356692,1.440421869519042e-07,1.398934996962045e-10,0.00016930718298584194,3.5855811565060374e-11,0.00025762676331951985,0.00053760969055999806,2.6616966011817071e-09,0.0072677137523495571,8.8709328208023843e-06,0.056822053764955714,4.9731988232545143e-09,1.2958523588570411e-08,3.112467286192499e-09,8.8277490694967223e-14,9.7533512929709788e-12
0.0005710665987818958,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1269204068710989,0.03666368704781537,0.0050626544188155714,0.0048084369387901265,0.11614897186672864,0.0012495890115624714,1.1640365382117721e-08,4.1721037960522199e-15,7.6563663262367873e-19,3.1777312821359495e-11,2.4787087573456846e-25,1.0277525308213719e-13,2.1756009922218614e-20,3.6689005509285114e-08,1.740655045330355e-22,7.1632875824522815e-24,2.2441396667131916e-10,1.5718795581278563e-20,0.00089107134652085303,1.4356666925767083e-07,1.3984874650212241e-10,0.00016955490205763934,3.6034707375410293e-11,0.00025849260191139272,0.00053854242463466026,2.653074003744668e-09,0.0072689165792659879,8.8981755959568511e-06,0.056839700036512925,4.9828174955345651e-09,1.2961890415057368e-08,3.1122222213709611e-09,8.8032895367894378e-14,9.7563812856907856e-12
0.0005715309518667312,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1269001548673262,0.036642576461842741,0.0050320641526536668,0.0048107702606579508,0.11618666554775291,0.0012536400714414731,1.1645833732983472e-08,4.1723187551730281e-15,7.6729315717245811e-19,3.1668609513091078e-11,2.4800752775552657e-25,1.0294227780480329e-13,2.1753096722564018e-20,3.6691955506578474e-08,1.7442993000153408e-22,7.1716133440277035e-24,2.2373544647186114e-10,1.5740315923323081e-20,0.00089041616757440411,1.4309071658784864e-07,1.3980463720445959e-10,0.000169803909079821,3.6215159175856397e-11,0.00025936471061082761,0.00053948087264509708,2.6444424080339371e-09,0.0072701153824331248,8.925597968472469e-06,0.056857321901644324,4.9924789245567877e-09,1.2965236423381218e-08,3.1119760001887124e-09,8.7787697973927776e-14,9.7594070910613577e-12
0.0005719953049515665,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12687991708614418,0.036621484630530242,0.005001527978521548,0.0048130964917316599,0.11622429373322743,0.0012577177209065725,1.1651297512662264e-08,4.1725324353519656e-15,7.6895550821457527e-19,3.1559842221636316e-11,2.4814369297676895e-25,1.0311012736091704e-13,2.175012990495861e-20,3.6694888713034323e-08,1.7479594827297252e-22,7.1799529796046459e-24,2.2305584149410367e-10,1.5761833349445583e-20,0.00088976170778913956,1.4261432587024739e-07,1.3976117848767274e-10,0.00017005421182891118,3.6397184185681886e-11,0.00026024314831133414,0.0005404250799761136,2.6358017550688367e-09,0.0072713101504987875,8.9532014165248184e-06,0.056874919295425055,5.0021833777815694e-09,1.2968561577286588e-08,3.1117286239136653e-09,8.7541896364656656e-14,9.762428697977432e-12
0.0005724596580364019,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12685969349159656,0.036600411530012707,0.0049710460469283985,0.0048154156177396615,0.11626185622823675,0.0012618221813548835,1.1656756706944807e-08,4.1727448431046141e-15,7.7062372399733547e-19,3.1451010322155513e-11,2.4827937091335414e-25,1.0327880684051473e-13,2.1747109417394999e-20,3.6697805144889607e-08,1.7516356938553174e-22,7.1883065945468255e-24,2.2237514648503662e-10,1.5783347806569758e-20,0.00088910796594288426,1.4213749402041314e-07,1.3971837713974611e-10,0.00017030581813467705,3.6580799851729375e-11,0.00026112797458287279,0.00054137509247385689,2.6271519856291246e-09,0.0072725008719635321,8.9809874325141983e-06,0.056892492151797709,5.0119311244376971e-09,1.2971865840352849e-08,3.1114800938066404e-09,8.729548838046496e-14,9.7654460951398586e-12
0.0005729240111212373,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12683948404779913,0.036579357136471806,0.0049406185103270783,0.0048177276243549279,0.11629935283538416,0.0012659536763301312,1.1662211301381023e-08,4.1729559849768893e-15,7.7229784308818573e-19,3.1342113187091553e-11,2.484145610809009e-25,1.0344832136866481e-13,2.174403520752436e-20,3.6700704818301759e-08,1.7553280344471563e-22,7.1966742952844604e-24,2.2169335616543598e-10,1.5804859241567691e-20,0.00088845494081636167,1.4166021794034883e-07,1.396762400539359e-10,0.00017055873588045923,3.6766023851816815e-11,0.00026201924968075865,0.00054233095645123402,2.6184930402311275e-09,0.007273687535179243,9.0089575232115861e-06,0.056910040403558411,5.0217224355322598e-09,1.2975149175990902e-08,3.1112304111213763e-09,8.7048471849612279e-14,9.7684592710531923e-12
0.0005733883642060727,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12681928871894046,0.036558321426136013,0.0049102455231351512,0.0048200324971946918,0.11633678335476595,0.0012701124315451428,1.1667661281276936e-08,4.1731658675456225e-15,7.7397790437778764e-19,3.1233150186172811e-11,2.4854926299558536e-25,1.036186761057028e-13,2.174090722265417e-20,3.6703587749348277e-08,1.7590366062373666e-22,7.2050561893289502e-24,2.2101046522908764e-10,1.5826367601259512e-20,0.0008878026311931928,1.4118249451662683e-07,1.3963477423058039e-10,0.00017081297300355439,3.6952874098279452e-11,0.00026291703455487322,0.00054329271869341578,2.6098248590923075e-09,0.0072748701283476746,9.0371132099078247e-06,0.056927563982342541,5.0315575838624205e-09,1.29784115474387e-08,3.1109795771045206e-09,8.6800844586873139e-14,9.7714682140232866e-12
0.0005738527172909081,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.12679910746928227,0.036537304375280369,0.0048799272417560961,0.0048223302218201279,0.11637414758394536,0.0012742986749046225,1.1673106631691412e-08,4.1733744974191597e-15,7.7566394708312342e-19,3.1124120686390089e-11,2.4868347617413703e-25,1.037898762474576e-13,2.173772540974601e-20,3.670645395402647e-08,1.7627615116391464e-22,7.213452385287787e-24,2.2032646834258252e-10,1.5847872832413068e-20,0.00088715103585988947,1.4070432062388292e-07,1.3959398677889417e-10,0.00017106853749549104,3.7141368741470945e-11,0.00026382139085881137,0.00054426042646356354,2.6011473821966978e-09,0.0072760486395189892,9.0654560285646339e-06,0.056945062818610309,5.0414368440233353e-09,1.2981652917767803e-08,3.1107275929956237e-09,8.6552604396050034e-14,9.774472912154798e-12
