Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),H2X(49),C2H4(47),C2H6X(52),CH4OX(60),C2H4X(205),C2H4X(65),CH2X(27),CHX(28),CX(26),OCX(25),CH2OH(40),CH2OX(54),COX(50),CH2(T)(34),CH2O2(181),O(29),C3H6O(210),acetyl(43),C2H3(46),C2H2(334),C2H2(358),C2H2X(360),C4H6(374),C3H5(367)
5.41402720602771e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44453872720958598,0.10469029347647479,0.021497595429812708,0.0,0.0015189683043085377,0.0012093769793375089,6.6049801899363309e-05,0.00023296090292234818,5.2481442143047978e-05,0.0055468015093975863,5.6212684865585883e-10,0.00030531007744800465,1.7455151215329429e-08,0.0002242381756731427,3.337777686590636e-09,1.1326811583279781e-10,0.00066345670497447158,7.4036975305894529e-06,0.0075516570875838306,9.9981412936795425e-05,7.5265728948639655e-05,5.5116512407733011e-07,2.9665280249471073e-08,1.4243862561304185e-07,6.8570085687051878e-08,2.4258163501019839e-05,1.1711797425697386e-05,6.4264823091010645e-07,2.4944756428694369e-09,7.3201935799159962e-07,2.0972764728023056e-12,1.3458533822275519e-08,5.9630505716266613e-06,9.1802766276227217e-06,1.6029826696555692e-13,2.0432479146461964e-08,9.0470788190655141e-08,2.0541989419037118e-10,1.5888785954370241e-05,4.2093004932201904e-13,2.1972562649847184e-05,8.4613896648218005e-17,9.1682330812151311e-13,6.9929230739323659e-11,8.499583815630701e-08,1.6553584108174701e-11,3.9734542989744107e-10,5.7783687239780178e-20,5.4384108684643307e-14
5.434173219480743e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44454017487254821,0.10466769455681992,0.021491466450220743,0.0,0.0015278893954008056,0.0012126572509490064,6.6504502798617424e-05,0.00023480187033017214,5.3028669524428358e-05,0.0055639742287927263,5.6976883651379136e-10,0.00030519504826909745,1.7601826620868038e-08,0.00022593280500145547,3.3759525265187599e-09,1.1520619724032046e-10,0.00066407329397384163,7.5000451400097892e-06,0.0075500487018485916,9.9930402735180681e-05,7.5356216406696885e-05,5.515452763213184e-07,2.9748640588588642e-08,1.428816218191663e-07,6.8972556869745192e-08,2.4324362978276176e-05,1.1864230805119183e-05,6.477415447555069e-07,2.5133354702776674e-09,7.4204729290243152e-07,2.1245761892197223e-12,1.3517880752800608e-08,5.982225922438901e-06,9.198768469899664e-06,1.613085777009382e-13,2.0588981915441145e-08,9.1415821199239846e-08,2.0683473801888958e-10,1.59742148238224e-05,4.2307265182357469e-13,2.2045183052868995e-05,8.6608935539785653e-17,9.259931944770231e-13,7.0902974423699326e-11,8.6550822372823955e-08,1.6856430588523404e-11,4.0464030101712863e-10,5.9606665031108947e-20,5.5550531322002886e-14
5.454319232933777e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44454162235160349,0.10464510525122704,0.021485331381645201,0.0,0.0015368204485673874,0.0012159283738181433,6.6960279821738747e-05,0.0002366475896487219,5.3578842373867398e-05,0.0055811157210743775,5.7747286294163199e-10,0.0003050806494589783,1.7748948258901065e-08,0.00022763070267666771,3.4143589722195021e-09,1.1716675770720228e-10,0.00066468484881402701,7.5971909714592056e-06,0.0075484409761808645,9.9879488722874409e-05,7.5446382654769208e-05,5.5192282650605111e-07,2.983177318822773e-08,1.4332382653507063e-07,6.9375478792625941e-08,2.439037815658726e-05,1.2017927282797233e-05,6.5284809465570694e-07,2.5322317787764213e-09,7.5216368220763345e-07,2.1521021997906637e-12,1.3577125584594041e-08,6.0013358903545197e-06,9.217154967144831e-06,1.6232100427798694e-13,2.0745803508939815e-08,9.2365954890420542e-08,2.0825293789842595e-10,1.6059598892961986e-05,4.2521265791469541e-13,2.2117664273096732e-05,8.8641129464866372e-17,9.3521196559096991e-13,7.1885656411790474e-11,8.8127211015281245e-08,1.7163445786022047e-11,4.1203597190165736e-10,6.1478552898973594e-20,5.6736578261287617e-14
5.47446524638681e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44454306964093304,0.10462252558444728,0.021479190248510249,0.0,0.0015457613971682142,0.0012191903906688291,6.7417130397846257e-05,0.00023849802612447768,5.4131957910427182e-05,0.0055982260562623112,5.8523899870268615e-10,0.00030496687811337817,1.7896513553250225e-08,0.00022933183386839907,3.4529969086040683e-09,1.1914991462029521e-10,0.00066529142893964556,7.6951373247309696e-06,0.0075468339126161703,9.9828670462255031e-05,7.5536229907972966e-05,5.5229779623287513e-07,2.9914678521649221e-08,1.4376524145329714e-07,6.9778848460967847e-08,2.4456209895862888e-05,1.2172890498990969e-05,6.579677843310278e-07,2.5511641811892174e-09,7.6236881241894561e-07,2.1798551581402787e-12,1.3636268175448687e-08,6.0203807120417311e-06,9.2354368222510924e-06,1.6333554281471022e-13,2.0902940825653971e-08,9.3321184524216659e-08,2.0967448586102955e-10,1.6144937469165874e-05,4.2735004884387067e-13,2.2190005266170823e-05,9.0710974843598609e-17,9.4447962895572654e-13,7.2877311928900916e-11,8.9725196318247048e-08,1.7474667140418192e-11,4.195333520020065e-10,6.3400425270712803e-20,5.7942484318588959e-14
5.494611259839843e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44454451673478457,0.10459995558075931,0.021473043075157908,0.0,0.0015547121752910497,0.0012224433440532105,6.7875051993099018e-05,0.00024035314513051842,5.4688013311705371e-05,0.0056153053045051079,5.93067312176732e-10,0.00030485373132991926,1.8044519936265661e-08,0.00023103616394713202,3.4918662170408221e-09,1.2115578479590951e-10,0.00066589309301092066,7.7938864848329922e-06,0.0075452275131519704,9.9777947517090996e-05,7.5625760361223971e-05,5.526702068684805e-07,2.9997357062958078e-08,1.442058682708767e-07,7.0182662912748971e-08,2.452185905256982e-05,1.2329124070558936e-05,6.6310051784948386e-07,2.5701322925683389e-09,7.7266296829193896e-07,2.2078357137121362e-12,1.3695308391941104e-08,6.0393606246664528e-06,9.2536147332079828e-06,1.6435218949564063e-13,2.1060390782679841e-08,9.428150528853296e-08,2.1109937405379782e-10,1.6230229873924677e-05,4.2948480626466191e-13,2.2262205010974347e-05,9.2818971797905423e-17,9.5379619198290801e-13,7.3877976086581139e-11,9.1344971215267761e-08,1.7790132227594141e-11,4.2713335410330567e-10,6.5373374708120312e-20,5.9168485868888134e-14
5.514757273292876e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4445459636274714,0.10457739526397702,0.021466889885848099,0.0,0.0015636727177422254,0.0012256872763517751,6.8334042110340646e-05,0.00024221291216754625,5.5247005714427698e-05,0.005632353536070266,6.0095786937797319e-10,0.00030474120620854728,1.8192964848896249e-08,0.00023274365848393108,3.5309667754024913e-09,1.2318448447712565e-10,0.00066648989891315304,7.8934407220384458e-06,0.0075436217797482594,9.9727319452527205e-05,7.5714976189478442e-05,5.5304007954772406e-07,3.0079809287044991e-08,1.4464570868906187e-07,7.0586919218234683e-08,2.4587326479733402e-05,1.248663159103885e-05,6.6824619962968259e-07,2.5891357301917552e-09,7.8304643283089235e-07,2.2360445117824802e-12,1.3754246109241513e-08,6.0582758658405778e-06,9.2716893931057763e-06,1.653709405711213e-13,2.121815031546412e-08,9.5246912300186919e-08,2.1252759473777276e-10,1.6315475442593866e-05,4.3161691222858128e-13,2.2334262509427858e-05,9.4965624149504977e-17,9.6316166200918852e-13,7.4887683882751846e-11,9.2986729335921535e-08,1.8109878758993016e-11,4.3483689431089857e-10,6.7398512113937292e-20,6.0414820845881685e-14
5.53490328674591e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4445474103133718,0.10455484465745642,0.021460730704758697,0.0,0.0015726429600374816,0.0012289222297734599,6.8794098288745624e-05,0.00024407729286487112,5.5808932215032359e-05,0.0056493708213345281,6.0891073397303675e-10,0.00030462929985194796,1.834184574075661e-08,0.00023445428325013316,3.5702984581124112e-09,1.2523612933119614e-10,0.0006670819037661171,7.9938022919366816e-06,0.0075420167143281352,9.9676785835073079e-05,7.5803879547970567e-05,5.5340743517642621e-07,3.0162035669529229e-08,1.4508476441306504e-07,7.0991614479566279e-08,2.4652613026939555e-05,1.2645416630728195e-05,6.7340473444361149e-07,2.6081741135597234e-09,7.9351948729374517e-07,2.2644821934745682e-12,1.3813081210927864e-08,6.0771266735714384e-06,9.289661490140926e-06,1.6639179235659753e-13,2.1376216377751821e-08,9.6217400605922149e-08,2.1395914028684351e-10,1.6400673524148697e-05,4.3374634917807763e-13,2.2406176786280644e-05,9.7151439417748358e-17,9.7257604630197823e-13,7.5906470201829437e-11,9.4650665002875869e-08,1.8433944581045764e-11,4.4264489203642665e-10,6.9476966939373769e-20,6.1681728741764344e-14
5.555049300198943e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44454885678692796,0.104532303784103,0.021454565555985516,0.0,0.0015816228383929197,0.0012321482463557832,6.9255218103467266e-05,0.00024594625298135351,5.6373789870246402e-05,0.005666357230774439,6.1692596729901076e-10,0.00030451800936594746,1.8491160070190892e-08,0.00023616800421700997,3.6098611361898116e-09,1.2731083444703431e-10,0.00066766916393337552,8.0949734354845569e-06,0.0075404123187783733,9.9626346232590813e-05,7.5892472572446613e-05,5.5377229443412797e-07,3.0244036686702608e-08,1.4552303715180265e-07,7.1396745830353971e-08,2.471771954033708e-05,1.2805482736765399e-05,6.7857602741930907e-07,2.6272470643910731e-09,8.0408241119712087e-07,2.2931493957731307e-12,1.3871813588802703e-08,6.0959132862129403e-06,9.3075317076223475e-06,1.6741474123191255e-13,2.1534585941532119e-08,9.7192965183407827e-08,2.1539400318665277e-10,1.6485823480943044e-05,4.3587309993963476e-13,2.2477946888898723e-05,9.9376928817284447e-17,9.8203935206495093e-13,7.6934369814854595e-11,9.633697322894912e-08,1.8762367674598788e-11,4.5055826998393097e-10,7.1609887392651039e-20,6.2969450606970059e-14
5.575195313651976e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44455030304264548,0.10450977266637855,0.02144839446354237,0.0,0.0015906122897160605,0.0012353653679649836,6.9717399165287951e-05,0.00024781975840630838,5.6941575697654163e-05,0.0056833128349570994,6.250036283815151e-10,0.0003044073318598994,1.8640905304333516e-08,0.00023788478755540387,3.649654677294185e-09,1.2940871433278936e-10,0.00066825173503151896,8.1969563790580343e-06,0.0075388085949499922,9.9576000214284641e-05,7.5980757379395529e-05,5.5413467777682051e-07,3.0325812815474957e-08,1.4596052861764473e-07,7.1802310435274836e-08,2.4782646862640164e-05,1.2966833433211502e-05,6.8375998404342518e-07,2.646354206619197e-09,8.1473548232142102e-07,2.3220467515389064e-12,1.3930443142713898e-08,6.1146359424177745e-06,9.3253007239789859e-06,1.6843978364061199e-13,2.1693255996981952e-08,9.8173600942224569e-08,2.1683217603351173e-10,1.6570924688471876e-05,4.3799714771697714e-13,2.254957188704968e-05,1.0164260725555429e-16,9.9155158644344949e-13,7.7971417379622859e-11,9.8045849714176675e-08,1.9095186154342568e-11,4.5857795413597343e-10,7.3798440648560755e-20,6.4278229049870892e-14
5.595341327105009e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44455174907509237,0.10448725132630828,0.021442217451361122,0.0,0.0015996112515970051,0.0012385736362961833,7.0180639120270795e-05,0.00024969777516036917,5.7512286676258064e-05,0.0057002377045311456,6.3314377395280331e-10,0.00030429726444705586,1.8791078919166794e-08,0.00023960459963533724,3.6896789457687467e-09,1.3152988291350508e-10,0.00066882967193932126,8.2997533345041303e-06,0.0075372055446587989,9.952574735069101e-05,7.6068736066276483e-05,5.5449460543963727e-07,3.0407364533320709e-08,1.463972405261706e-07,7.2208305489675638e-08,2.4847395833131343e-05,1.312947222113233e-05,6.8895651016367407e-07,2.6654951663877537e-09,8.2547897671598472e-07,2.3511748895232728e-12,1.3988969780378142e-08,6.1332948810913031e-06,9.3429692127681241e-06,1.6946691608925055e-13,2.1852223552407639e-08,9.9159302724836724e-08,2.1827365153331809e-10,1.6655976535137522e-05,4.4011847608438443e-13,2.2621050872684658e-05,1.0394899333011557e-16,1.0011127565297401e-12,7.901764744081783e-11,9.9777490842880962e-08,1.9432438268241046e-11,4.6670487373977716e-10,7.604381305903223e-20,6.5608308236435004e-14
5.615487340558042e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44455319487889861,0.10446473978548741,0.021436034543291703,0.0,0.0016086196622997037,0.0012417730928735537,7.0644935649413534e-05,0.00025158026939631434,5.8085919747031483e-05,0.0057171319102179352,6.4134645846988524e-10,0.00030418780424492552,1.8941678399575665e-08,0.00024132740702559658,3.7299338026829973e-09,1.336744535288611e-10,0.00066940302880681734,8.4033664991931045e-06,0.0075356031696859433,9.947558721366927e-05,7.6156410711742835e-05,5.5485209743951667e-07,3.0488692318226662e-08,1.4683317459592958e-07,7.2614728219180123e-08,2.4911967287664594e-05,1.3293402578681084e-05,6.9416551199117826e-07,2.6846695720460821e-09,8.363131687043124e-07,2.3805344343829531e-12,1.404739341720821e-08,6.1518903413463788e-06,9.3605378426849806e-06,1.7049613514670781e-13,2.2011485634184649e-08,1.0015006530755141e-07,2.1971842250048255e-10,1.6740978422019608e-05,4.4223706898011102e-13,2.2692382959717715e-05,1.0629660932579913e-16,1.0107228693681446e-12,8.0073094430146058e-11,1.015320936807458e-07,1.9774162396961768e-11,4.7493996129338741e-10,7.8347210364704255e-20,6.6959933889842869e-14
5.635633354011076e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44455464044875526,0.10444223806508812,0.021429845763102199,0.0,0.0016176374607533316,0.0012449637790505033,7.1110286468304226e-05,0.00025346720739985543,5.8662471813464195e-05,0.0057339955228029264,6.4961173413266956e-10,0.00030407894837561822,1.9092701239399458e-08,0.00024305317649329282,3.7704191058744064e-09,1.3584253893099516e-10,0.00066997185906430168,8.5077980560709854e-06,0.007534001471778449,9.9425519376393216e-05,7.624378337586302e-05,5.5520717357782954e-07,3.0569796648641052e-08,1.4726833254820674e-07,7.3021575879301353e-08,2.4976362058668795e-05,1.3458627961181444e-05,6.9938689610270945e-07,2.7038770541443476e-09,8.4723833088935054e-07,2.4101260066948106e-12,1.4105713976142778e-08,6.1704225624598683e-06,9.3780072775728559e-06,1.7152743744350687e-13,2.2171039286695384e-08,1.0114588340146426e-07,2.2116648185685905e-10,1.6825929762648568e-05,4.4435291069990982e-13,2.2763567283802685e-05,1.086859812117004e-16,1.0203819319600371e-12,8.1137792666474602e-11,1.0330985597189544e-07,2.0120397053307012e-11,4.8328415253185323e-10,8.0709857907495425e-20,6.8333353290063277e-14
5.655779367464109e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44455608577941358,0.10441974618586596,0.021423651134478881,0.0,0.0016266645865437616,0.0012481457360098761,7.1576689326779082e-05,0.00025535855559038914,5.9241939742100262e-05,0.0057508286131272707,6.5793965090212069e-10,0.00030397069396617639,1.924414494148085e-08,0.00024478187500339739,3.8111347099892623e-09,1.3803425128240434e-10,0.0006705362154312437,8.6130501737123074e-06,0.0075324004526497535,9.9375543413343203e-05,7.6330856100338457e-05,5.5555985344298074e-07,3.0650678003423652e-08,1.4770271610679483e-07,7.3428845755058201e-08,2.5040580975151472e-05,1.3625151801211006e-05,7.0462056944282434e-07,2.7231172454284362e-09,8.582547341588368e-07,2.4399502229707067e-12,1.416393138748013e-08,6.1888917838299564e-06,9.3953781764346129e-06,1.7256081967114149e-13,2.2330881572265311e-08,1.0214675165339209e-07,2.2261782263068282e-10,1.6910829982782778e-05,4.4646598589066046e-13,2.2834603002107843e-05,1.1111763863800253e-16,1.0300899512687144e-12,8.2211776355970401e-11,1.0511097613597739e-07,2.0471180881645665e-11,4.9173838641342703e-10,8.3133000844161983e-20,6.972881527338842e-14
5.675925380917142e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44455753086568484,0.10439726416816647,0.021417450681026233,0.0,0.0016357009799051439,0.0012513190047641588,7.2044142008582102e-05,0.00025725428052171236,5.9824320363068493e-05,0.0057676312520795903,6.6633025651842134e-10,0.00030386303814889412,1.9396007017712034e-08,0.00024651346971825557,3.852080466522675e-09,1.4024970215392366e-10,0.00067109614992512422,8.719125006373104e-06,0.0075308001139802218,9.932565890029888e-05,7.6417630908717966e-05,5.5591015641297e-07,3.0731336861797096e-08,1.4813632699777044e-07,7.3836535160597098e-08,2.5104624862702714e-05,1.3792977508685156e-05,7.0986643932589983e-07,2.7423897808345722e-09,8.6936264769070012e-07,2.4700076956724384e-12,1.4222045588714035e-08,6.2072982449352055e-06,9.4126511934445017e-06,1.7359627858140585e-13,2.2491009571097233e-08,1.0315266464679315e-07,2.2407243795551428e-10,1.6995678520189178e-05,4.4857627954409757e-13,2.2905489293088456e-05,1.135921149326408e-16,1.0398469342241375e-12,8.3295079592241022e-11,1.0693565326525027e-07,2.0826552657345993e-11,5.0030360510578622e-10,8.5617904360846481e-20,7.1146570231929111e-14
5.696071394370175e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4445589757024388,0.10437479203193163,0.021411244426267073,0.0,0.0016447465817115868,0.0012544836261557078,7.251264233102695e-05,0.0002591543488827031,6.0409610470605616e-05,0.0057844035105879656,6.7478359651914223e-10,0.00030375597806162394,1.9548284989078273e-08,0.00024824792799707838,3.893256223857742e-09,1.4248900252278096e-10,0.00067165171387019017,8.8260246940441506e-06,0.0075292004574176669,9.9275865414332726e-05,7.6504109806609468e-05,5.5625810165793371e-07,3.0811773703299386e-08,1.4856916694927571e-07,7.4244641438817643e-08,2.5168494543499414e-05,1.3962108470941288e-05,7.1512441343807187e-07,2.761694297483712e-09,8.8056233895851577e-07,2.5002990332267341e-12,1.4280056524373683e-08,6.225642185294201e-06,9.4298269779614305e-06,1.7463381098573354e-13,2.2651420381204095e-08,1.0416361690267428e-07,2.2553032106918848e-10,1.7080474824427453e-05,4.5068377699064247e-13,2.2976225356257525e-05,1.1610994709779975e-16,1.049652887727554e-12,8.4387736356477831e-11,1.0878408712167569e-07,2.1186551286209296e-11,5.0898075397227595e-10,8.8165853888599262e-20,7.2586870113070064e-14
5.716217407823208e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44456042028460385,0.10435232979670614,0.021405032393642592,0.0,0.0016538013334689368,0.0012576396408569836,7.2982188144660699e-05,0.00026105872749796453,6.0997806823572307e-05,0.0058011454596120912,6.8329971425740934e-10,0.00030364951084807138,1.9700976385698704e-08,0.00024998521739541275,3.9346618273039465e-09,1.4475226277072592e-10,0.00067220295790612866,8.9337513625043974e-06,0.0075276014845778597,9.92261625338038e-05,7.6590294781888444e-05,5.5660370814264172e-07,3.0891989007737437e-08,1.4900123769130534e-07,7.4653161961003389e-08,2.5232190836309769e-05,1.4132548052823369e-05,7.2039439983907404e-07,2.7810304346756958e-09,8.9185407373701209e-07,2.5308248400403144e-12,1.4337964145865429e-08,6.2439238444270716e-06,9.4469061745422898e-06,1.7567341375453855e-13,2.2812111118340139e-08,1.051796028804857e-07,2.2699146531277208e-10,1.716521835663756e-05,4.5278846389333177e-13,2.3046810411954828e-05,1.1867167580625429e-16,1.0595078186559934e-12,8.5489780517600522e-11,1.1065647813401478e-07,2.1551215803904396e-11,5.1777078155817079e-10,9.0778155319877566e-20,7.4049968418885485e-14
5.736363421276242e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4445618646071659,0.10432987748164374,0.021398814606512384,0.0,0.0016628651773066604,0.0012607870893707963,7.3452777332929755e-05,0.00026296738332843786,6.158890614596197e-05,0.0058178571701356391,6.9187865092006666e-10,0.00030354363365807976,1.9854078746864633e-08,0.00025172530566459125,3.9762971191347496e-09,1.4703959268223242e-10,0.00067274993199665947,9.0423071233746083e-06,0.0075260031970450234,9.9176549838352475e-05,7.6676187804903908e-05,5.5694699462898128e-07,3.0971983255141688e-08,1.4943254095549775e-07,7.5062094126456683e-08,2.5295714556497981e-05,1.4304299596766821e-05,7.2567630696398249e-07,2.8003978338831667e-09,9.0323811610762811e-07,2.561585716515008e-12,1.4395768411318912e-08,6.2621434618173289e-06,9.4638894229569025e-06,1.7671508381656546e-13,2.2973078915930477e-08,1.0620061697900364e-07,2.2845586412952547e-10,1.7249908589330723e-05,4.5489032624184446e-13,2.3117243701114446e-05,1.2127784539754822e-16,1.0694117338666465e-12,8.6601245832403281e-11,1.1255302739492928e-07,2.192058537540305e-11,5.2667463957695966e-10,9.345613522600777e-20,7.5536120205515687e-14
5.756509434729275e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44456330866516763,0.10430743510551325,0.02139259108815458,0.0,0.0016719380559698219,0.0012639260120305669,7.3924407811847896e-05,0.00026488028347197907,6.2182905127402548e-05,0.005834538713158797,7.0052044554582918e-10,0.00030343834364790202,2.0007589621075385e-08,0.00025346816075116181,4.018161938624414e-09,1.4935110144277147e-10,0.00067329268543804641,9.1516940741711916e-06,0.0075244055963723357,9.9127026908895293e-05,7.6761790828680488e-05,5.5728797967838992e-07,3.1051756925721885e-08,1.4986307847493176e-07,7.5471435362138049e-08,2.5359066516029239e-05,1.4477366422883681e-05,7.3097004362486799e-07,2.8197961387452641e-09,9.1471472846411737e-07,2.5925822590629187e-12,1.4453469285434232e-08,6.2803012768757904e-06,9.480777358202718e-06,1.777588181582416e-13,2.3134320924999422e-08,1.0722665353720048e-07,2.299235110638727e-10,1.7334545006183775e-05,4.5698935034662612e-13,2.3187524485030941e-05,1.2392900387401693e-16,1.0793646402011272e-12,8.772216594570259e-11,1.144739366580871e-07,2.2294699294416221e-11,5.3569328289664916e-10,9.6201141075609204e-20,7.7045582082504511e-14
5.776655448182308e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44456475245370775,0.10428500268670467,0.021386361861765887,0.0,0.0016810199128111639,0.0012670564490005946,7.4397077529666402e-05,0.00026679739516390468,6.277980042365157e-05,0.0058511901596909749,7.0922513504342293e-10,0.0003033336379804633,2.016150656607156e-08,0.00025521375079629933,4.0602561220840955e-09,1.516868976371549e-10,0.00067383126686752749,9.2619142983602154e-06,0.0075228086840824068,9.9077593327620596e-05,7.6847105789119128e-05,5.5762668165428327e-07,3.1131310499823828e-08,1.5029285198392752e-07,7.5881183122310186e-08,2.5422247523474836e-05,1.465175182904808e-05,7.3627551901235437e-07,2.8392249950611254e-09,9.262841715181975e-07,2.6238150601216493e-12,1.4511066739334238e-08,6.2983975289044483e-06,9.4975706105213194e-06,1.7880461382303883e-13,2.3295834314097342e-08,1.0825770683510305e-07,2.3139439976037676e-10,1.7419127101836777e-05,4.5908552283310896e-13,2.3257652045124391e-05,1.266257028966531e-16,1.0893665444896167e-12,8.8852574390486281e-11,1.1641940833527261e-07,2.2673596982831268e-11,5.4482766952609037e-10,9.9014541453970947e-20,7.8578612212098358e-14
5.796801461635341e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44456619596794067,0.10426258024323529,0.021380126950461681,0.0,0.0016901106917832794,0.0012701784402763395,7.4870784466546253e-05,0.00026871868577750524,6.3379588657084087e-05,0.0058678115807437184,7.1799275420970615e-10,0.00030322951382561272,2.031582714886606e-08,0.00025696204413519751,4.1025795028971773e-09,1.5404708924794697e-10,0.00067436572427166208,9.3729698654115463e-06,0.0075212124616677685,9.9028248677984442e-05,7.6932134605193231e-05,5.5796311872442581e-07,3.1210644457887224e-08,1.5072186321785282e-07,7.6291334888186121e-08,2.548525838401767e-05,1.4827459090981921e-05,7.4159264269709161e-07,2.8586840507831626e-09,9.3794670430524289e-07,2.6552847081695652e-12,1.4568560750416852e-08,6.3164324570627462e-06,9.5142698054143187e-06,1.7985246791083668e-13,2.3457616269226177e-08,1.0929377109463946e-07,2.3286852396272289e-10,1.7503654381693897e-05,4.6117883063602458e-13,2.332762568270439e-05,1.2936849778081813e-16,1.0994174535548981e-12,8.9992504588064051e-11,1.1838964549350126e-07,2.3057317990150013e-11,5.5407876060132688e-10,1.0189772628337721e-19,8.0135470308506658e-14
5.816947475088374e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44456763920307574,0.10424016779275533,0.021373886377276084,0.0,0.0016992103374308854,0.0012732920256847125,7.5345526634232592e-05,0.00027064412282452714,6.3982266417173965e-05,0.0058844030473237672,7.2682333574777112e-10,0.00030312596836036526,2.0470548945772703e-08,0.00025871300929644424,4.1451319115539032e-09,1.5643178365394299e-10,0.00067489610499460071,9.484862830853177e-06,0.0075196169305913416,9.8978992544707244e-05,7.7016879179143952e-05,5.5829730886330307e-07,3.128975928040447e-08,1.5115011391293289e-07,7.6701888167581721e-08,2.5548099899457816e-05,1.5004491462340831e-05,7.4692132463113839e-07,2.878172956010154e-09,9.4970258419002024e-07,2.6869917877410984e-12,1.4625951302213394e-08,6.3344063003332993e-06,9.5308755636614328e-06,1.8090237757729592e-13,2.361966399376381e-08,1.1033484048047349e-07,2.3434587751270664e-10,1.7588126361727592e-05,4.6326926099381072e-13,2.3397444718733186e-05,1.3215794749179805e-16,1.1095173742162761e-12,9.114198984821933e-11,1.2038485185213928e-07,2.3445901992927706e-11,5.6344752037196355e-10,1.0485210704437059e-19,8.1716417637124519e-14
5.837093488541408e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44456908215437652,0.104217765352554,0.021367640165162068,0.0,0.0017083187948831889,0.0012763972448843783,7.5821302075731241e-05,0.00027257367395562375,6.4587830260968778e-05,0.0059009646304262944,7.3571691028501646e-10,0.00030302299876913382,2.0625669542432606e-08,0.0002604666150013793,4.187913175685301e-09,1.5884108762871349e-10,0.00067542245574626751,9.5975952363256591e-06,0.0075180220922868987,9.8929824513770424e-05,7.7101341396670691e-05,5.5862926985443137e-07,3.136865544788053e-08,1.5157760580606589e-07,7.7112840494572611e-08,2.5610772868218375e-05,1.5182852174800309e-05,7.5226147514925895e-07,2.8976913629801407e-09,9.6155206687246131e-07,2.7189368794420988e-12,1.4683238384245799e-08,6.3523192974905517e-06,9.5473885013372953e-06,1.8195434003323119e-13,2.3781974708387215e-08,1.1138090910082801e-07,2.3582645434923073e-10,1.7672542568285831e-05,4.6535680144310869e-13,2.3467108493588134e-05,1.3499461464021132e-16,1.1196663132933893e-12,9.2301063369362168e-11,1.2240523178002754e-07,2.3839388794212945e-11,5.7293491618755682e-10,1.0787911699795484e-19,8.3321717013717425e-14
5.857239501994441e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44457052481715992,0.10419537293956499,0.02136138833699152,0.0,0.0017174360098463461,0.0012794941373660655,7.6298108864987426e-05,0.00027450730696077684,6.5196276713557643e-05,0.005917496401028322,7.4467350639119513e-10,0.00030292060224395266,2.0781186533838375e-08,0.00026222283016343588,4.2309231200964219e-09,1.6127510733921316e-10,0.00067594482261046807,9.7111691096366782e-06,0.0075164279481595301,9.8880744172413892e-05,7.7185523127121442e-05,5.5895901929267906e-07,3.1447333440793703e-08,1.5200434063464177e-07,7.7524189429155143e-08,2.5673278085351522e-05,1.5362544438142074e-05,7.5761300497013575e-07,2.9172389260631399e-09,9.73495406393473e-07,2.7511205599652121e-12,1.4740421991891048e-08,6.3701716870681064e-06,9.5638092298311478e-06,1.8300835254399748e-13,2.3944545650994472e-08,1.1243197100829682e-07,2.3731024850730684e-10,1.7756902537902596e-05,4.6744143981335194e-13,2.3536616366823476e-05,1.37879065477261e-16,1.1298642776099176e-12,9.3469758238683538e-11,1.2445099029261063e-07,2.4237818322988454e-11,5.8254191848402775e-10,1.1098021140871985e-19,8.4951632803568532e-14
