Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),CH3OO(84),H2X(56)
7.616222975693807e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32008049072001149,0.11285401554243392,0.016886764293074532,9.7481518616452201e-22,1.0170249048060197e-08,9.8447349793727852e-05,3.8264691566028884e-13,2.2785832721114797e-07,3.518739283480135e-08,0.00023219465401460717,1.1927083563729486e-10,6.3562767796603332e-08,2.5301134856894577e-08,8.0378435924608558e-12,2.4297594239892608e-12,7.6100952219814228e-16,1.378931677524403e-08,4.6406952730309975e-09,0.0055831616327703644,0.011869486576949199,1.2649241206929206e-08,2.7493258932874181e-10,3.2956617377118931e-05,3.0395133474847194e-08,1.45472872073218e-06
7.639362246524265e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32005113943767566,0.11285351046693437,0.016871847827112669,1.0016322452207662e-21,1.0261597244936431e-08,9.8936970281326533e-05,3.8978005013134861e-13,2.3077411682059183e-07,3.5448355371828212e-08,0.00023323283463491491,1.2172269244116274e-10,6.3782549099200212e-08,2.5609492600015504e-08,8.1466962240410705e-12,2.4664402619921877e-12,7.7880684389530877e-16,1.3858657547757518e-08,4.7143020246163933e-09,0.0055826215197169191,0.011899318867927663,1.2684199555349489e-08,2.7608301720797846e-10,3.300856040079358e-05,3.0504128798255351e-08,1.4618539991386242e-06
7.662501517354723e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32002181961712772,0.11285300487142848,0.016856947266682677,1.0290853319821376e-21,1.0353402480577464e-08,9.94266775151656e-05,3.9702069081893816e-13,2.3371598222195475e-07,3.5710250412146063e-08,0.00023427094799040264,1.2421543998154321e-10,6.400275631421191e-08,2.5920347784556056e-08,8.2565770265115916e-12,2.5035335971406616e-12,7.9695292067244419e-16,1.3927978433819154e-08,4.7888045239743548e-09,0.0055820819342328725,0.011929119346910861,1.2719084902353529e-08,2.7723357887956102e-10,3.3060325959176566e-05,3.0612904206773812e-08,1.4689794535325454e-06
7.685640788185182e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31999253121393001,0.1128524987704653,0.016842062589742704,1.0571869925747083e-21,1.0445664606058513e-08,9.9916464111606145e-05,4.0437004735596024e-13,2.3668403762367817e-07,3.5973076061144501e-08,0.00023530897931759963,1.267495865213233e-10,6.4223390318678363e-08,2.6233707659531356e-08,8.3674906095086995e-12,2.5410422525906977e-12,8.1545317513446951e-16,1.3997277902778055e-08,4.8642100149340483e-09,0.0055815428762773112,0.011958888057989232,1.2753897073476417e-08,2.7838426473304359e-10,3.3111914549249105e-05,3.0721458137825808e-08,1.4761049756370656e-06
7.70878005901564e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31996327418372794,0.11285199217852337,0.016827193774291378,1.0859499661874129e-21,1.0538383462348075e-08,0.00010040632272340048,4.1182933769807355e-13,2.3967839683527199e-07,3.6236830410889748e-08,0.00023634691392671574,1.2932564406010827e-10,6.4444451955626395e-08,2.654957939650243e-08,8.4794415608887408e-12,2.5789690531965516e-12,8.3431308951987478e-16,1.4066554431675027e-08,4.9405257623070078e-09,0.0055810043458070805,0.011988625045172183,1.2788635899755591e-08,2.7953506512395279e-10,3.3163326666847612e-05,3.0829789044587716e-08,1.4832304577517598e-06
7.731919329846099e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31993404848225099,0.11285148511001059,0.016812340798367749,1.1153871870692258e-21,1.0631558880359168e-08,0.00010089624603972418,4.1939978812943258e-13,2.4269917326260974e-07,3.650151154025935e-08,0.00023738473720181011,1.3194412833160817e-10,6.4665942034224253e-08,2.6867970089187656e-08,8.592434446477113e-12,2.6173168253776106e-12,8.5353820600907714e-16,1.4135806505267173e-08,5.0177590516628332e-09,0.0055804663427767628,0.012018330352388275,1.2823301216499185e-08,2.8068597043888898e-10,3.3214562806755109e-05,3.0937895395939806e-08,1.4903557927527898e-06
7.755058600676557e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31990485406531205,0.1128509775792641,0.016797503640051194,1.145511786532925e-21,1.0725190681001004e-08,0.0001013862267862091,4.2708263326803775e-13,2.4574647990327114e-07,3.6767117515076383e-08,0.00023842243460078777,1.3460555880071509e-10,6.4887861329935801e-08,2.7188886753082038e-08,8.7064738098206032e-12,2.6560883969853121e-12,8.7313412703051041e-16,1.4205032616051681e-08,5.0959171891037589e-09,0.0055799288671386799,0.012048004023485421,1.2857892857692057e-08,2.8183697124653634e-10,3.3265623462614307e-05,3.1045775676399546e-08,1.497480874093026e-06
7.778197871507015e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3198756908888073,0.11285046960055028,0.016782682277461308,1.1763370949653207e-21,1.0819278675230765e-08,0.00010187625772496507,4.3487911607069208e-13,2.488204293419229e-07,3.7033646388243499e-08,0.00023945999165553199,1.3731045866026206e-10,6.5110210584675939e-08,2.7512336325082943e-08,8.8215641719415682e-12,2.695286597170001e-12,8.9310651556433794e-16,1.4274231264289028e-08,5.1750075010381075e-09,0.0055793919188428893,0.012077646102231067,1.289241066395117e-08,2.8298805807404308e-10,3.3316509127013312e-05,3.1153428386106203e-08,1.5046055958021292e-06
7.801337142337474e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31984655890871555,0.11284996118806474,0.016767876688757812,1.2078766438437882e-21,1.0913822664105221e-08,0.00010236633165461201,4.4279048783756578e-13,2.5192113374575272e-07,3.7301096199876266e-08,0.00024049739397194277,1.400593548274767e-10,6.5332990506965402e-08,2.7838325663124262e-08,8.937710031095325e-12,2.7349142562479078e-12,9.1346109544385324e-16,1.4343400958025357e-08,5.2550373339526639e-09,0.0055788554978371679,0.012107256632312388,1.2926854479072266e-08,2.8413922146910756e-10,3.33672202914451e-05,3.1260852040740879e-08,1.511729852486625e-06
7.824476413167932e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3198174580810989,0.11284945235593213,0.016753086852140463,1.2401441677588967e-21,1.1008822438832936e-08,0.00010285644141030046,4.5081800821637159e-13,2.5504870485994322e-07,3.7569464977436276e-08,0.00024153462723008025,1.4285277794011943e-10,6.5556201772087878e-08,2.8166861545817184e-08,9.0549158625295612e-12,2.7749742055680926e-12,9.3420365165445037e-16,1.4412540213114272e-08,5.3360140541839864e-09,0.0055783196040670256,0.012136835657336472,1.2961224146812389e-08,2.8529045217851104e-10,3.3417757446394969e-05,3.1368045171495007e-08,1.5188535393299135e-06
7.847615683998391e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31978838836210199,0.11284894311820631,0.016738312745848957,1.2731536064429886e-21,1.1104277780826462e-08,0.00010334657986373684,4.5896294520614997e-13,2.5820325400319577e-07,3.7838750735863743e-08,0.00024257167718404695,1.4569126235231745e-10,6.577984502224387e-08,2.8497950672098934e-08,9.1731861182475104e-12,2.8154692773795021e-12,9.5534003063020959e-16,1.4481647553237808e-08,5.4179450476886811e-09,0.0055777842374756734,0.012166383220830518,1.2995519515020235e-08,2.8644174090378652e-10,3.3468121081166237e-05,3.1475006325004462e-08,1.525976552092309e-06
7.870754954828849e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31975934970795178,0.11284843348886994,0.016723554348162833,1.3069191068045557e-21,1.120018846175436e-08,0.00010383673992319643,4.6722657516066435e-13,2.6138489206329055e-07,3.8108951477709762e-08,0.00024360852966234795,1.4857534613007977e-10,6.6003920866709457e-08,2.8831599660887674e-08,9.292525226771639e-12,2.8564023046979831e-12,9.768761405479498e-16,1.4550721509926926e-08,5.5008377198126667e-09,0.0055772493980040493,0.01219589936624201,1.3029740438866009e-08,2.875930783460015e-10,3.3518311684206093e-05,3.1581734063338727e-08,1.5330987871109771e-06
7.893894225659307e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31973034207495787,0.11284792348183495,0.016708811637401393,1.341455024968281e-21,1.1296554243593788e-08,0.00010432691453355733,4.7561018279140587e-13,2.6459372949271217e-07,3.8380065193267912e-08,0.00024464517056756781,1.5150557104651933e-10,6.6228429881990537e-08,2.91678150507473e-08,9.4129375929131437e-12,2.8977761211735861e-12,9.9881795161891327e-16,1.4619760622580985e-08,5.5846994950594283e-09,0.0055767150855907891,0.012225384136938912,1.3063886767534922e-08,2.8874445543463086e-10,3.356832974269049e-05,3.1688226963866476e-08,1.5402201412999407e-06
7.91471956940672e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31970426169230753,0.11284746416401199,0.016695556592149552,1.3732080940826906e-21,1.138367235403459e-08,0.00010476807832233719,4.8325907912336376e-13,2.6750502957472351e-07,3.862484645899799e-08,0.00024557795489573591,1.5418267490367818e-10,6.6430858806988282e-08,2.9472608513644822e-08,9.5222299789895926e-12,2.93539177314884e-12,1.0189174406664789e-15,1.4681864831489054e-08,5.6610098275578141e-09,0.0055762346550011924,0.012251893640964844,1.3094554569341769e-08,2.8978072114869942e-10,3.3613198871643767e-05,3.1783868624583745e-08,1.546628522224814e-06
7.933462378779392e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31968081077519261,0.1128470505342818,0.016683637887397629,1.4023383916865593e-21,1.1462393507574731e-08,0.00010516512674005866,4.9022785555996557e-13,2.701441788028475e-07,3.8845779253111155e-08,0.00024641729614626644,1.566247318738392e-10,6.6613345518527137e-08,2.9748708310338287e-08,9.6213420713128617e-12,2.9695547990844827e-12,1.0372957959800611e-15,1.4737732611237758e-08,5.7303699291729995e-09,0.0055758026324011232,0.012275730522047957,1.312210374864848e-08,2.9071337593132721e-10,3.3653462221261298e-05,3.1869781668147563e-08,1.5523953225979895e-06
7.952205188152063e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3196573801336437,0.11284663668124596,0.016671729436417912,1.4320003826187763e-21,1.1541412798097152e-08,0.00010556217228046817,4.9727766102804335e-13,2.7280136847547659e-07,3.906730743642915e-08,0.00024725647376220623,1.5909803746499715e-10,6.6796117351826238e-08,3.0026503283352709e-08,9.7211660809176e-12,3.0040120665051837e-12,1.0559511519504463e-15,1.4793574958722182e-08,5.8003791219797745e-09,0.0055753709554874084,0.012299546895030588,1.3149603737320543e-08,2.9164604059801876e-10,3.3693613227577893e-05,3.1955538155305499e-08,1.558161363659843e-06
7.970947997524735e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31963396974459907,0.11284622261216125,0.016659831227764352,1.4622021072919741e-21,1.1620730080720142e-08,0.00010595921126455328,5.0440919434249468e-13,2.754766564363329e-07,3.9289429917940725e-08,0.0002480954803945265,1.6160288669583629e-10,6.6979174551008249e-08,3.0305996751748714e-08,9.8217043021435882e-12,3.0387650819619252e-12,1.0748868018353573e-15,1.4849391112917286e-08,5.871041387438432e-09,0.0055749396242230119,0.012323342782808284,1.3177054463936754e-08,2.9257871038204446e-10,3.3733652147531327e-05,3.2041137359295411e-08,1.5639265917340131e-06
7.989690806897407e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31961057958503175,0.11284580833425371,0.016647943250007808,1.4929517001767349e-21,1.1700345206492729e-08,0.00010635624002907909,5.116231579197404e-13,2.7817010033346046e-07,3.9512145601612159e-08,0.00024893430872631521,1.641395761698839e-10,6.716251734639583e-08,3.0587191999379723e-08,9.9229590186850716e-12,3.0738153520207179e-12,1.0941060661501135e-15,1.4905180316219953e-08,5.9423607148000755e-09,0.0055745086385699102,0.012347118208242747,1.3204455858998722e-08,2.9351138047481154e-10,3.3773579237682663e-05,3.212657855988699e-08,1.5696909533922884e-06
8.008433616270079e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31958720963195014,0.11284539385471878,0.016636065491736067,1.524257390522876e-21,1.1780258022413219e-08,0.00010675325492658871,5.1892025777801436e-13,2.8088175761778356e-07,3.9735453386432458e-08,0.0002497729514727761,1.667084040732419e-10,6.7346145954566648e-08,3.0870092274788593e-08,1.0024932503515007e-11,3.1091643832164987e-12,1.1136122927642289e-15,1.4960941814454547e-08,6.0143411010240145e-09,0.0055740779984890789,0.012370873194161858,1.323180785167619e-08,2.9444404621133466e-10,3.381339475420658e-05,3.2211861043304503e-08,1.575454395454426e-06
8.02717642564275e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31956385986239755,0.11284497918072131,0.016624197941553769,1.5561275030818709e-21,1.1860468371447779e-08,0.00010715025232540521,5.2630120353756156e-13,2.8361168554167482e-07,3.9959352166458419e-08,0.00025061140138112374,1.6930967017224174e-10,6.7530060578411843e-08,3.1154700791105791e-08,1.0127627018810279e-11,3.1448136820070295e-12,1.1334088569973471e-15,1.5016674856878458e-08,6.0869865506949401e-09,0.0055736477039404981,0.012394607763359768,1.325911037136492e-08,2.9537670300462527e-10,3.385309895278227e-05,3.2296984102241326e-08,1.58121686498804e-06
8.045919235015422e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31954053025345186,0.11284456431939542,0.016612340588082388,1.5885704588309113e-21,1.1940976092548876e-08,0.00010754722860963648,5.3376670842069366e-13,2.863599411575454e-07,4.0183840830859342e-08,0.00025144965123072662,1.7194367581099285e-10,6.7714261407192429e-08,3.1441020725950775e-08,1.0231044815877041e-11,3.1807647547269089e-12,1.153499161714213e-15,1.5072378696187247e-08,6.160301075939811e-09,0.0055732177548831535,0.012418321938596939,1.3286363355146876e-08,2.9630934599973412e-10,3.3892692088730021e-05,3.238194703591088e-08,1.5869783093085563e-06
8.064662044388094e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31951722078222577,0.11284414927784453,0.016600493419960203,1.6215947756975183e-21,1.2021781020673755e-08,0.00010794418017918404,5.4131748925179014e-13,2.8912658131644403e-07,4.0408918263961806e-08,0.00025228769383313067,1.7461072390889046e-10,6.7898748616594686e-08,3.1729055221334924e-08,1.0335188135076999e-11,3.2170191075416502e-12,1.1738866374192564e-15,1.5128052588519744e-08,6.2342886963446219e-09,0.0055727881512750285,0.012442015742600227,1.3313566740074203e-08,2.9724197045004631e-10,3.3932174417006025e-05,3.2466749149912191e-08,1.5927386759792027e-06
8.083404853760766e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3194939314258668,0.11284373406314155,0.016588656425842271,1.6552090692857096e-21,1.2102882986803395e-08,0.00010834110344973677,5.4895426645715737e-13,2.9191166266666524e-07,4.0634583345294148e-08,0.00025312552203182709,1.7731111895800478e-10,6.8083522368785773e-08,3.2018807383565839e-08,1.0440059205755518e-11,3.2535782464017201e-12,1.1945747423501089e-15,1.5183695793462912e-08,6.3089534388708776e-09,0.0055723588930731071,0.012465689198062938,1.3340720449670404e-08,2.9817457218638048e-10,3.3971546191965622e-05,3.255138975618816e-08,1.5984979128109098e-06
8.097386988347764e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31947657065388363,0.11284342420443232,0.01657983264813858,1.6806747479853894e-21,1.2163578393709679e-08,0.00010863718762624537,5.547077390510755e-13,2.9400137680191889e-07,4.0803311521435026e-08,0.00025375039793388421,1.7934751334690971e-10,6.8221550278453925e-08,3.2236082953842781e-08,1.0518768294417559e-11,3.2810507535466589e-12,1.21020593151251e-15,1.5225185195921704e-08,6.3650967177571322e-09,0.0055720388914043961,0.012483336355677083,1.336094473150733e-08,2.9887027523836373e-10,3.4000845686242144e-05,3.2614426053336732e-08,1.602793536327925e-06
8.111369122934763e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31945922105398428,0.11284311425619345,0.01657101452142842,1.7064772591681681e-21,1.222443893756452e-08,0.00010893325259185741,5.6050977474737697e-13,2.9610140852871573e-07,4.097236563819461e-08,0.00025437514760533192,1.8140276377385245e-10,6.835973779364586e-08,3.2454317404315341e-08,1.0597884539966661e-11,3.3086943419138691e-12,1.2260078224876563e-15,1.5266656805455081e-08,6.4216207483311203e-09,0.0055717190819166186,0.012500972211011357,1.3381141311706519e-08,2.9956596101664119e-10,3.4030083902552005e-05,3.2677371808812277e-08,1.6070884806858745e-06
8.125351257521762e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31944188261671869,0.11284280422132791,0.016562202041019984,1.73262028731462e-21,1.2285464543910358e-08,0.00010922929687567414,5.6636067655467617e-13,2.9821178114208699e-07,4.1141745225266242e-08,0.00025499976811006367,1.8347699835669316e-10,6.8498084967096489e-08,3.2673511985600276e-08,1.0677408855821029e-11,3.3365096363920276e-12,1.2419818813345641e-15,1.5308110318430766e-08,6.4785272102859399e-09,0.0055713994645908288,0.012518596773450777,1.3401310163566426e-08,3.0026162764314207e-10,3.4059260946113567e-05,3.2740226743901531e-08,1.611382724486955e-06
8.13933339210876e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31942455533264791,0.11284249410272922,0.01655339520222663,1.7591075479445944e-21,1.234665513707832e-08,0.00010952531901168783,5.7226074859674146e-13,3.0033251787279748e-07,4.1311449810905112e-08,0.00025562425652187636,1.8557034569735123e-10,6.8636591847415746e-08,3.2893667937158291e-08,1.0757342151909974e-11,3.3644972617536756e-12,1.2581295828008472e-15,1.5349545432289325e-08,6.5358177855081261e-09,0.0055710800394077661,0.012536210052370034,1.3421451262059784e-08,3.0095727323029932e-10,3.4088376921968683e-05,3.2802990581889145e-08,1.6156762464099706e-06
8.153315526695759e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31940723919234359,0.11284218390328148,0.016544594000366866,1.7859427877859469e-21,1.2408010640192485e-08,0.0001098213175387795,5.7821029611236471e-13,3.0246364188703577e-07,4.1481478921938506e-08,0.0002562486099245051,1.8768293488112658e-10,6.8775258479100405e-08,3.3114786487273795e-08,1.0837685334657643e-11,3.3926578426446524e-12,1.2744524103436018e-15,1.5390961845545084e-08,6.5934941580581564e-09,0.0055707608063478627,0.012553812057133509,1.3441564582236955e-08,3.0165289589846152e-10,3.411743193501898e-05,3.2865663048030315e-08,1.6199690252103169e-06
8.167297661282758e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31938993418638773,0.11284187362585919,0.016535798430764345,1.8131297849436072e-21,1.2469530975174205e-08,0.00011011729100071792,5.8420962545519822e-13,3.0460517628610819e-07,4.165183208377588e-08,0.00025687282541165716,1.8981489547599437e-10,6.8914084902546485e-08,3.3336868853035347e-08,1.0918439306966997e-11,3.4209920035735514e-12,1.2909518561500443e-15,1.543235925778708e-08,6.6515580141508934e-09,0.0055704417653912389,0.012571402797095297,1.3461650099595523e-08,3.0234849377481835e-10,3.4146426090061869e-05,3.2928243869518413e-08,1.6242610397199112e-06
8.181279795869756e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31937264030537338,0.11284156327332744,0.016527008488747861,1.8406723490688549e-21,1.2531216062746402e-08,0.00011041323794616035,5.9025904409356804e-13,3.0675714410613809e-07,4.1822508820418972e-08,0.00025749690008700776,1.9196635753188245e-10,6.9053071154063033e-08,3.3559916240316539e-08,1.0999604968204099e-11,3.4495003689011974e-12,1.3076294211579825e-15,1.5473737369679919e-08,6.7100110421359935e-09,0.0055701229165177057,0.012588982281599206,1.3481707789948046e-08,3.0304406499400484e-10,3.4175359491784496e-05,3.299073277550179e-08,1.6285522688471431e-06
8.195261930456755e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31935535753990352,0.11284125284854173,0.016518224169651329,1.8685743215286828e-21,1.2593065822437928e-08,0.00011070915692865297,5.9635886061027746e-13,3.0891956831776463e-07,4.1993508654471978e-08,0.0002581208310641818,1.9413745157994018e-10,6.9192217265886218e-08,3.3783929843757273e-08,1.1081183214182534e-11,3.4781835628301291e-12,1.3244866150761933e-15,1.5515095882964678e-08,6.7688549324782808e-09,0.005569804259706759,0.012606550519978795,1.3501737629491379e-08,3.0373960769777934e-10,3.4204232244743388e-05,3.3053129497087846e-08,1.6328426915768568e-06
8.209244065043754e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3193380858805927,0.11284094235434811,0.016509445468813808,1.8968395755752564e-21,1.2655080172587937e-08,0.00011100504650663013,6.0250938470239446e-13,3.1109247182584366e-07,4.216483110715155e-08,0.00025874461546674765,1.9632830863179547e-10,6.9331523266192311e-08,3.4008910846744997e-08,1.1163174937147886e-11,3.5070422093940863e-12,1.3415249564046856e-15,1.5556434500459742e-08,6.8280913777381099e-09,0.005569485794937587,0.012624107521557352,1.352173959475856e-08,3.044351200349152e-10,3.4233044453358972e-05,3.3115433767324028e-08,1.6371322869703423e-06
8.223226199630752e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31932082531806533,0.1128406317935832,0.01650067238157945,1.925472016515553e-21,1.271725903035017e-08,0.0001113009052434129,6.0871092718101958e-13,3.132758774691512e-07,4.2336475698296905e-08,0.0002593682504282233,1.985390601787964e-10,6.9470989179110517e-08,3.4234860421396446e-08,1.1245581025762304e-11,3.5360769324475116e-12,1.3587459724548075e-15,1.559775292606161e-08,6.8877220725516882e-09,0.0055691675221890653,0.012641653295647941,1.3541713662643181e-08,3.0513060016129148e-10,3.4261796221924286e-05,3.3177645321192072e-08,1.6414210341652957e-06
8.237208334217751e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31930357584295671,0.11284032116907403,0.016491904903297536,1.9544755818811626e-21,1.2779602311697338e-08,0.00011159673170720818,6.1496379997103263e-13,3.1546980802008918e-07,4.2508441946379818e-08,0.00025999173309208199,2.0076983819123593e-10,6.9610615024736003e-08,3.4461779728539795e-08,1.1328402365089209e-11,3.5652883556550638e-12,1.3761511993691845e-15,1.5639050864745695e-08,6.9477487136113609e-09,0.0055688494414397544,0.01265918785155341,1.3561659810384659e-08,3.0582604623991704e-10,3.4290487654611745e-05,3.323976389561192e-08,1.6457089123757702e-06
8.265172603391748e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31926911011758929,0.11283969974008377,0.016474386755013615,2.0136119981579507e-21,1.2904781803158118e-08,0.00011218828211308981,6.2762478975193706e-13,3.1988933460085098e-07,4.2853337480468327e-08,0.0002612382301505926,2.0529200388353585e-10,6.9890346574400699e-08,3.4918532127068349e-08,1.1495294318050519e-11,3.6242437961794899e-12,1.4115204746357964e-15,1.5721584106660976e-08,7.0689966314004486e-09,0.0055682138558514694,0.01269422334596932,1.3601468256151848e-08,3.0721682894131215e-10,3.4347689928415859e-05,3.3363721063436574e-08,1.6542819790810462e-06
8.290340445648346e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31923812878999946,0.11283914026415413,0.016458639557623684,2.0681441854505324e-21,1.3018004807143879e-08,0.00011272055284102862,6.3919838224400999e-13,3.2390313079113455e-07,4.31648386695395e-08,0.0002623595281924706,2.0943177722224725e-10,7.0142652058434358e-08,3.5332937184556911e-08,1.1646926037895875e-11,3.6779142595267757e-12,1.4439984156259133e-15,1.5795791021554862e-08,7.1794909561891079e-09,0.0055676424852378892,0.012725717017867871,1.3637200149268733e-08,3.0846839864551039e-10,3.4398966668663259e-05,3.3474961925015179e-08,1.6619945602262454e-06
8.315508287904943e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31920718324048747,0.11283858062522611,0.016442910461144301,2.1239415432012479e-21,1.313175918323149e-08,0.00011325269696047399,6.509431868758921e-13,3.2795137877426624e-07,4.3477374476918089e-08,0.00026348028882015423,2.1363851051640806e-10,7.0395475854003729e-08,3.5750501710754515e-08,1.1799916768490989e-11,3.7321669208262487e-12,1.4770974956219769e-15,1.5869927020000895e-08,7.2912946256602495e-09,0.0055670717363541268,0.012757174487058782,1.3672841243054994e-08,3.097198297891679e-10,3.4450049535100845e-05,3.3585897529727547e-08,1.669704006084593e-06
8.34067613016154e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31917627341481863,0.11283802083944418,0.016427199438636231,2.1810282227138809e-21,1.3246044399242302e-08,0.00011378470629776149,6.6286106302578483e-13,3.3203420892099206e-07,4.3790942046201101e-08,0.00026460049573409926,2.1791299062724623e-10,7.0648817934209867e-08,3.6171232065207245e-08,1.1954271539440665e-11,3.7870054090508235e-12,1.5108269953067668e-15,1.5943990420519738e-08,7.4044176066606506e-09,0.0055665016090638911,0.012788595807428551,1.3708391417282386e-08,3.1097111191361772e-10,3.4500939130787396e-05,3.3696526412653628e-08,1.6774101981883714e-06
8.365843972418137e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31914539925886837,0.11283746092285342,0.016411506463213276,2.2394287271649943e-21,1.336085991094689e-08,0.00011431657273043264,6.749538817372336e-13,3.3615175088262373e-07,4.4105538507422826e-08,0.00026572013273912687,2.2225600937693507e-10,7.0902678230876346e-08,3.6595134487653432e-08,1.2109995341401405e-11,3.84243335034928e-12,1.5451962896093673e-15,1.6017979553010624e-08,7.518869886038294e-09,0.0055659321032276088,0.012819981032757515,1.3743850555279717e-08,3.1222223463350689e-10,3.4551636057490066e-05,3.380684712882898e-08,1.6851130188682102e-06
8.391011814674734e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31911456071862138,0.11283690089139943,0.016395831508042195,2.2991679148325605e-21,1.3476205162147507e-08,0.0001148482881872073,6.8722352571119901e-13,3.4030413358586845e-07,4.4421160977240469e-08,0.00026683918374439724,2.2666836353152126e-10,7.1157056634803798e-08,3.7022215097744516e-08,1.2267093125815732e-11,3.8984543678504771e-12,1.5802148480564165e-15,1.6091892758761435e-08,7.6346614702649446e-09,0.0055653632187024219,0.012851330216720124,1.3779218543918338e-08,3.1347318763655055e-10,3.4602140915702662e-05,3.3916858253140673e-08,1.6928123512521915e-06
8.416179656931332e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31908375774017211,0.11283634076092844,0.016380174546342528,2.3602710023277563e-21,1.3592079584760636e-08,0.00011537984464795392,6.9967188929748817e-13,3.4449148522773886e-07,4.4737806559118704e-08,0.00026795763276336659,2.3115085478336236e-10,7.1411952996026469e-08,3.7452479894777647e-08,1.2425569804651221e-11,3.9550720814681126e-12,1.6158922351179808e-15,1.6165728390457873e-08,7.7518023850578396e-09,0.0055647949553422069,0.012882643412885215,1.381449527360057e-08,3.1472396068322356e-10,3.4652454304650831e-05,3.402655838024282e-08,1.7005080792649592e-06
8.441347499187929e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31905299026972378,0.11283578054718736,0.016364535551386488,2.4227635678294787e-21,1.3708482598899593e-08,0.00011591123414365807,7.1230087848556634e-13,3.4871393327054034e-07,4.5055472343513636e-08,0.00026907546391373644,2.3570428973308826e-10,7.1667367124069452e-08,3.7885934757439941e-08,1.2585430250144087e-11,4.0122901077059957e-12,1.6522381105481374e-15,1.6239484812191745e-08,7.870302675000548e-09,0.0055642273129975512,0.012913920674716261,1.3849680638204639e-08,3.1597454360654971e-10,3.470257682229393e-05,3.4135946124482461e-08,1.7082000876268093e-06
8.491683183701124e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31899156163818743,0.11283465993238638,0.016333311355056626,2.5520212728370692e-21,1.3942872023688519e-08,0.00011697348061924534,7.3810841576206769e-13,3.5726462470529247e-07,4.5693852817730317e-08,0.00027130920960034951,2.4502724155723625e-10,7.217974771772062e-08,3.8762437589926052e-08,1.290932172989542e-11,4.1285415458454395e-12,1.7269744439420759e-15,1.6386753539210577e-08,8.1114216507186977e-09,0.005563093890740895,0.01297636760870499,1.3919776864991002e-08,3.1847509877577518e-10,3.4802251629189256e-05,3.4353779019611887e-08,1.7235724882511707e-06
