Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),C2H4X(210),CHOX(53)
2.2103276726349645e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44261364200752373,0.090286080094133941,0.011812067940262398,0.0,0.0051780260031250415,0.032839263605257803,0.016767240850060306,8.2777626247136529e-05,5.2507283232303364e-11,0.0027275148145641573,1.0953463869934323e-10,0.00047012472431909465,4.3952600182491379e-09,2.9122505213574839e-05,1.4335743086613728e-09,1.0048616028783461e-10,2.7780166040924657e-05,1.9076465577751992e-05,0.0064823749141030233,1.641319336333862e-05,0.00042623494346183627,1.0028316203165183e-07,8.0151799381660626e-09,4.098072260964413e-07,2.3239532334166717e-07,2.1213791704677592e-07,0.0003298586410710685,0.0017786687925862312,1.4552688932398782e-08,0.00065690636609730694,3.0188162059328545e-05,5.1922359947003725e-08,2.1568257981322066e-06,1.7318624629296516e-11
2.213732075942482e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44260933924393397,0.090259877767516525,0.01180003414102495,0.0,0.0051802089269048154,0.032890271250140053,0.0167893442106079,8.2818567115966701e-05,5.2737685273081451e-11,0.0027283917229014832,1.0963610342908131e-10,0.00047021960580105252,4.3985640226202268e-09,2.9031031943457879e-05,1.4357539366259831e-09,1.0063404395551601e-10,2.7705511938822765e-05,1.911147085255283e-05,0.0064804290411714701,1.6360712709614442e-05,0.00042652837149988502,1.0003177846250972e-07,8.0095885636619125e-09,4.1097007052716109e-07,2.3249098349302927e-07,2.1291310508557003e-07,0.00033083346908510691,0.0017826807046860216,1.4571235181792354e-08,0.00065792147140842651,3.0243558654148527e-05,5.1990301242822321e-08,2.1608006793469597e-06,1.7352802000200442e-11
2.21713647925e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44260503531408674,0.09023368756724813,0.011788012833669148,0.0,0.0051823869406431638,0.032941247746581408,0.016811426590187025,8.2859872149878156e-05,5.2968634154418386e-11,0.0027292743274270719,1.0973827911907887e-10,0.00047031424429992219,4.4018855804787305e-09,2.8939919195660805e-05,1.4379317880022642e-09,1.0078188963002605e-10,2.7631159818456609e-05,1.9146494454776117e-05,0.0064784840534792935,1.6308476109582681e-05,0.00042682139301475743,9.9781352466131209e-08,8.0040171255384625e-09,4.1213591618319998e-07,2.3258642095703993e-07,2.1368947271158308e-07,0.00033180908068466166,0.0017866929149588117,1.4589763240581935e-08,0.00065893593172977475,3.0298984248071812e-05,5.2058176100935469e-08,2.1647774484024884e-06,1.7386972231812485e-11
2.2205408825575175e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44260073023576413,0.09020750949909459,0.011776004005065361,0.0,0.005184560059808929,0.032992193075829512,0.016833488003817228,8.2901541488377857e-05,5.3200129749072905e-11,0.00273016262422301,1.098411667643902e-10,0.00047040864020922652,4.4052247021101916e-09,2.8849165726393571e-05,1.4401078612689179e-09,1.0092969777850357e-10,2.7557108177238482e-05,1.9181536541956401e-05,0.0064765399516844941,1.6256482084749102e-05,0.00042711400878097923,9.9531879140602154e-08,7.9984655605218187e-09,4.133047601203081e-07,2.326816364418514e-07,2.144670170750635e-07,0.00033278547196635298,0.0017907054099034446,1.4608273122737579e-08,0.00065994974672159239,3.0354439090401013e-05,5.2125984571301212e-08,2.1687561232936562e-06,1.742113526400802e-11
2.223945285865035e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44259642402673105,0.090181343568839903,0.01176400764209682,0.0,0.0051867282998044857,0.033043107219219915,0.016855528466536006,8.2943575269884363e-05,5.3432171927423157e-11,0.0027310566093281885,1.09944767362799e-10,0.00047050279392222888,4.4085813977792687e-09,2.8758770294012218e-05,1.4422821549182949e-09,1.010774688667621e-10,2.7483355522023616e-05,1.9216597271681468e-05,0.0064745967364459233,1.6204729167808923e-05,0.00042740621957042566,9.9283353616528521e-08,7.9929338053617032e-09,4.1447659936718739e-07,2.3277663065262417e-07,2.1524573531785455e-07,0.00033376263902423612,0.0017947181760272777,1.4626764842244824e-08,0.00066096291604604367,3.040992343052303e-05,5.2193726703941265e-08,2.1727367220214968e-06,1.7455291036894248e-11
2.227349689172553e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44259211670473514,0.090155189782285983,0.011752023731659594,0.0,0.0051888916759661365,0.033093990158176066,0.016877547993398571,8.298597363173553e-05,5.3664760557473269e-11,0.0027319562787384371,1.1004908191483382e-10,0.00047059670583193613,4.4119556777298553e-09,2.866873165904295e-05,1.4444546674563605e-09,1.012252033592834e-10,2.7409900369028355e-05,1.9251676801592111e-05,0.0064726544084232618,1.6153215902542941e-05,0.00042769802615231454,9.9035771056737209e-08,7.9874217968321955e-09,4.1565143092556195e-07,2.3287140429154475e-07,2.1602562457347272e-07,0.00033474057794989165,0.0017987311998464489,1.4645238413104494e-08,0.00066197543936721555,3.0465437517908625e-05,5.2261402548940298e-08,2.1767192625931802e-06,1.7489439490809596e-11
2.234158495787588e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44258349879275516,0.090102918663576448,0.011728093216027587,0.0,0.0051932038978048803,0.033195662348918541,0.016921524299863384,8.3071864640463832e-05,5.4131576632858118e-11,0.0027337726542429139,1.1025985689570799e-10,0.0004707838058122346,4.4187570313478779e-09,2.8489719834435617e-05,1.4487943432903165e-09,1.0152056440834381e-10,2.7263876680886489e-05,1.9321892892796515e-05,0.0064687724166683754,1.6050902556962504e-05,0.00042828042975709879,9.8543415640787354e-08,7.9764567668873891e-09,4.1801005884919565e-07,2.3306029264780757e-07,2.1758890461582845e-07,0.00033669875575875817,0.0018067579666810429,1.4682131164959833e-08,0.00066399854666566484,3.0576555932770318e-05,5.2396555576664997e-08,2.1846902413272174e-06,1.7557714204228929e-11
2.2409673024026235e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4425748766414454,0.090050696189729634,0.011704212353594591,0.0,0.0051974968467087086,0.033297209501200707,0.016965417044000168,8.3159215591931183e-05,5.4600576872025596e-11,0.0027356117178467302,1.1047349976669068e-10,0.00047096994328919595,4.4256288445038623e-09,2.8312120381067107e-05,1.4531268770896451e-09,1.0181578461465926e-10,2.7119025426720969e-05,1.9392186077745331e-05,0.006464893981712916,1.594953061605418e-05,0.00042886122569651199,9.8054774829352049e-08,7.9655699653943583e-09,4.2038061936851701e-07,2.332483070692977e-07,2.191568341056296e-07,0.00033865997407842572,0.0018147856027228224,1.4718951490609191e-08,0.00066601906596800396,3.0687796332413178e-05,5.2531444056385552e-08,2.1926692036745131e-06,1.7625958931558913e-11
2.247776109017659e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44256625039213177,0.089998522407778267,0.011680381039990943,0.0,0.0052017706430283819,0.033398631469570284,0.017009226346867867,8.3248027546672666e-05,5.5071760134203532e-11,0.0027374734359794563,1.1069001863227408e-10,0.00047115512139803172,4.4325711984110991e-09,2.813592346361737e-05,1.4574522573890608e-09,1.0211086764548828e-10,2.6975335065143493e-05,1.9462557619444926e-05,0.0064610191088616854,1.5849088818729647e-05,0.00042944042003023505,9.7569811057093073e-08,7.9547608874954154e-09,4.227630875346926e-07,2.3343545306816911e-07,2.2072938981680568e-07,0.0003406242015590754,0.0018228140004457472,1.4755699502591233e-08,0.0006680369946559442,3.0799160715578948e-05,5.266606839097436e-08,2.2006562939097935e-06,1.7694173203739591e-11
2.2545849156326942e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44255762018583833,0.089946397365015238,0.011656599171051784,0.0,0.0052060254060937337,0.0334999281099779,0.0170529523297894,8.333830154859704e-05,5.5545125241256436e-11,0.0027393577743940706,1.1090942164215996e-10,0.00047133934327020386,4.439584173958806e-09,2.7961119283639846e-05,1.4617704729381222e-09,1.0240581714617463e-10,2.6832794197020804e-05,1.953300878172384e-05,0.0064571478034304557,1.574956607163238e-05,0.00043001801877696523,9.7088487248298559e-08,7.9440290287906788e-09,4.2515743797562377e-07,2.3362173611059952e-07,2.2230654839571204e-07,0.00034259140681787892,0.0018308430524907699,1.4792375313672137e-08,0.00067005233014179745,3.0910651082310604e-05,5.2800428984243802e-08,2.208651656402702e-06,1.7762356555337383e-11
2.2613937222477296e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44254898616327926,0.089894321108984904,0.011632866642816844,0.0,0.0052102612542253681,0.033601099279776253,0.017096595114345251,8.3430038625179504e-05,5.6020670977892051e-11,0.0027412646981710706,1.1113171699162045e-10,0.00047152261203353761,4.4466678517138653e-09,2.7787698080222348e-05,1.4660815127002481e-09,1.0270063673995191e-10,2.6691391563085401e-05,1.9603540829224424e-05,0.0064532800707452383,1.5650951446067644e-05,0.00043059402791488342,9.6610766808596275e-08,7.9333738853602704e-09,4.2756364489882788e-07,2.3380716161730856e-07,2.2388828636307681e-07,0.00034456155844121646,0.0018388726516743643,1.4828979036839974e-08,0.00067206506986842605,3.1022269433939185e-05,5.2934526240923882e-08,2.21665543561674e-06,1.7830508524521996e-11
2.268202528862765e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44254034846485202,0.089842293687474276,0.01160918335153018,0.0,0.0052144783047461327,0.033702144837719238,0.017140154822367214,8.3523239787641342e-05,5.6498396091867749e-11,0.002743194171722585,1.1135691292182688e-10,0.00047170493081232911,4.4538223119221005e-09,2.7615650130621951e-05,1.470385365851731e-09,1.0299533002775159e-10,2.655111604160071e-05,1.9674155027394437e-05,0.0064494159161415567,1.5553234174997666e-05,0.00043116845338213024,9.613661361681979e-08,7.9227949537862464e-09,4.2998168209427556e-07,2.3399173496406737e-07,2.2547458011595985e-07,0.00034653462498690919,0.0018469026909969076,1.4865510785299164e-08,0.000674075211309198,3.113401777307038e-05,5.3068360566640734e-08,2.2246677761082174e-06,1.7898628653044593e-11
2.2750113354778002e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44253170723062951,0.089790315148504607,0.011585549193639926,0.0,0.0052186766739924203,0.033803064643961218,0.017183631575932213,8.3617906031116542e-05,5.6978299294196556e-11,0.0027451461587964568,1.1158501772014763e-10,0.0004718863027274518,4.4610476345091071e-09,2.7444965750874484e-05,1.4746820217807538e-09,1.0328990058801405e-10,2.6411956646079016e-05,1.974485264247877e-05,0.0064455553449637177,1.5456403650106306e-05,0.00043174130107729561,9.566599201708459e-08,7.9122917311742191e-09,4.3241152293740237e-07,2.3417546148220029e-07,2.270654059297465e-07,0.00034851057498644388,0.0018549330636509346,1.4901970672465046e-08,0.0006760827519679438,3.1245898103571529e-05,5.3201932367895129e-08,2.2326888225252186e-06,1.7966716486216875e-11
2.2818201420928356e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44252306260035346,0.08973838554032286,0.011561964065798062,0.0,0.0052228564773252866,0.033903858560056344,0.01722702549735617,8.3714038334806255e-05,5.7460379259352982e-11,0.0027471206224803429,1.1181603972041471e-10,0.00047206673089645994,4.4683438990806718e-09,2.7275635296378447e-05,1.4789714700864156e-09,1.0358435197650317e-10,2.6273902523052672e-05,1.9815634941511084e-05,0.0064416983625641125,1.5360449418930661e-05,0.00043231257685988236,9.5198866811039084e-08,7.9018637151748134e-09,4.3485314039201374e-07,2.3435834645907775e-07,2.2866073996010416e-07,0.00035048937694717047,0.0018629636630292778,1.4938358811958537e-08,0.0006780876893789134,3.135791243055836e-05,5.3335242052041286e-08,2.240718719606566e-06,1.8034771572889533e-11
2.288628948707871e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44251441471342706,0.089686504911393253,0.011538427864860146,0.0,0.0052270178291413689,0.03400452644895785,0.017270336709188053,8.3811637662119994e-05,5.7944634625478483e-11,0.0027491175252057853,1.1204998730315982e-10,0.00047224621843368873,4.4757111849227164e-09,2.7107649162453928e-05,1.4832537005777569e-09,1.0387868772612429e-10,2.6136942949897735e-05,1.9886503192305598e-05,0.006437844974302497,1.5265361182053762e-05,0.00043288228655076033,9.4735203250273066e-08,7.8915104040047882e-09,4.3730650701326011e-07,2.3454039513860123e-07,2.3026055824494598e-07,0.00035247099935448254,0.0018709943827330763,1.4974675317600829e-08,0.00068009002110673274,3.1470062760381956e-05,5.3468290027266069e-08,2.2487576121807962e-06,1.8102793465430711e-11
2.2954377553229062e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44250576370890798,0.089634673310389226,0.011514940487885072,0.0,0.0052311608428836391,0.034105068175017579,0.017313565334203945,8.3910704960805769e-05,5.8431063994586651e-11,0.002751136828752289,1.122868688958211e-10,0.00047242476845035314,4.4831495710008767e-09,2.6940997784877168e-05,1.4875287032728002e-09,1.0417291134674542e-10,2.6001067332707712e-05,1.9957458663448763e-05,0.006433995185545314,1.5171128790357533e-05,0.00043345043593261964,9.4274967028878346e-08,7.8812312964679625e-09,4.3977159495065042e-07,2.3472161272168012e-07,2.3186483670640725e-07,0.00035445541067399405,0.0018790251165796503,1.501092030340817e-08,0.00068208974474636428,3.1582351100615632e-05,5.3601076702568489e-08,2.2568056451651428e-06,1.817078171970516e-11
2.3022465619379416e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44249710972550149,0.089582890786184879,0.011491501832134826,0.0,0.0052352856310519703,0.034205483603985329,0.01735671149540122,8.4011241163068498e-05,5.8919665932768068e-11,0.0027531784942514048,1.1252669297292189e-10,0.00047260238405464223,4.4906591359596696e-09,2.67756716403921e-05,1.4917964683975797e-09,1.0446702632502189e-10,2.5866265204215267e-05,2.0028502624291023e-05,0.0064301490016649976,1.5077742242336226e-05,0.00043401703075041971,9.3818124276178719e-08,7.8710258919759061e-09,4.4224837595107217e-07,2.3490200436670032e-07,2.334735511528102e-07,0.00035644257935369349,0.0018870557586102533,1.5047093883586689e-08,0.0006840868579230658,3.1694779460041892e-05,5.3733602487739288e-08,2.2648629635645158e-06,1.823873589505337e-11
2.309055368552977e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44248845290155336,0.089531157387847268,0.011468111795074223,0.0,0.0052393923052135522,0.03430577260300844,0.017399775315992849,8.4113247185677728e-05,5.941043897039507e-11,0.0027552424821907927,1.127694680562222e-10,0.00047277906835181265,4.4982399581213002e-09,2.6611661247199286e-05,1.496056986385189e-09,1.0476103612422439e-10,2.5732526221760475e-05,2.0099636344938554e-05,0.0064263064280393016,1.498519168146873e-05,0.00043458207671182529,9.3364641549612506e-08,7.8608936905683817e-09,4.4473682136181886e-07,2.3508157518998698e-07,2.3508667728062497e-07,0.00035843247382608275,0.0018950862030977045,1.508319617252734e-08,0.0006860813582923519,3.1807349848639305e-05,5.3865867793341072e-08,2.2729297124704947e-06,1.8306655554270681e-11
2.3158641751680123e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44247979337504367,0.089479473164628023,0.011444770274370677,0.0,0.0052434809760131193,0.034405935040631302,0.017442756919401722,8.4216723930064788e-05,5.9903381602325846e-11,0.0027573287524182994,1.1301520271484367e-10,0.00047295482444427781,4.5058921154840984e-09,2.6448957165422688e-05,1.5003102478748239e-09,1.0505494418407023e-10,2.5599840165304752e-05,2.0170861096244966e-05,0.006422467470050628,1.4893467393647351e-05,0.00043514557948763844,9.291448582776396e-08,7.8508341929335916e-09,4.4723690213366652e-07,2.3526033026625778e-07,2.3670419067643551e-07,0.00036042506251030199,0.0019031163445538955,1.5119227284800867e-08,0.00068807324353995576,3.1920064277569411e-05,5.3997873030688567e-08,2.2810060370603134e-06,1.8374540263586751e-11
2.3226729817830476e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44247113128357946,0.089427838165955773,0.011421477167893926,0.0,0.0052475517531830346,0.034505970786794973,0.017485656429255127,8.4321672282409627e-05,6.0398492288108534e-11,0.0027594372641460349,1.1326390556536867e-10,0.00047312965543169544,4.5136156857206084e-09,2.6287549997555008e-05,1.5045562437108303e-09,1.05348753920558e-10,2.5468196935489167e-05,2.0242178149802995e-05,0.0064186321330853575,1.480255980466136e-05,0.00043570754471222413,9.2467624503537731e-08,7.8408469004281798e-09,4.4974858882396001e-07,2.3543827462907033e-07,2.3832606681890421e-07,0.00036242031381424116,0.001911146077737169,1.5155187335152864e-08,0.00069006251138179126,3.2032924759163588e-05,5.4129618611829136e-08,2.2890920825958556e-06,1.8442389592645155e-11
2.329481788398083e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44246246676438822,0.089376252441427939,0.011398232373715803,0.0,0.0052516047455532034,0.034605879712836719,0.017528473969379243,8.4428093113718137e-05,6.0895769452184988e-11,0.0027615679759544452,1.1351558527191437e-10,0.00047330356441105235,4.5214107461753549e-09,2.6127430388882095e-05,1.5087949649417599e-09,1.0564246872580569e-10,2.5337586551735769e-05,2.0313588777936196e-05,0.0064148004225332142,1.4712459477734425e-05,0.00043626797798392968,9.2024025377477945e-08,7.8309313150970292e-09,4.5227185159970971e-07,2.3561541327126185e-07,2.3995228108072615e-07,0.00036441819613663057,0.0019191752976595823,1.519107643849889e-08,0.00069204915956391419,3.2145933306909883e-05,5.4261104949523628e-08,2.2971879944226462e-06,1.8510203114483018e-11
2.3362905950131183e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44245379995431189,0.089324716040803262,0.011375035790109969,0.0,0.0052556400610608402,0.034705661691489691,0.017571209663793781,8.453598727988968e-05,6.1395211484094022e-11,0.0027637208457963977,1.1377025054618254e-10,0.00047347655447674606,4.52927737386227e-09,2.596858902788707e-05,1.5130264028194215e-09,1.0593609196789198e-10,2.520799915039048e-05,2.0385094253690609e-05,0.006410972343786599,1.4623157111114866e-05,0.00043682688486549573,9.1583656651224504e-08,7.8210869396928628e-09,4.5480666024072215e-07,2.3579175114538298e-07,2.4158280873058957e-07,0.00036641867786911981,0.0019272038995940411,1.5226894709919625e-08,0.00069403318586248744,3.2259091935439802e-05,5.4392332457227427e-08,2.3052939179688427e-06,1.8577980405510948e-11
2.3430994016281536e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4424451309897996,0.089273229013993996,0.011351887315551664,0.0,0.0052596578067600729,0.034805316596882609,0.017613863636706643,8.464535562177587e-05,6.1896816738674624e-11,0.0027658958310012673,1.1402791014748587e-10,0.00047364862872066398,4.5372156454618262e-09,2.5811016646634826e-05,1.5172505487979377e-09,1.0622962699070119e-10,2.5079424982906463e-05,2.0456695850826303e-05,0.0064071479022399678,1.4534643535716856e-05,0.00043738427088446419,9.1146486921105823e-08,7.8113132776956176e-09,4.5735298414274366e-07,2.35967293164123e-07,2.4321762493512727e-07,0.00036842172739833678,0.0019352317790813217,1.5262642264656117e-08,0.00069601458808374382,3.2372402660514999e-05,5.4523301549071662e-08,2.3134099987442284e-06,1.8645721045492911e-11
2.349908208243189e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44243646000690218,0.089221791411058349,0.011328786848717467,0.0,0.0052636580888314145,0.034904844304539398,0.017656436012508735,8.475619896523044e-05,6.2400583536268668e-11,0.0027680928882790226,1.1428857288275145e-10,0.00047381979023226049,4.5452256373178698e-09,2.5654704021137281e-05,1.5214673945328127e-09,1.0652307711377108e-10,2.495185441406685e-05,2.0528394843809013e-05,0.0064033271032891892,1.4446909712811576e-05,0.00043794014153357674,9.071248517186064e-08,7.8016098333316339e-09,4.599107923206222e-07,2.3614204420073071e-07,2.4485670476087074e-07,0.00037042731310793535,0.0019432588319369627,1.5298319218105106e-08,0.0006979933640639508,3.2485867499013967e-05,5.465401263984512e-08,2.3215363823391996e-06,1.8713424617526589e-11
2.3567170148582243e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44242778714126496,0.089170403282192903,0.011305734288485022,0.0,0.0052676410125910766,0.035004244691378861,0.017698926915768749,8.4868518121150802e-05,6.2906510162923388e-11,0.0027703119737243305,1.1455224760650185e-10,0.00047399004209863028,4.5533074254341684e-09,2.5499641971700033e-05,1.5256769318799857e-09,1.0681644563214456e-10,2.4825277920245757e-05,2.060019250780164e-05,0.0063995099523309297,1.4359946731766725e-05,0.00043849450227117072,9.0281620770490575e-08,7.7919761115926569e-09,4.6248005341148885e-07,2.36316009089427e-07,2.4650002317619399e-07,0.0003724354033806208,0.0019512849542580471,1.5333925685814363e-08,0.00069996951166937348,3.2599488468918618e-05,5.4784466144975683e-08,2.3296732144237548e-06,1.8781090708023498e-11
2.3635258214732596e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44241911252812238,0.089119064677725318,0.011282729533932803,0.0,0.0052716066825001535,0.035103517635714447,0.017741336471228136,8.4982313885511191e-05,6.3414594870593423e-11,0.0027725530428206607,1.1481894322081478e-10,0.00047415938740458024,4.5614610854706751e-09,2.5345821363250802e-05,1.5298791528948983e-09,1.0710973581622436e-10,2.4699686087706438e-05,2.0672090118655703e-05,0.0063956964547620381,1.4273745807833626e-05,0.00043904735852156489,8.9853863460233828e-08,7.7824116182546092e-09,4.6506073567795461e-07,2.364891926258124e-07,2.4814755505326131e-07,0.00037444596660016373,0.0019593100424298588,1.5369461783478082e-08,0.0007019430287962409,3.2713267589300751e-05,5.491466248051255e-08,2.3378206407464823e-06,1.8848718906689447e-11
2.370334628088295e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44241043630229143,0.089067775648106862,0.011259772484339847,0.0,0.0052755552021736532,0.035202663017253902,0.017783664803796086,8.5097587039388388e-05,6.3924835877342916e-11,0.0027748160504443989,1.150886686752618e-10,0.000474327829232698,4.5696866927395445e-09,2.5193233105650387e-05,1.5340740498315634e-09,1.0740295091163123e-10,2.4575069610935567e-05,2.0744088952902756e-05,0.0063918866159789331,1.4188298279980356e-05,0.00043959871567544466,8.942918335466531e-08,7.7729158598962135e-09,4.6765280701132922e-07,2.3666159956726803e-07,2.497992751699634e-07,0.00037645897115339265,0.0019673339931324278,1.5404927626932459e-08,0.00070391391337071025,3.2827206880308507e-05,5.5044602063108639e-08,2.3459788071335343e-06,1.8916308806505219e-11
2.3771434347033303e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44240175859816594,0.08901653624390507,0.011236863039185512,0.0,0.0052794866743894053,0.035301680717099021,0.017825912038544573,8.5214338348979626e-05,6.4437231367546652e-11,0.0027771009508689697,1.1536143296682651e-10,0.00047449537066341794,4.5779843222008862e-09,2.5041868153986369e-05,1.5382616151416293e-09,1.0769609413906546e-10,2.4451419291012548e-05,2.0816190287745754e-05,0.0063880804413770061,1.4103595608770185e-05,0.00044014857909023487,8.9007550931909468e-08,7.7634883439174059e-09,4.7025623493484811e-07,2.3683323463335e-07,2.5145515821185852e-07,0.00037847438543217604,0.0019753567033469499,1.5440323332151081e-08,0.00070588216334883046,3.2941308363152641e-05,5.5174285310002885e-08,2.3541478594876095e-06,1.898386000370715e-11
2.3839522413183656e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44239307954971013,0.088965346515796698,0.011214001098149219,0.0,0.0052834012010968354,0.035400570617745361,0.017868078300703541,8.5332568565613483e-05,6.4951779492091522e-11,0.0027794076977689726,1.1563724513980302e-10,0.00047466201477508533,4.5863540484582851e-09,2.4891717508850216e-05,1.5424418414734531e-09,1.0798916869417159e-10,2.4328726034013053e-05,2.0888395401050312e-05,0.006384277936350026,1.401962937428361e-05,0.00044069695409047592,8.8588937028976967e-08,7.7541285785575784e-09,4.7287098660692415e-07,2.3700410250617905e-07,2.5311517877409717e-07,0.00038049217783537768,0.0019833780703621025,1.5475649015240667e-08,0.00070784777671650942,3.3055574060092737e-05,5.5303712639003248e-08,2.3623279437869225e-06,1.9051372097767978e-11
2.390761047933401e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423843992904532,0.088914206514560501,0.01119118656111019,0.0,0.0052872988834256054,0.03549933260308194,0.017910163715656062,8.545227842575353e-05,6.5468478368577174e-11,0.0027817362442243247,1.1591611428567515e-10,0.0004748277646440166,4.5947959457540681e-09,2.474277221659822e-05,1.5466147216711669e-09,1.0828217774740673e-10,2.4206980849445682e-05,2.0960705571335928e-05,0.0063804791062895523,1.3936391274083625e-05,0.00044124384596818202,8.817331283620265e-08,7.7448360729136333e-09,4.7549702882440865e-07,2.3717420783082353e-07,2.5477931136335924e-07,0.00038251231677080945,0.0019913979917802293,1.551090479243661e-08,0.00070981075148947759,3.317000599442331e-05,5.5432884468469485e-08,2.370519206084168e-06,1.9118844691378025e-11
2.3975698545484363e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44237571795348363,0.08886311629107016,0.011168419328147204,0.0,0.0052911798216941225,0.035597966558390967,0.017952168408933645,8.5573468650995604e-05,6.5987326081516715e-11,0.0027840865427244147,1.1619804954297685e-10,0.00047499262334455879,4.6033100879643793e-09,2.4595023369596657e-05,1.5507802487737514e-09,1.0857512444391204e-10,2.4086174848720954e-05,2.1033122077767112e-05,0.0063766839565843596,1.3853873121222282e-05,0.00044178925998321084,8.7760649891809357e-08,7.7356103369578545e-09,4.7813432802586673e-07,2.3734355521567713e-07,2.5644753039976131e-07,0.0003845347706571464,0.0019994163655234353,1.5546090780098741e-08,0.00071177108571325262,3.3284606190459749e-05,5.5561801217296506e-08,2.3787217925054852e-06,1.9186277390425902e-11
2.4043786611634716e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4423670356714432,0.088812075896287382,0.011145699299538327,0.0,0.0052950441154179413,0.035696472370347593,0.017994092506211586,8.5696139948058324e-05,6.6508320682536707e-11,0.0027864585451722696,1.164830600971344e-10,0.00047515659394914444,4.6118965485940116e-09,2.4448462106451669e-05,1.5549384160141107e-09,1.0886801190338741e-10,2.3966299243651641e-05,2.1105646200144435e-05,0.0063728924926198605,1.3772066842288768e-05,0.00044233320136360471,8.7350920076556439e-08,7.7264508815556067e-09,4.8078285029487605e-07,2.3751214923283141e-07,2.5811981021879585e-07,0.00038655950792585407,0.0020074330898395315,1.5581207094707064e-08,0.00071372877746310568,3.3399376673524189e-05,5.5690463304897731e-08,2.3869358492494066e-06,1.9253669803980274e-11
2.411187467778507e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44235835257652151,0.088761085381254878,0.01112302637576067,0.0,0.0052988918633180282,0.035794849927019541,0.01803593613330438,8.5820293008767668e-05,6.7031460190577233e-11,0.0027888522028887341,1.1677115518029097e-10,0.00047531967952834622,4.6205554007710525e-09,2.4303079612224271e-05,1.5590892168181429e-09,1.0916084321996988e-10,2.3847345344983683e-05,2.1178279218895526e-05,0.0063691047197775427,1.3690964475496231e-05,0.00044287567530595961,8.6944095608526086e-08,7.7173572184828779e-09,4.8344256136332199e-07,2.3767999441844211e-07,2.5979612507321251e-07,0.00038858649702305656,0.002015448063307917,1.5616253852857589e-08,0.00071568382484402527,3.35143194699312e-05,5.5818871151188837e-08,2.3951615225858079e-06,1.9321021544270635e-11
2.4179962743935423e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44234966880045057,0.088710144797089538,0.011100400457490136,0.0,0.0053027231633289143,0.035893099117866839,0.018077699416161167,8.5945928510035302e-05,6.755674259209122e-11,0.0027912674666166633,1.1706234407111374e-10,0.00047548188315092688,4.6292867172413184e-09,2.4158867118630921e-05,1.5632326448038146e-09,1.0945362146211501e-10,2.3729304560956806e-05,2.1251022415065914e-05,0.0063653206434344167,1.3610558168809006e-05,0.00044341668697574037,8.6540149037963954e-08,7.7083288604436499e-09,4.8611342661472875e-07,2.3784709527309086e-07,2.6147644913496694e-07,0.00039061570641144662,0.0020234611848452865,1.565123117125815e-08,0.00071763622599068082,3.3629436606973407e-05,5.5947025176571379e-08,2.4033989588548464e-06,1.9388332226669483e-11
