Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),C2H6X(49),CO2X(24),CH4OX(57),COX(47),CH3OO(75),SX(187),CH3OX(55),DME(215),DMEX(217),CH3OX(56),CH2OX(181),CHOX(183),C2H5X(48),C3H8X(54),C2H6O(121),SX(246)
4.4971192976370594e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.027179456233527861,0.09550375611908106,0.015005771791771063,0.00049218339856264815,0.0017239501957936531,8.2183558488998186e-13,6.0102548025044403e-06,0.00065845273229418158,6.0645837046019246e-23,9.187454608738624e-06,1.3485947008792632e-07,2.1193904446054752e-12,1.5104416140231362e-09,0.0019663793625111377,1.8382499002813393e-18,1.155150818648269e-19,8.7070000721325469e-12,1.5677941381879733e-10,0.00049711651996546882,0.16515566764435352,2.1222166402224465e-06,3.2627520531180024e-07,1.689778515212338e-10,2.3224666527227227e-05,1.4143859785839812e-12,5.1195680980927628e-11,8.7288065198776119e-11,9.3381247987190644e-11,4.3569005616501239e-07,6.941237454447254e-10,3.5695376956278844e-05,1.0787671692479441e-09,4.8451650682169553e-06,3.276694536284726e-08,2.2059559229216596e-07,8.116067159059187e-05,4.5912797505991898e-11,1.2961734639683056e-10,2.2767422963478061e-12,1.4498887685944346e-06,1.1854363446131227e-10,5.3398758002068577e-11,2.4607576183721718e-07,5.3313338535699819e-13
4.5027584345115814e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.027165140774830121,0.095500673728040233,0.014996298198073512,0.00049263612543149642,0.0017252490984291527,8.2340886499773373e-13,6.0096283271472118e-06,0.000658791423100325,6.0790938683028231e-23,9.1884836321838859e-06,1.3495199755033728e-07,2.1210133934494222e-12,1.5108230891828283e-09,0.001968472918069349,1.8394831374565513e-18,1.1577434235703315e-19,8.712148361794438e-12,1.5704294431889648e-10,0.00049683854907678338,0.16517023576355713,2.121115248909863e-06,3.2632538638879149e-07,1.6889564185985191e-10,2.3229819202361126e-05,1.4136559611541304e-12,5.1169090629560444e-11,8.723859779549096e-11,9.3322281008092126e-11,4.3568456699481318e-07,6.940344487166145e-10,3.5714592470122994e-05,1.0780865858396708e-09,4.8434449416004366e-06,3.275531095637652e-08,2.2051814903912998e-07,8.1219234928978272e-05,4.5921727149815104e-11,1.296121116911332e-10,2.2782844923363797e-12,1.4519777587784197e-06,1.184981862379351e-10,5.3407251033424225e-11,2.4632967142599974e-07,5.3340239925802929e-13
4.5083975713861034e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.027150854540205629,0.095497592567476836,0.014986840529688511,0.00049308863613267901,0.0017265471730881924,8.2498295323513626e-13,6.0090017909944517e-06,0.00065912976471352769,6.0936174239360112e-23,9.1895102500885153e-06,1.3504444201979991e-07,2.1226350746085642e-12,1.511204073424625e-09,0.001970565716614742,1.8407149393699301e-18,1.1603380564308512e-19,8.717292487628182e-12,1.57306550511079e-10,0.00049656113632885659,0.1651847741182294,2.1200158096952392e-06,3.2637550653215829e-07,1.6881360567939398e-10,2.3234967483330505e-05,1.4129272320501166e-12,5.1142550038960662e-11,8.7189224297698596e-11,9.3263423809598787e-11,4.3567907987601459e-07,6.9394539089515605e-10,3.5733792616962331e-05,1.0774072696954858e-09,4.8417257996443107e-06,3.2743683209275749e-08,2.2044078251530704e-07,8.1277747323433728e-05,4.5930642543999323e-11,1.2960690273566278e-10,2.2798271839743761e-12,1.4540668488677332e-06,1.1845281630529733e-10,5.3415730136465594e-11,2.4658347757669406e-07,5.3367118422943496e-13
4.514036708260625e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.027136597438893299,0.095494512635760739,0.01497739873857902,0.00049354093102564665,0.0017278444213668913,8.2655784812867667e-13,6.0083751937538492e-06,0.00065946775793291549,6.1081543603774722e-23,9.1905344685404871e-06,1.3513680367813593e-07,2.1242554902134694e-12,1.5115845682838607e-09,0.0019726577593141758,1.8419453081407478e-18,1.1629347149172582e-19,8.7224324582544162e-12,1.5757023229299439e-10,0.00049628427998984841,0.16519928280080545,2.11891831693214e-06,3.2642556595211575e-07,1.6873174240216436e-10,2.3240111387321446e-05,1.4121997875627937e-12,5.111606280238804e-11,8.7139944229305894e-11,9.3204675948230562e-11,4.3567359496591269e-07,6.9385657011957386e-10,3.5752977442827034e-05,1.0767292168151835e-09,4.8400076415596028e-06,3.2732062116220826e-08,2.2036349255994385e-07,8.1336208869430807e-05,4.5939543741351492e-11,1.2960171952248748e-10,2.2813703712663363e-12,1.4561560388867183e-06,1.1840752448333862e-10,5.3424195374298703e-11,2.4683718048976498e-07,5.3393974105035168e-13
4.519675845135147e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.027122369380523814,0.095491433931264094,0.014967972776912475,0.00049399301046886923,0.0017291408448564594,8.2813354820677276e-13,6.0077485351393467e-06,0.00065980540355486744,6.1227046665166075e-23,9.1915562936049517e-06,1.3522908270659174e-07,2.1258746423879851e-12,1.5119645752889417e-09,0.001974749047331924,1.8431742458822923e-18,1.1655333967196484e-19,8.7275682822643304e-12,1.5783398956258873e-10,0.0004960079783353792,0.1652137619033214,2.1178227649970042e-06,3.2647556485812198e-07,1.6865005154559868e-10,2.3245250931444482e-05,1.4114736239939536e-12,5.1089627408210181e-11,8.7090757480051487e-11,9.3146037167056456e-11,4.3566811242083515e-07,6.9376798671307708e-10,3.5772146993575781e-05,1.0760524232176044e-09,4.8382904665558212e-06,3.2720447671877418e-08,2.202862790127831e-07,8.1394619662155667e-05,4.5948430793880472e-11,1.2959656204355118e-10,2.2829140542218829e-12,1.4582453288609111e-06,1.1836231059254235e-10,5.3432646809740917e-11,2.470907803652055e-07,5.3420807048952246e-13
4.525314982009669e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.02710817027511744,0.09548835645236145,0.014958562597059695,0.00049444487481984636,0.0017304364451432178,8.2971005199976561e-13,6.0071218148650004e-06,0.00066014270237302829,6.1372683312562236e-23,9.1925757313243662e-06,1.3532127928584115e-07,2.1274925332492708e-12,1.5123440959613829e-09,0.0019768395818296801,1.8444017547018848e-18,1.1681340995307747e-19,8.7326999682198305e-12,1.5809782221810336e-10,0.00049573222964848711,0.1652282115174166,2.1167291482890935e-06,3.2652550345862704e-07,1.6856853260026788e-10,2.325038613273305e-05,1.4107487376607238e-12,5.1063240018829512e-11,8.7041663815090012e-11,9.3087507155538636e-11,4.3566263239588148e-07,6.9367964068897701e-10,3.579130131489677e-05,1.0753768849397041e-09,4.8365742738410018e-06,3.270883987090095e-08,2.2020914171406137e-07,8.1452979796509407e-05,4.5957303753454085e-11,1.2959143029064914e-10,2.2844582328493054e-12,1.4603347188170321e-06,1.1831717445393619e-10,5.3441084505254834e-11,2.4734427740253848e-07,5.3447617331392094e-13
4.530954118884191e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.027094000033081867,0.095485280197429634,0.014949168151593738,0.00049489652443509852,0.0017317312238086173,8.3128735803991916e-13,6.0064950326479639e-06,0.00066047965517832105,6.1518453435124799e-23,9.1935927877185971e-06,1.3541339359598749e-07,2.1291091649078253e-12,1.5127231318158511e-09,0.0019789293639665691,1.8456278367008952e-18,1.170736821046044e-19,8.7378275246536285e-12,1.583617301580734e-10,0.00049545703221958598,0.1652426317343359,2.1156374612302354e-06,3.265753819609975e-07,1.6848718497408079e-10,2.3255517008139286e-05,1.4100251248996228e-12,5.1036905859019411e-11,8.69926626804731e-11,9.3029085432774236e-11,4.3565715504502428e-07,6.9359152967853091e-10,3.5810440452308426e-05,1.074702598033904e-09,4.8348590626217214e-06,3.269723870793701e-08,2.2013208050450757e-07,8.1511289367109063e-05,4.5966162672295229e-11,1.2958632425541632e-10,2.2860029071504814e-12,1.462424208782977e-06,1.182721158890862e-10,5.3449508523023801e-11,2.475976718008176e-07,5.347440502954075e-13
4.536593255758713e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.027079858565210061,0.095482205164847872,0.014939789393288798,0.00049534795967017496,0.0017330251824292629,8.3286546486141442e-13,6.0058681882130726e-06,0.00066081626275895917,6.1664356922148713e-23,9.1946074687850289e-06,1.3550542581656613e-07,2.1307245394675135e-12,1.513101684360198e-09,0.0019810183948991522,1.8468524939747804e-18,1.1733415589635092e-19,8.7429509600694386e-12,1.5862571328132666e-10,0.00049518238434642702,0.16525702264493158,2.1145476982647599e-06,3.2662520057191708e-07,1.684060081971391e-10,2.3260643574541581e-05,1.4093027820569452e-12,5.1010624519800127e-11,8.6943753995967787e-11,9.2970771757439867e-11,4.3565168052133212e-07,6.9350365404585283e-10,3.5829564451160188e-05,1.0740295585712645e-09,4.8331448321031249e-06,3.2685644177621404e-08,2.200550952253407e-07,8.1569548468288938e-05,4.5975007601693477e-11,1.2958124392936632e-10,2.2875480771338057e-12,1.4645137987878114e-06,1.1822713472009616e-10,5.3457918924966126e-11,2.4785096375862932e-07,5.3501170219367585e-13
4.541668478945783e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0270671557726147,0.095479438679295925,0.014931361884466128,0.00049575406837978268,0.001734189045348752,8.3428644445884394e-13,6.0053039748000329e-06,0.00066111891506373869,6.1795783995693946e-23,9.1955186557783673e-06,1.3558818477643663e-07,2.1321773034852265e-12,1.5134419696607381e-09,0.0019828978814126351,1.8479534691085005e-18,1.1756875452126742e-19,8.7475585354783095e-12,1.5886336229057766e-10,0.00049493566972971478,0.16526994948233606,2.1135685521220446e-06,3.2666998628457417e-07,1.6833309476562795e-10,2.326525381399542e-05,1.4086537562704218e-12,5.0987010644832287e-11,8.6899815057307391e-11,9.2918381592566681e-11,4.3564675599278285e-07,6.9342476755672439e-10,3.5846763144003925e-05,1.0734248863870346e-09,4.831602862477398e-06,3.2675214766810452e-08,2.1998587326373248e-07,8.1621938585737204e-05,4.5982956119400316e-11,1.2957669361014931e-10,2.2889391539335936e-12,1.4663945153503701e-06,1.1818671769486898e-10,5.346547669606412e-11,2.4807883909781659e-07,5.3525239708165857e-13
4.546743702132853e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.027054476150651218,0.095476673181358357,0.014922947010006526,0.00049616000398650854,0.0017353522464476868,8.3570807043749336e-13,6.0047397105683944e-06,0.00066142128894363305,6.1927318924372302e-23,9.1964279279366176e-06,1.3567087751880874e-07,2.1336290524760714e-12,1.5137818657856601e-09,0.001984776761224914,1.8490532934268072e-18,1.1780351612107784e-19,8.7521627858857834e-12,1.5910107204322977e-10,0.00049468939764955487,0.16528285272057572,2.1125909559945342e-06,3.2671472380095946e-07,1.6826031889244598e-10,2.3269860588961852e-05,1.4080057535305841e-12,5.0963437801610377e-11,8.6855950428261594e-11,9.2866078361179803e-11,4.3564183398719618e-07,6.9334607028060847e-10,3.5863949644034516e-05,1.0728212186238348e-09,4.8300616859928501e-06,3.2664790720167986e-08,2.199167125624558e-07,8.1674287967511738e-05,4.5990893384613484e-11,1.2957216410199282e-10,2.290330632242673e-12,1.4682753129917284e-06,1.1814636308769898e-10,5.3473023532887171e-11,2.4830663176481674e-07,5.3549291082188554e-13
4.551818925319923e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.02704181963507981,0.09547390866985847,0.014914544735895933,0.00049656576674754981,0.0017365147868654196,8.3713034173273649e-13,6.0041753953189704e-06,0.00066172338496767007,6.205896162775519e-23,9.1973352895856382e-06,1.3575350417339316e-07,2.1350797879600999e-12,1.5141213738201877e-09,0.001986655035173826,1.8501519684450479e-18,1.1803844052851786e-19,8.756763717431274e-12,1.5933884246613143e-10,0.00049444356688009051,0.16529573242507525,2.1116149058784697e-06,3.267594132698597e-07,1.6818768024299265e-10,2.3274463911585848e-05,1.407358771204917e-12,5.0939909780437327e-11,8.6812160075027093e-11,9.281386189501405e-11,4.3563691461396429e-07,6.9326756226908971e-10,3.5881123983963976e-05,1.0722185524513102e-09,4.8285213020671629e-06,3.2654372033763906e-08,2.1984761300676951e-07,8.1726596681799208e-05,4.5998819434282022e-11,1.2956765539841945e-10,2.291722512065824e-12,1.4701561917354719e-06,1.1810607077001104e-10,5.3480559479976835e-11,2.4853434190343389e-07,5.3573324396267532e-13
4.556894148506993e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.027029186161908119,0.095471145143621219,0.014906155028249492,0.00049697135691948151,0.0017376766677381758,8.3855325728119166e-13,6.0036110288623865e-06,0.00066202520370313087,6.219071202550052e-23,9.1982407450368012e-06,1.3583606486953371e-07,2.1365295114530839e-12,1.51446049484517e-09,0.0019885327040955465,1.8512494956747434e-18,1.1827352757649545e-19,8.7613613362355091e-12,1.5957667348631987e-10,0.00049419817620017657,0.16530858866100731,2.1106403977845838e-06,3.2680405483933345e-07,1.681151784304382e-10,2.3279063793966564e-05,1.406712806670052e-12,5.0916420004190877e-11,8.6768443725232541e-11,9.2761731927171584e-11,4.356319979816469e-07,6.9318924329331589e-10,3.5898286196395475e-05,1.0716168850544394e-09,4.8269817101171519e-06,3.2643958703662176e-08,2.197785744822497e-07,8.1778864796603796e-05,4.6006734305328268e-11,1.2956316749286783e-10,2.293114793406587e-12,1.472037151605931e-06,1.1806584061357894e-10,5.348808458159876e-11,2.4876196965716877e-07,5.3597339705193237e-13
4.5619693716940634e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.027016575667390165,0.095468382601472973,0.014897777853310996,0.00049737677475825029,0.0017388378901990614,8.3997681602071777e-13,6.0030466110074062e-06,0.00066232674571555775,6.2322570037352556e-23,9.1991442985870812e-06,1.3591855973620885e-07,2.1379782244665278e-12,1.5147992299371031e-09,0.0019904097688245915,1.8523458766236548e-18,1.1850877709809047e-19,8.7659556484005613e-12,1.598145650310207e-10,0.0004939532243933599,0.1653214214932936,2.1096674277380516e-06,3.2684864865687089e-07,1.6804281307573641e-10,2.3283660248150461e-05,1.4060678573133569e-12,5.0892969609179456e-11,8.6724801149796436e-11,9.2709688200127777e-11,4.3562708419814367e-07,6.9311111268116707e-10,3.5915436313823732e-05,1.0710162136268945e-09,4.8254429095587623e-06,3.2633550725920823e-08,2.1970959687478838e-07,8.1831092379747511e-05,4.6014638034598884e-11,1.2955870037868307e-10,2.2945074762672547e-12,1.4739181926281797e-06,1.1802567249052455e-10,5.3495598881859443e-11,2.4898951516922013e-07,5.362133706367372e-13
4.566537072562426e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.027005245816584676,0.095465897153966972,0.014890249083535411,0.00049774150367932503,0.0017398824284057149,8.4125856793779454e-13,6.0025385908329681e-06,0.0006625978973945698,6.2441334191818737e-23,9.1999558741969604e-06,1.3599274893833056e-07,2.1392812034644526e-12,1.5151037624333148e-09,0.0019920986111843873,1.8533316406507155e-18,1.1872064044464774e-19,8.7700877072009979e-12,1.6002871910971254e-10,0.00049373314200209042,0.1653329510856904,2.1087930664530661e-06,3.2688874238622307e-07,1.6797780063533876e-10,2.3287794135724512e-05,1.4054882687178263e-12,5.0871901616479254e-11,8.6685585802858883e-11,9.2662922406841869e-11,4.3562266431741391e-07,6.9304095586897136e-10,3.5930861105051369e-05,1.0704764585842582e-09,4.8240586652126463e-06,3.2624188118959063e-08,2.196475690181015e-07,8.1878062605915479e-05,4.6021741894989858e-11,1.2955469774696803e-10,2.2957612341438163e-12,1.4756111989543028e-06,1.1798957411290299e-10,5.3502352553256835e-11,2.4919423593153728e-07,5.3642919383653005e-13
4.571104773430789e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.02699393448092692,0.095463412501770359,0.014882730413586129,0.0004981060934030622,0.0017409264350357158,8.4254083920774612e-13,6.0020305287342735e-06,0.00066286882579445208,6.256018539038886e-23,9.2007659158483884e-06,1.3606688501627598e-07,2.1405833662907386e-12,1.5154079839708846e-09,0.0019937869654287669,1.8543164785023808e-18,1.1893263513832551e-19,8.7742170969736633e-12,1.6024292210167495e-10,0.00049351341323625273,0.16534446182049545,2.1079199449009916e-06,3.2692879766223736e-07,1.6791289816425462e-10,2.3291925264892276e-05,1.4049094984158304e-12,5.0850866076186876e-11,8.6646429934513481e-11,9.2616226111789561e-11,4.3561824690883143e-07,6.9297095108294055e-10,3.5946276149096806e-05,1.0699375059820926e-09,4.8226750609930209e-06,3.2614829841329821e-08,2.1958559032931666e-07,8.1925000105414307e-05,4.6028836786810711e-11,1.295507119458303e-10,2.2970153172557364e-12,1.4773042710535989e-06,1.1795352578628183e-10,5.3509097543025415e-11,2.4939889029780497e-07,5.3664487247404982e-13
4.575672474299152e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.026982641614453167,0.095460928644030857,0.014875221819119667,0.0004984705441147591,0.001741969910908667,8.4382362905883774e-13,6.0015224245784643e-06,0.0006631395313238974,6.2679123574735025e-23,9.2015744266441841e-06,1.3614096806331658e-07,2.1418847140384732e-12,1.5157118953256196e-09,0.0019954748321626622,1.8553003912699681e-18,1.1914476105779485e-19,8.7783438221285577e-12,1.6045717395424346e-10,0.00049329403721870817,0.16535595374452,2.1070480602138387e-06,3.2696881459120407e-07,1.6784810538273516e-10,2.3296053644336266e-05,1.404331544521683e-12,5.0829859930255139e-11,8.6607333348008432e-11,9.2569599118287788e-11,4.3561383204963391e-07,6.929010979263221e-10,3.5961681469425557e-05,1.0693993537984635e-09,4.8212920964723818e-06,3.2605475890147555e-08,2.1952366072590042e-07,8.197190492731073e-05,4.6035922736606327e-11,1.2954674297024359e-10,2.2982697256043107e-12,1.4789974089458727e-06,1.1791752741815561e-10,5.3515833882908512e-11,2.4960347837178984e-07,5.3686040694406999e-13
4.580240175167515e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.026971367171358215,0.095458445579897105,0.014867723275875346,0.0004988348559993057,0.0017430128568421532,8.451069367201396e-13,6.001014278228533e-06,0.00066341001439047548,6.2798148686585579e-23,9.2023814096778796e-06,1.3621499817248733e-07,2.143185247797989e-12,1.5160154972705245e-09,0.001997162211989928,1.856283380042322e-18,1.193570180818389e-19,8.7824678870636423e-12,1.6067147461487521e-10,0.0004930750130753373,0.16536742690441419,2.1061774095329539e-06,3.2700879327908378e-07,1.6778342203585281e-10,2.3300179282704416e-05,1.4037544051564534e-12,5.080888803985958e-11,8.656829595405644e-11,9.2523041274306997e-11,4.3560941981667452e-07,6.9283139606408233e-10,3.5977077089433129e-05,1.0688620000163643e-09,4.8199097712226962e-06,3.2596126262523168e-08,2.1946178012552388e-07,8.2018777120553739e-05,4.6042999770779829e-11,1.2954279081512391e-10,2.2995244591910777e-12,1.4806906126514036e-06,1.1788157891624481e-10,5.3522561604563399e-11,2.4980800025706246e-07,5.3707579763962616e-13
4.5848078760358775e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.026960111105994847,0.095455963308518854,0.01486023475967497,0.00049919902924119104,0.0017440552736517495,8.4639076142152635e-13,6.000506089550208e-06,0.00066368027540063604,6.2917260667724847e-23,9.2031868680337505e-06,1.3628897543658762e-07,2.1444849686568695e-12,1.5163187905758165e-09,0.0019988491055133433,1.8572654459058279e-18,1.1956940608935237e-19,8.7865892961648999e-12,1.6088582403114859e-10,0.00049285633993502887,0.16537888134666712,2.1053079900089539e-06,3.2704873383145052e-07,1.677188478648986e-10,2.3304302188615208e-05,1.4031780784468273e-12,5.0787951759469552e-11,8.6529317638668126e-11,9.247655242088149e-11,4.3560501028636461e-07,6.9276184531007045e-10,3.599246303244537e-05,1.0683254426268302e-09,4.8185280848154127e-06,3.2586780955564009e-08,2.193999484460617e-07,8.2065616733975028e-05,4.6050067915623848e-11,1.2953885547533207e-10,2.3007795180176816e-12,1.4823838821909458e-06,1.1784568018849513e-10,5.3529280739514906e-11,2.5001245605699771e-07,5.3729104495230159e-13
4.58937557690424e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.026948873372873043,0.095453481829046838,0.014852756246422448,0.00049956306402450473,0.0017450971621510289,8.4767510239367639e-13,5.9999978584166985e-06,0.00066395031475971315,6.303645945999301e-23,9.2039908047868601e-06,1.3636289994818225e-07,2.1457838776999583e-12,1.5166217760089348e-09,0.0020005355133346139,1.8582465899444362e-18,1.1978192495934163e-19,8.7907080538063696e-12,1.6110022215076292e-10,0.00049263801692966546,0.16539031711760785,2.1044397988016158e-06,3.2708863635345211e-07,1.6765438258693417e-10,2.3308422370658625e-05,1.4026025625248733e-12,5.0767044142364067e-11,8.6490398179055884e-11,9.2430132352705338e-11,4.3560060353462435e-07,6.926924453251999e-10,3.600783932171869e-05,1.0677896796300444e-09,4.8171470368214635e-06,3.2577439966373886e-08,2.1933816560559157e-07,8.2112423816289208e-05,4.6057127197398869e-11,1.295349369456762e-10,2.3020349020849552e-12,1.4840772175857228e-06,1.1780983114307442e-10,5.3535991319128661e-11,2.5021684587477493e-07,5.3750614927323045e-13
4.593943277772603e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.02693765392665938,0.095451001140632763,0.01484528771210347,0.0004999269605329309,0.0017461385231515678,8.4895995886806877e-13,5.9994895846959386e-06,0.00066422013287192948,6.3155745005286137e-23,9.2047932230030765e-06,1.3643677179960171e-07,2.1470819760093689e-12,1.5169244543345531e-09,0.0020022214360543768,1.8592268132396544e-18,1.1999457457092447e-19,8.7948241643501755e-12,1.6131466892153779e-10,0.00049242004319411086,0.16540173426340585,2.1035728330799147e-06,3.271285009498969e-07,1.6759002594170643e-10,2.3312539837388706e-05,1.4020278555297345e-12,5.0746168794954681e-11,8.6451537453350498e-11,9.2383780904206566e-11,4.3559619963698099e-07,6.9262319566551953e-10,3.6023205980440445e-05,1.0672547090306404e-09,4.8157666268112767e-06,3.2568103292053169e-08,2.1927643152239353e-07,8.2159198416094316e-05,4.6064177642246132e-11,1.2953103522091215e-10,2.3032906113936858e-12,1.4857706188574279e-06,1.1777403168837539e-10,5.3542693374681456e-11,2.5042116981337884e-07,5.3772111099213072e-13
4.59805420855413e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.026927572023042013,0.095448769196714453,0.014838574543428077,0.00050025434931695156,0.0017470752977096448,8.5011676981495664e-13,5.9990321018280102e-06,0.00066446278033997785,6.3263176121912118e-23,9.2055141035745639e-06,1.3650321151753627e-07,2.1482495722025071e-12,1.5171966028802884e-09,0.0020037383522358604,1.8601082278614943e-18,1.2018607090559985e-19,8.7985264041660003e-12,1.615077125689557e-10,0.00049222416474535981,0.16541199380814706,2.1027936093887466e-06,3.271643467467108e-07,1.6753219763053061e-10,2.3316243242905413e-05,1.4015113093334366e-12,5.0727409767382905e-11,8.6416612924682517e-11,9.234212314073013e-11,4.3559223863156705e-07,6.9256099936489615e-10,3.603702775827572e-05,1.0667739113484734e-09,4.8145248029227604e-06,3.2559703971978344e-08,2.1922091246761886e-07,8.2201267823438063e-05,4.6070515508548504e-11,1.2952753803252573e-10,2.304421027855149e-12,1.4872947363450735e-06,1.1774185450371181e-10,5.3548717962377695e-11,2.5060500511637542e-07,5.3791445493529206e-13
4.602165139335657e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.026917504862416952,0.095446537892250022,0.01483186942092142,0.00050058162638007069,0.0017480116462380746,8.512739971377752e-13,5.998574584266982e-06,0.00066470524921757293,6.337067741919672e-23,9.206233758828039e-06,1.3656960872227947e-07,2.1494165133602266e-12,1.5174685038393409e-09,0.0020052548764069827,1.8609888983399365e-18,1.2037767295518886e-19,8.8022265065182452e-12,1.6170079554378925e-10,0.00049202856788064262,0.16542223833720598,2.102015374005139e-06,3.2720016198440514e-07,1.6747445690991122e-10,2.3319944462135783e-05,1.4009954155170936e-12,5.0708676752605301e-11,8.6381735760759499e-11,9.2300520701164141e-11,4.3558828005357436e-07,6.9249892445260889e-10,3.6050841770906182e-05,1.0662937524551167e-09,4.8132834951388923e-06,3.2551308142477543e-08,2.1916543278094844e-07,8.2243310994469616e-05,4.6076846256967508e-11,1.2952405444816546e-10,2.3055517077665234e-12,1.4888189072275096e-06,1.1770971734714362e-10,5.3554735693485102e-11,2.5078878721527954e-07,5.3810768396792878e-13
4.606276070117184e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.026907452412047096,0.095444307226623101,0.014825172327239487,0.0005009087918553969,0.0017489475693245381,8.5243164027786977e-13,5.9981170319211888e-06,0.00066494753979718269,6.3478248854893442e-23,9.2069521909802497e-06,1.3663596348067439e-07,2.1505828002659328e-12,1.5177401577636712e-09,0.0020067710090034743,1.861868825458543e-18,1.2056938063179075e-19,8.8059244745632311e-12,1.6189391780823864e-10,0.00049183325197520503,0.16543246788392352,2.1012381248835796e-06,3.2723594673852355e-07,1.6741680358619974e-10,2.3323643501240091e-05,1.4004801727357625e-12,5.068996907853527e-11,8.6346905847144017e-11,9.2258973456054484e-11,4.3558432395690535e-07,6.9243697065927265e-10,3.6064648035096287e-05,1.0658142309108207e-09,4.8120427031455451e-06,3.2542915801430379e-08,2.1910999240321416e-07,8.2285327964384724e-05,4.6083169906329446e-11,1.2952058446369254e-10,2.3066826511258881e-12,1.4903431315214786e-06,1.1767762015230853e-10,5.3560746590507358e-11,2.5097251618477854e-07,5.3830079837117969e-13
4.610387000898711e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.026897414639303334,0.095442077199218059,0.014818483245094676,0.00050123584587576087,0.0017498830675553253,8.5358969867714264e-13,5.9976594446986802e-06,0.00066518965237050501,6.3585890386794571e-23,9.2076694022415896e-06,1.3670227585940214e-07,2.1517484337011293e-12,1.5180115652033337e-09,0.0020082867504603199,1.8627480099991742e-18,1.2076119384758253e-19,8.8096203114490476e-12,1.6208707932458759e-10,0.00049163821640634691,0.16544268248153057,2.1004618599849141e-06,3.2727170108441665e-07,1.673592374713129e-10,2.3327340366364574e-05,1.3999655796487781e-12,5.0671287596252424e-11,8.6312123089931775e-11,9.22174812857865e-11,4.3558037039536301e-07,6.9237513778756773e-10,3.6078446567562411e-05,1.0653353452803756e-09,4.8108024266282654e-06,3.2534526946714207e-08,2.1905459127538957e-07,8.2327318768298473e-05,4.6089486475412014e-11,1.2951712807506491e-10,2.3078138579327156e-12,1.4918674092440464e-06,1.1764556285300538e-10,5.3566750675901518e-11,2.5115619209942413e-07,5.3849379842555776e-13
4.614497931680238e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.026887391511658056,0.09543984780941997,0.014811802157252408,0.00050156278857373191,0.0017508181415154167,8.5474817177802188e-13,5.9972018225087729e-06,0.00066543158722851469,6.369360197272906e-23,9.2083853948165245e-06,1.3676854592499133e-07,2.1529134144455865e-12,1.5182827267065897e-09,0.0020098021012118113,1.863626452742105e-18,1.2095311251481412e-19,8.8133140203160341e-12,1.6228028005519806e-10,0.00049144346055329856,0.1654528821631546,2.0996865772760191e-06,3.2730742509724935e-07,1.6730175837621025e-10,2.3331035063644243e-05,1.3994516349193661e-12,5.0652632427290564e-11,8.6277387388698654e-11,9.2176044068235799e-11,4.3557641942263447e-07,6.9231342563801745e-10,3.6092237384971956e-05,1.0648570941332483e-09,4.8095626652722678e-06,3.2526141576204153e-08,2.1899922933857569e-07,8.2369283441249906e-05,4.6095795982958862e-11,1.2951368527831859e-10,2.3089453281876886e-12,1.4933917404125794e-06,1.1761354538317831e-10,5.3572747972069961e-11,2.5133981503364049e-07,5.3868668441114412e-13
