Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),CO2X(24),COX(50),CHOX(53)
5.678697251688452e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43348080669209477,0.06670302209919958,0.0042263759659369772,0.00024905820981914619,0.0031889608497457588,0.086353485476395417,0.033418309997208712,2.9686884884535289e-05,6.2165445789924614e-10,0.001606360693548882,4.1872995568496798e-11,0.00058449205544165521,2.7650921331496951e-09,4.0530310112910575e-07,3.5519352187707879e-09,1.5417407615823758e-10,1.162120616477174e-06,3.1373693997765992e-05,0.0046911025143122585,1.3243432997554583e-06,0.0006609317616084456,2.2354521149913673e-09,1.6890085191763425e-09,2.1555780115714014e-09,1.1934427843339956e-09,6.3261892850982265e-05,0.011635055860423738,8.1849137254964198e-05,1.401555557441132e-07,0.0016926941620360846,4.9649646310816943e-05,4.9049135681123082e-10,1.0134984123193661e-07,2.855756993777255e-09
5.686743530328427e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43345091617983239,0.066655442970889642,0.0042166216334547646,0.00024897554688431845,0.003187641652162405,0.086456553219917548,0.033439265432820324,2.9648362462967211e-05,6.2347176478761406e-10,0.0016053204253589843,4.1847749095342998e-11,0.00058466287085555391,2.7652211829922286e-09,4.0460852356794502e-07,3.5551999054730499e-09,1.5418971124712073e-10,1.1613251179357744e-06,3.1405901188709142e-05,0.0046874334068386101,1.3186627324624348e-06,0.0006612656884704681,2.2274996910823973e-09,1.6840190784583649e-09,2.1542505537631517e-09,1.1980006481786798e-09,6.3467286186655165e-05,0.01166613257661462,8.1894081990510707e-05,1.4008791531529125e-07,0.0016945984940994092,4.9700615840028402e-05,4.9020074282160355e-10,1.0140640131318861e-07,2.8589659015310051e-09
5.694789808968402e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43342101467990557,0.066607898000795349,0.0042068911541764693,0.00024889288788868777,0.0031863227972846833,0.086559547924125846,0.033460172896761856,2.960988920715014e-05,6.2529045194482586e-10,0.0016042808040325051,4.1822525083741472e-11,0.00058483349180672944,2.7653507414991467e-09,4.0391721312062208e-07,3.558459607162925e-09,1.5420502577775669e-10,1.1605316496437398e-06,3.1438069295014645e-05,0.0046837670411401236,1.3130163878221141e-06,0.00066159905968404885,2.2195902457679954e-09,1.6790448838467501e-09,2.1529246075913387e-09,1.2025659261782291e-09,6.3672883592844653e-05,0.01169721973479956,8.1938901955410669e-05,1.4002029440021628e-07,0.0016965010722731566,4.975152351585086e-05,4.8991076512260679e-10,1.0146280459072941e-07,2.8621701471061019e-09
5.702836087608377e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43339110228581451,0.066560387165680968,0.0041971844672605702,0.00024881023302127033,0.0031850042871369231,0.086662469634028835,0.033481032508295608,2.9571465053285058e-05,6.2711051292497973e-10,0.0016032418291379628,4.1797323481973443e-11,0.00058500391866342079,2.7654808069302562e-09,4.0322913696321456e-07,3.5617143320968985e-09,1.5422002081616903e-10,1.1597401964309295e-06,3.1470198359737769e-05,0.0046801034163632162,1.3074040065652697e-06,0.00066193187646322593,2.2117234799270237e-09,1.6740858874178162e-09,2.1516001725538039e-09,1.2071386050968239e-09,6.3878684374971042e-05,0.011728317240354788,8.198359747515391e-05,1.3995269311927135e-07,0.0016984018979487483,4.9802369406421192e-05,4.8962141999449214e-10,1.0151905147336677e-07,2.8653697352608396e-09
5.710882366248352e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43336117909077337,0.066512910442320078,0.0041875015120216331,0.00024872758246969473,0.0031836861237271221,0.086765318394643132,0.033501844386388702,2.953308993766655e-05,6.2893194129103173e-10,0.0016022035002443535,4.177214423848983e-11,0.00058517415179264968,2.7656113775498098e-09,4.0254426267153683e-07,3.5649640885231012e-09,1.5423469742536541e-10,1.158950743286068e-06,3.1502288425896825e-05,0.0046764425316490341,1.3018253317961176e-06,0.00066226414001840526,2.2038990969940612e-09,1.6691420414006541e-09,2.1502772481437737e-09,1.2117186716854331e-09,6.408468783931806e-05,0.011759424998948196,8.2028168874441701e-05,1.3988511159195373e-07,0.0017003009725183556,4.985315357981797e-05,4.8933270374812641e-10,1.015751423689228e-07,2.8685646707662081e-09
5.718928644888327e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4333312451877106,0.06646546780749546,0.0041778422279299433,0.00024864493642021222,0.0031823683090470749,0.086868094250992872,0.033522608649713626,2.9494763796682571e-05,6.3075473061482442e-10,0.0016011658169211491,4.1746987301910587e-11,0.00058534419156022798,2.7657424516264972e-09,4.0186255821603521e-07,3.568208884681286e-09,1.5424905666534478e-10,1.1581632753548194e-06,3.1534339536473217e-05,0.0046727843861334621,1.2962801089765202e-06,0.0006625958515563804,2.1961168029392708e-09,1.6642132981766423e-09,2.1489558338498948e-09,1.21630611268199e-09,6.4290893293035336e-05,0.011790542916538704,8.2072616477183913e-05,1.3981754993688098e-07,0.0017021982973748886,4.9903876104061348e-05,4.8904461272476495e-10,1.0163107768423533e-07,2.8717549584055522e-09
5.726974923528302e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43330130066927064,0.066418059237999261,0.0041682065546111424,0.00024856229505770832,0.0031810508450725089,0.086970797248109841,0.033543325416648902,2.9456486566814245e-05,6.3257887447712089e-10,0.0016001287787382969,4.1721852621024206e-11,0.00058551403833076161,2.7658740274334083e-09,4.0118399195684386e-07,3.5714487288027893e-09,1.542630995931043e-10,1.1573777779379586e-06,3.1566351734411476e-05,0.0046691289789471619,1.290768085889436e-06,0.00066292701228034363,2.1883763062555272e-09,1.6592996102789724e-09,2.1476359291562449e-09,1.2209009148116012e-09,6.4497300044142407e-05,0.011821670899375535,8.2116940606517951e-05,1.3975000827179648e-07,0.0017040938739119847,4.9954537047113015e-05,4.8875714329601432e-10,1.0168685782516134e-07,2.874940602975002e-09
5.735021202168277e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43327134562781344,0.066370684710632899,0.0041585944318458436,0.00024847965856571386,0.0031797337337632048,0.087073427431032982,0.033563994805279641,2.941825818463566e-05,6.3440436646763545e-10,0.0015990923852662179,4.1696740144787097e-11,0.00058568369246765834,2.7660061032480314e-09,4.0050853263878222e-07,3.5746836291104778e-09,1.5427682726264651e-10,1.1565942364895161e-06,3.159832506261931e-05,0.0046654763092155906,1.2852890126136942e-06,0.0006632576233898984,2.1806773179297915e-09,1.6544009303921781e-09,2.1463175335423348e-09,1.2255030647867376e-09,6.4703907401531471e-05,0.011852808853997567,8.21611415848084e-05,1.3968248671357561e-07,0.0017059877035239921,5.0005136476876214e-05,4.884702918634603e-10,1.0174248319657789e-07,2.8781216092834899e-09
5.743067480808252e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43324138015541608,0.066323344202207243,0.0041490057995692813,0.00024839702712641486,0.0031784169770631304,0.087175984844808402,0.033584616933398294,2.9380078586813665e-05,6.3623120018506331e-10,0.0015980566360758051,4.1671649822323032e-11,0.00058585315433313297,2.7661386773522909e-09,3.9983614938653509e-07,3.5779135938187002e-09,1.5429024072498638e-10,1.1558126366149719e-06,3.1630259563967251e-05,0.0046618263760590337,1.2798426415107077e-06,0.00066358768608108527,2.1730195513735486e-09,1.6495172113516544e-09,2.1450006464831603e-09,1.2301125493073429e-09,6.491071467496679e-05,0.011883956687232647,8.2205219733612385e-05,1.3961498537823509e-07,0.0017078797876059646,5.0055674461195933e-05,4.8818405485758911e-10,1.0179795420238117e-07,2.8812979821511639e-09
5.751113759448227e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43321140434387251,0.066276037689542489,0.0041394405978709215,0.0002483144009206642,0.0031771005769005603,0.087278469534488978,0.033605191918505146,2.9341947710107672e-05,6.3805936923711257e-10,0.0015970215307384219,4.1646581602922517e-11,0.00058602242428821335,2.7662717480324843e-09,3.9916681169975199e-07,3.5811386311333001e-09,1.5430334102815843e-10,1.1550329640694293e-06,3.1662155281289003e-05,0.0046581791785926191,1.2744287271908206e-06,0.00066391720154639403,2.1654027224291326e-09,1.6446484061431658e-09,2.1436852674492321e-09,1.2347293550610605e-09,6.5117721175089841e-05,0.011915114306196902,8.2249175373706542e-05,1.3954750438093674e-07,0.0017097701275536525,5.0106151067858687e-05,4.8789842873811238e-10,1.0185327124549164e-07,2.8844697264096717e-09
5.759160038088202e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4331814182846952,0.066228765149468224,0.0041298987669941174,0.00024823178012799179,0.0031757845351882063,0.087380881545134223,0.033625719877808907,2.9303865491369478e-05,6.3988886724053342e-10,0.0015959870688259038,4.1621535436042316e-11,0.00058619150269274606,2.7664053135791954e-09,3.9850048944837546e-07,3.5843587492515536e-09,1.5431612921722362e-10,1.1542552047558999e-06,3.1694012257381713e-05,0.0046545347159263522,1.2690470264864891e-06,0.00066424617097476186,2.1578265494434232e-09,1.6397944679024079e-09,2.1423713959065366e-09,1.2393534687235284e-09,6.5324926213426824e-05,0.011946281618294067,8.2293008825149588e-05,1.3948004383598825e-07,0.0017116587247634788,5.015656636459216e-05,4.8761340999527321e-10,1.019084347278592e-07,2.887636846905112e-09
