Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),CH2X(134),CHX(26),H2X(36),C2H6X(39),CX(24),C2H3X(136),C2H5X(38),C2H4X(51),C2H3X(50),CH2(T)(29),C3H8X(43),C3H6(143),C3H6X(157),C3H5X(155),HOCXO(25),OCX(21),HOX(23),OX(20),COX(37),C3H5X(156),H2OX(35),C3H5X(144),allyl(160),CH3OHX(46),C4H8(202),C4H8X(300),C4H7X(299),C4H7X(203),C4H7(303),C4H7X(360),C4H8(148),C4H8X(467)
0.536464714227684,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098475767735883,0.099896138251227451,4.9266520399681367e-29,0.099965156900340371,3.5653360768839426e-10,4.5585653651966424e-06,1.1414266192651174e-07,3.2020427622490954e-05,9.2946979453603645e-20,1.9995599502592709e-06,2.3717342960135824e-10,4.8549895069884978e-12,1.1605261288175085e-08,7.6099859942540885e-12,9.0502981586315125e-21,7.9240759325182788e-20,1.1113412975545972e-18,3.0646539446724361e-10,3.4707457929075368e-05,3.4731437453230605e-05,4.0287418518293317e-10,6.4243469682620746e-05,1.268997890923994e-11,2.9010587630794804e-10,1.583807125976688e-09,1.1125031096261831e-08,5.403641643121896e-19,1.6366656009499994e-08,1.0069589907435189e-14,1.0647693666917195e-13,4.4273969377314764e-07,6.3907889121552719e-13,8.2402452901475111e-14,4.6493370255931275e-10,1.6153444171027248e-13,2.845278551332653e-07,2.0543542898219851e-19,1.9452437981626828e-17,4.5211761619070403e-13,1.0877737098763994e-07,3.965720501768013e-11,2.3890559525604003e-07,1.2387240787549175e-13,4.7513962772179237e-18,5.4780084422500963e-12,2.6439787687171779e-15,2.3080022700127854e-10,8.018817651347057e-14,1.4318519987075604e-07,6.393553941219376e-18,7.2924426995412406e-12,6.2624002371188761e-18,5.9438326831626883e-11,2.065098074458312e-14
0.5379803712344793,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098468563067107,0.099896060063358369,4.9716278461108071e-29,0.099965156467498859,3.5875122566176223e-10,4.568378383519815e-06,1.1458615680061197e-07,3.2056544013366445e-05,9.3630445783332303e-20,1.9975711362676023e-06,2.3771662734691953e-10,4.8602179796839043e-12,1.1606631657741714e-08,7.6414886277669042e-12,9.0942948894763683e-21,7.977025810076328e-20,1.117074048407655e-18,3.0622518530198973e-10,3.4707420387434375e-05,3.4731426919264016e-05,4.0247335605076796e-10,6.4312560241599887e-05,1.2663730349118797e-11,2.891947067736984e-10,1.5872160417085417e-09,1.1137575880345969e-08,5.4255591293843269e-19,1.6366656068586954e-08,1.0070775236370759e-14,1.0639344768586084e-13,4.4313045904784576e-07,6.3783367819730714e-13,8.2591154352677394e-14,4.6492485073946351e-10,1.6153131798177123e-13,2.8518005670483211e-07,2.0565636336702639e-19,1.9528013480900413e-17,4.5443826394308139e-13,1.092182208030905e-07,3.9811278948454723e-11,2.397141663173754e-07,1.2464284966922859e-13,4.7461989874576277e-18,5.4720179877550111e-12,2.6549231060565494e-15,2.3110134133666385e-10,8.0292770297717403e-14,1.4388224354935177e-07,6.3950813637026525e-18,7.2941073264303988e-12,6.2637579555382619e-18,5.9515124874122474e-11,2.0677656923701814e-14
0.5394960282412745,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.240984613719644,0.099895982019998247,5.0056701996200497e-29,0.099965156034164199,3.6097594797876797e-10,4.5781828980495634e-06,1.1503012399026899e-07,3.2092586406708203e-05,9.4316952375246408e-20,1.9955899905799193e-06,2.3825934912237834e-10,4.8654363128061911e-12,1.1607994397059363e-08,7.6730261571543674e-12,9.1383807862979171e-21,8.0301810682982609e-20,1.1228190992164498e-18,3.0598580882831954e-10,3.4707382915555422e-05,3.4731416404677995e-05,4.0207407240237473e-10,6.4381516817446605e-05,1.2637613016509297e-11,2.8828908689166828e-10,1.5906220017798551e-09,1.115009495385429e-08,5.2885591303325174e-19,1.6366656126947011e-08,1.0071953952214251e-14,1.0631024811868558e-13,4.4351965659907735e-07,6.3659442597884865e-13,8.277969036885463e-14,4.6491531764389475e-10,1.6152795764685731e-13,2.8583076603074283e-07,2.0587686930254927e-19,1.960366943897366e-17,4.5676385216920135e-13,1.0965953848564622e-07,3.9965516908655565e-11,2.4052269479373336e-07,1.254157593720941e-13,4.7410157753217287e-18,5.46604375706377e-12,2.6658795624082057e-15,2.3140109141362542e-10,8.0396890073236958e-14,1.4458017658821371e-07,6.3965811855911725e-18,7.295740590526467e-12,6.2650888503110285e-18,5.9591572018253007e-11,2.07042111840693e-14
0.5410116852480698,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098454194363406,0.099895904120466977,5.0382470120804341e-29,0.099965155600337405,3.6320777571466119e-10,4.5879789382596728e-06,1.154745625871917e-07,3.2128555163881298e-05,9.5006503648899245e-20,1.9936164621704379e-06,2.3880159652479782e-10,4.8706445545877478e-12,1.160934956604845e-08,7.7045985117926342e-12,9.1825557713426869e-21,8.0835419252360207e-20,1.1285764386916764e-18,3.0574726015966023e-10,3.4707345513109434e-05,3.4731405909380154e-05,4.0167632395390616e-10,6.4450340047399508e-05,1.2611625879641375e-11,2.873889668433747e-10,1.594025016434998e-09,1.1162588442352061e-08,5.3725938589543041e-19,1.6366656185165531e-08,1.0073126106922469e-14,1.0622733626919599e-13,4.4390729613718974e-07,6.3536108938126938e-13,8.2968061505127518e-14,4.6490511081211862e-10,1.6152436332479701e-13,2.8647998621118639e-07,2.0609694882651002e-19,1.967940570105697e-17,4.5909437632274815e-13,1.101013231064367e-07,4.011991858271688e-11,2.4133117947023028e-07,1.2619113735642652e-13,4.7358465932801507e-18,5.4600856954169694e-12,2.6768481132354468e-15,2.316994834591197e-10,8.0500538003877853e-14,1.4527899480419073e-07,6.3980536124931731e-18,7.2973427267119505e-12,6.2663931234834462e-18,5.9667669878623625e-11,2.0730644086754743e-14
0.542527342254865,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098447030200293,0.099895826364089543,5.0946273560626408e-29,0.099965155166019545,3.6544670993932624e-10,4.5977665334429134e-06,1.1591947168904813e-07,3.2164450643473769e-05,9.5699104014440489e-20,1.9916505004928943e-06,2.3934337114199226e-10,4.8758427528961091e-12,1.1610697224003296e-08,7.7362056213401153e-12,9.2268197671829886e-21,8.1371085985220574e-20,1.1343460555830347e-18,3.0550953444945418e-10,3.4707308179769862e-05,3.4731395433278864e-05,4.0128010051815805e-10,6.4519030563877882e-05,1.2585767917762775e-11,2.8649429739916443e-10,1.5974250958554246e-09,1.117505647043959e-08,5.1396367888428444e-19,1.6366656242390048e-08,1.0074291751909244e-14,1.0614471045285071e-13,4.4429338729391691e-07,6.3413362369212225e-13,8.3156268313402017e-14,4.6489423769776176e-10,1.6152053760501671e-13,2.8712772034991497e-07,2.0631660396124039e-19,1.9755222113376543e-17,4.6142983187298351e-13,1.1054357374101977e-07,4.0274483657143469e-11,2.421396191452092e-07,1.2696898399270229e-13,4.7306913938634646e-18,5.4541437481248217e-12,2.687828734099647e-15,2.3199652366754338e-10,8.0603716242172768e-14,1.459786940330902e-07,6.3994988483296429e-18,7.2989139679359672e-12,6.2676709754332579e-18,5.9743420061338133e-11,2.0756956189872752e-14
0.5440429992616602,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098439879411665,0.099895748750196037,5.1706217835803024e-29,0.099965154731211536,3.6769275171974458e-10,4.6075457127126877e-06,1.1636485039545546e-07,3.2200273201325627e-05,9.6394757872658365e-20,1.9896920554766511e-06,2.3988467455260064e-10,4.8810309552377577e-12,1.1612037429600429e-08,7.7678474158565394e-12,9.2711726966392875e-21,8.1908813053713218e-20,1.1401279386865388e-18,3.0527262689103438e-10,3.4707270915212564e-05,3.473138497628306e-05,4.0088539200378552e-10,6.458758899453138e-05,1.2560038121012665e-11,2.8560502991025012e-10,1.6008222501602414e-09,1.1187499161762257e-08,5.3723712944041089e-19,1.6366656299713939e-08,1.0075450938052558e-14,1.060623689989737e-13,4.4467793962316534e-07,6.3291198466059694e-13,8.3344311342394551e-14,4.6488270567008656e-10,1.6151648304763065e-13,2.8777397155405542e-07,2.0653583671381977e-19,1.9831118522490523e-17,4.637702143075543e-13,1.1098628946986444e-07,4.042921181911732e-11,2.4294801263009085e-07,1.277492996503912e-13,4.7255501296693259e-18,5.4482178605745985e-12,2.6988214007016153e-15,2.3229221820109746e-10,8.0706426929464675e-14,1.4667927012957925e-07,6.4009170953519223e-18,7.3004545452344015e-12,6.2689226048870103e-18,5.9818824164018244e-11,2.0783148048589956e-14
0.5455586562684555,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098432741934644,0.099895671278121517,5.1788540265169373e-29,0.099965154295914432,3.6994590211714483e-10,4.6173165050047517e-06,1.1681069781362464e-07,3.2236023190557467e-05,9.709346961501748e-20,1.9877410775205241e-06,2.4042550832616267e-10,4.8862092087620015e-12,1.1613370240906584e-08,7.7995238257837509e-12,9.3156144828214774e-21,8.2448602625835294e-20,1.1459220768360011e-18,3.0503653271738309e-10,3.4707233719115863e-05,3.4731374538302509e-05,4.0049218841405836e-10,6.4656015962290977e-05,1.2534435490259728e-11,2.8472111629963989e-10,1.6042164894068114e-09,1.1199916639020508e-08,4.8995356414612442e-19,1.6366656355346944e-08,1.0076603715701573e-14,1.0598031025067039e-13,4.45060962601789e-07,6.3169612849123827e-13,8.3532191137658754e-14,4.6487052201533732e-10,1.6151220218390941e-13,2.8841874293392331e-07,2.0675464907623877e-19,1.9907094776251645e-17,4.6611551912897784e-13,1.1142946937761014e-07,4.058410275845899e-11,2.4375635874922577e-07,1.2853208469696657e-13,4.7204227533685647e-18,5.4423079782376404e-12,2.7098260888749325e-15,2.3258657319008479e-10,8.0808672196010539e-14,1.4738071896708734e-07,6.4023085541628453e-18,7.3019646877541436e-12,6.2701482089410396e-18,5.989388377591533e-11,2.0809220215163983e-14
0.5470743132752507,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098425617706795,0.099895593947206041,5.1910252444094524e-29,0.099965153860129205,3.722061621873973e-10,4.6270789390785412e-06,1.1725701304936031e-07,3.2271700961598827e-05,9.7795243623689729e-20,1.9857975174884245e-06,2.4096587402319221e-10,4.8913775602644542e-12,1.161469571538686e-08,7.8312347818963371e-12,9.3601450490362713e-21,8.2990456865444205e-20,1.1517284589106998e-18,3.0480124720068273e-10,3.4707196591160483e-05,3.4731364119247547e-05,4.001004798459827e-10,6.4724312085415222e-05,1.2508959036985063e-11,2.8384250905479461e-10,1.6076078235912104e-09,1.1212309023979656e-08,5.5379931458344785e-19,1.6366656412274291e-08,1.007775013468364e-14,1.0589853256467144e-13,4.4544246563035731e-07,6.3048601183898969e-13,8.3719908241610803e-14,4.6485769393770421e-10,1.6150769751661437e-13,2.8906203760284177e-07,2.0697304302554606e-19,1.9983150722272429e-17,4.6846574185934955e-13,1.1187311255415472e-07,4.0739156164500352e-11,2.4456465633974911e-07,1.2931733949804233e-13,4.7153092177079884e-18,5.4364140466726027e-12,2.7208427745687926e-15,2.3287959473299766e-10,8.0910454161011761e-14,1.4808303643770884e-07,6.4036734237326325e-18,7.3034446227714354e-12,6.2713479830773631e-18,5.9968600477973787e-11,2.0835173238965359e-14
0.5485899702820459,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098418506666172,0.099895516756794478,5.3242986711931705e-29,0.099965153423856812,3.7447353297936892e-10,4.636833043518905e-06,1.1770379522161887e-07,3.2307306862216045e-05,9.8500084271589715e-20,1.9838613267017302e-06,2.4150577319525126e-10,4.8965360561908574e-12,1.1616013909912367e-08,7.8629802152388647e-12,9.4047643189770595e-21,8.3534377932284663e-20,1.1575470738135082e-18,3.0456676565173279e-10,3.4707159531029491e-05,3.4731353719029243e-05,3.9971025648876381e-10,6.4792477977540413e-05,1.2483607783101754e-11,2.8296916121802385e-10,1.6109962626488327e-09,1.122467643747961e-08,4.3781642406292358e-19,1.6366656465656177e-08,1.0078890244310973e-14,1.0581703431113039e-13,4.45822458033913e-07,6.292815918018356e-13,8.3907463193555229e-14,4.6484422856020828e-10,1.6150297152030576e-13,2.8970385867696294e-07,2.0719102052400988e-19,2.0059286210407677e-17,4.7082087802846827e-13,1.1231721809152111e-07,4.089437173114295e-11,2.4537290425143753e-07,1.3010506441680095e-13,4.7102094755098037e-18,5.4305360115247764e-12,2.731871433826192e-15,2.3317128889670556e-10,8.1011774932679156e-14,1.4878621845210711e-07,6.4050119014126335e-18,7.3048945757075793e-12,6.2725221211772653e-18,6.0042975842841312e-11,2.0861007666481178e-14
0.5499540615881616,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098412117953852,0.099895447405017407,5.2894941445984834e-29,0.099965153030795992,3.7652024722150186e-10,4.6456046391643638e-06,1.1810629767708319e-07,3.2339291008863501e-05,9.9137066438027838e-20,1.9821250158305233e-06,2.419912848464638e-10,4.901170314115161e-12,1.1617194107155451e-08,7.8915805265522917e-12,9.4449974408343435e-21,8.4025675811456993e-20,1.1627942771623341e-18,3.0435641580529406e-10,3.4707126234641397e-05,3.4731344374865135e-05,3.993603172874662e-10,6.4853716436429588e-05,1.2460897900025319e-11,2.8218760659034718e-10,1.6140433906303569e-09,1.1235785858167981e-08,5.035192595935575e-19,1.6366656511119844e-08,1.0079910988823996e-14,1.0574392346133703e-13,4.4616316725960477e-07,6.2820244926883322e-13,8.4076124453586094e-14,4.6483157065163004e-10,1.614985309100914e-13,2.9028024029776083e-07,2.0738684581717191e-19,2.012787603378117e-17,4.7294469789397846e-13,1.1271730764833549e-07,4.1034204134710734e-11,2.4610028395596825e-07,1.308161290928767e-13,4.7056314620123814e-18,5.4252593264767495e-12,2.7418074448463716e-15,2.3343268372366818e-10,8.1102571040480581e-14,1.4941981808504573e-07,6.406194128075448e-18,7.3061740834984642e-12,6.2735570856192022e-18,6.010962312105232e-11,2.088415770077653e-14
0.5513181528942773,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098405739828832,0.09989537816605111,5.3241677416869564e-29,0.09996515263734207,3.7857272275328368e-10,4.6543695314152312e-06,1.1850917699121615e-07,3.2371217469849636e-05,9.9776539291735879e-20,1.9803946001329783e-06,2.4247642098064878e-10,4.9057966597362891e-12,1.1618368493864266e-08,7.9202086590962655e-12,9.4853022958133211e-21,8.4518651135462287e-20,1.1680513721335381e-18,3.0414671004073369e-10,3.4707092992708523e-05,3.4731335045823256e-05,3.9901156620995021e-10,6.4914850342469475e-05,1.2438287945989226e-11,2.814102410258224e-10,1.6170881887164298e-09,1.1246875235921099e-08,4.9969821953191069e-19,1.6366656557757838e-08,1.0080926697527559e-14,1.0567103647293391e-13,4.4650266706484315e-07,6.2712785593609682e-13,8.4244655193648064e-14,4.6481840731545052e-10,1.6149391477021215e-13,2.9085543310830677e-07,2.0758233677269955e-19,2.0196530054513283e-17,4.7507249081230303e-13,1.1311777033282421e-07,4.117416741589414e-11,2.4682762167809174e-07,1.3152919512003933e-13,4.7010645487899261e-18,5.4199954340782851e-12,2.7517531178600121e-15,2.3369301264063939e-10,8.1192996801977815e-14,1.5005411174587912e-07,6.4073552774815853e-18,7.3074296486599023e-12,6.2745715797452838e-18,6.0175996318151107e-11,2.0907212506766773e-14
0.552682244200393,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098399372246873,0.099895309039427935,5.4043150064427556e-29,0.099965152243495767,3.8063096033641151e-10,4.6631277407525834e-06,1.1891243251797945e-07,3.2403086493271775e-05,1.0041850600146756e-19,1.9786700450525447e-06,2.4296118271058199e-10,4.9104151261999713e-12,1.1619537110294583e-08,7.9488645634436926e-12,9.5256788283374196e-21,8.5013305470252178e-20,1.1733183507499865e-18,3.0393764501841282e-10,3.4707059805004602e-05,3.4731325731840084e-05,3.986639962916141e-10,6.4975880133579238e-05,1.2415777229140293e-11,2.806370314152481e-10,1.6201306640257699e-09,1.1257944656946352e-08,5.1877738033066859e-19,1.6366656613025342e-08,1.008193740532669e-14,1.0559837218514835e-13,4.4684096409362557e-07,6.2605778142710944e-13,8.4413055800528489e-14,4.6480474357992427e-10,1.614891248474933e-13,2.9142943938546133e-07,2.0777749479095781e-19,2.0265248162507288e-17,4.7720425357150048e-13,1.1351860549554459e-07,4.1314261350241941e-11,2.4755491660499927e-07,1.3224426276203638e-13,4.6965087016193005e-18,5.4147442948996214e-12,2.7617084356948062e-15,2.3395228000533617e-10,8.1283053731455328e-14,1.5068909649167958e-07,6.4084954901987762e-18,7.3086614317414417e-12,6.2755657416308939e-18,6.0242096563561032e-11,2.0930172476919949e-14
0.5540463355065087,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098393015164074,0.09989524002468346,5.401689632196433e-29,0.099965151849257819,3.8269496072153876e-10,4.6718792875469877e-06,1.1931606362990457e-07,3.2434898325547367e-05,1.0106296972996258e-19,1.9769513163209021e-06,2.4344557114334428e-10,4.915025746431262e-12,1.1620699996331101e-08,7.9775481902702713e-12,9.5661269832820254e-21,8.5509640379118231e-20,1.1785952050172212e-18,3.0372921742315215e-10,3.470702667130494e-05,3.4731316432852628e-05,3.9831760062594694e-10,6.5036806244762717e-05,1.239336506414876e-11,2.7986794499453123e-10,1.6231708236386875e-09,1.1268994206867445e-08,4.92167314186898e-19,1.636665666979527e-08,1.0082943146804585e-14,1.0552592944570931e-13,4.4717806494223344e-07,6.249921956431131e-13,8.458132665903513e-14,4.6479058442271579e-10,1.6148416287118318e-13,2.9200226140751371e-07,2.0797232126298946e-19,2.0334030250831468e-17,4.7933998294925359e-13,1.139198124849285e-07,4.1454485719754744e-11,2.4828216793182923e-07,1.3296133227877997e-13,4.6919638863346985e-18,5.409505869576901e-12,2.7716733812141793e-15,2.3421049015519079e-10,8.1372743336147998e-14,1.5132476939146517e-07,6.4096149057716293e-18,7.3098695921204205e-12,6.2765397083399412e-18,6.0307924981388159e-11,2.095303800185614e-14
0.5552740176820129,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098387302730287,0.09989517800668829,5.4295727399386093e-29,0.099965151494109381,3.8455748887242337e-10,4.6797499999352498e-06,1.1967965224174824e-07,3.2463480278487686e-05,1.016451246458526e-19,1.9754094138966876e-06,2.4388120247419478e-10,4.9191686231469191e-12,1.1621741726946386e-08,8.0033871163650691e-12,9.6025915151105988e-21,8.5957779977890488e-20,1.1833528109396231e-18,3.0354217486707584e-10,3.4706996896964456e-05,3.4731308076533478e-05,3.9800684285076325e-10,6.5091551455691364e-05,1.2373277816257038e-11,2.791792657379819e-10,1.6259049931908978e-09,1.1278921882304191e-08,4.8803299239922782e-19,1.6366656714051921e-08,1.0083844096256727e-14,1.0546091945848273e-13,4.4748043838564011e-07,6.2403698164137104e-13,8.4732659813291375e-14,4.6477742166942326e-10,1.6147955140190345e-13,2.9251679057332932e-07,2.0814738275803934e-19,2.0395988745876332e-17,4.8126552819067147e-13,1.1428121615020556e-07,4.1580798995734943e-11,2.4893665618903271e-07,1.3360840665745725e-13,4.6878829566501682e-18,5.4048021246532152e-12,2.7806500496877566e-15,2.3444197894001737e-10,8.1453151157765697e-14,1.5189746096005525e-07,6.4106047127451193e-18,7.3109368698397878e-12,6.2773991239774576e-18,6.0366939069658745e-11,2.0973536545003693e-14
0.5563789316399667,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098382168754737,0.099895122267378317,5.4819165463621077e-29,0.099965151174205416,3.8623775619261213e-10,4.6868290531191758e-06,1.2000714129133146e-07,3.2489164744473394e-05,1.0217079746551494e-19,1.9740256928940103e-06,2.4427301356835086e-10,4.922891820520538e-12,1.1622675366895923e-08,8.0266612853329168e-12,9.6354591257660137e-21,8.6362271518125312e-20,1.1876414853466883e-18,3.0337427376772632e-10,3.4706970137170443e-05,3.4731300566150619e-05,3.9772796524239971e-10,6.5140750900037601e-05,1.2355266669515654e-11,2.7856226811547256e-10,1.6283641511513695e-09,1.1287843138289452e-08,4.8835961596521169e-19,1.63666567499923e-08,1.0084651555541492e-14,1.0540256242644676e-13,4.4775175452581654e-07,6.2318035922881661e-13,8.4868770289623506e-14,4.6476523844152951e-10,1.6147528413134663e-13,2.9297904961963892e-07,2.083047102757395e-19,2.0451795562516338e-17,4.8300126184154028e-13,1.1460673612021806e-07,4.169457099467884e-11,2.4952566439738983e-07,1.3419216032757281e-13,4.684217715926571e-18,5.4005775083468342e-12,2.7887356968287618e-15,2.3464959225230941e-10,8.1525265745490792e-14,1.5241335617889126e-07,6.411481314812931e-18,7.3118812641514532e-12,6.2781587875443263e-18,6.0419864940959625e-11,2.0991920328294575e-14
0.5574838455979204,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098377041590532,0.099895066600656085,5.4942623840000005e-29,0.09996515085404574,3.8792180580747248e-10,4.6939037708682833e-06,1.2033487564139248e-07,3.2514812120055403e-05,1.02698114183188e-19,1.9726457345532384e-06,2.4466458169218922e-10,4.9266099278084936e-12,1.1623605316856082e-08,8.0499535558585435e-12,9.6683736312727073e-21,8.6767868454023232e-20,1.1919366250641811e-18,3.0320678506850501e-10,3.4706943412413948e-05,3.4731293065495689e-05,3.9744984596756763e-10,6.5189883083997748e-05,1.2337318985078884e-11,2.7794791857053201e-10,1.6308218022473359e-09,1.1296751507197845e-08,4.8169519198262943e-19,1.636665678690266e-08,1.0085455816877189e-14,1.0534434873087123e-13,4.4802229742623956e-07,6.2232662924359114e-13,8.5004796315828325e-14,4.6475273885449116e-10,1.6147090699430681e-13,2.9344053573123867e-07,2.0846182270910039e-19,2.0507644165621726e-17,4.8473959231276821e-13,1.14932498900387e-07,4.1808428182687769e-11,2.5011464259432343e-07,1.3477722788484065e-13,4.6805596526659777e-18,5.3963611638301764e-12,2.7968276304116404e-15,2.348565195718811e-10,8.1597141988344168e-14,1.5292969772307266e-07,6.4123445166754618e-18,7.3128104391896078e-12,6.2789054414841641e-18,6.0472614447552916e-11,2.1010242834591662e-14
0.5585887595558742,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098371921214884,0.099895011006280565,5.4992083733297962e-29,0.099965150533630712,3.896096381136899e-10,4.7009741637988435e-06,1.2066285495911793e-07,3.2540422533030344e-05,1.0322707646830351e-19,1.9712695212009505e-06,2.4505590742329688e-10,4.9303229620929218e-12,1.1624531597329554e-08,8.0732639021980609e-12,9.7013350024783056e-21,8.7174571611344384e-20,1.1962382259049494e-18,3.0303970705345457e-10,3.4706916722578385e-05,3.4731285574535946e-05,3.9717248146432746e-10,6.5238948233260251e-05,1.2319434410915985e-11,2.7733620033420865e-10,1.6332779501687481e-09,1.1305647033435344e-08,4.8153808640324608e-19,1.6366656824955139e-08,1.0086256898041144e-14,1.0528627777533395e-13,4.4829207050261907e-07,6.2147577620825175e-13,8.5140738092667765e-14,4.6473992545879295e-10,1.6146642087682287e-13,2.9390125012122766e-07,2.0861872077982217e-19,2.0563534498475205e-17,4.8648051791706008e-13,1.1525850415097428e-07,4.1922370444133589e-11,2.5070359036701619e-07,1.3536360946661202e-13,4.6769087488254494e-18,5.3921530703149718e-12,2.8049258414922814e-15,2.3506276316525268e-10,8.1668780673927556e-14,1.5344648405766155e-07,6.4131943905641842e-18,7.3137244774447717e-12,6.2796391567322277e-18,6.052518817672362e-11,2.1028504267972466e-14
0.5596936735138279,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098366807605121,0.099894955484012005,5.5943607004457568e-29,0.099965150212960693,3.9130125350130195e-10,4.7080402424810077e-06,1.2099107891321959e-07,3.256599611050121e-05,1.0375768598772649e-19,1.9698970352815812e-06,2.4544699133688775e-10,4.9340309403647133e-12,1.1625454228667533e-08,8.0965922986547382e-12,9.7343432103924259e-21,8.7582381814712278e-20,1.2005462836855266e-18,3.0287303801675653e-10,3.4706890067547839e-05,3.4731278093238856e-05,3.9689586819449437e-10,6.5287946572308248e-05,1.2301612597654944e-11,2.7672709677762527e-10,1.6357325985895329e-09,1.1314529761166886e-08,4.828033156808701e-19,1.6366656863943616e-08,1.0087054816679318e-14,1.0522834896693698e-13,4.4856107715093294e-07,6.2062778475856107e-13,8.527659582007938e-14,4.6472680078433697e-10,1.6146182665778215e-13,2.9436119400313666e-07,2.0877540520574951e-19,2.0619466504619513e-17,4.8822403696914535e-13,1.1558475153322599e-07,4.2036397663918048e-11,2.5129250730591941e-07,1.359513052079294e-13,4.6732649863899644e-18,5.3879532070450429e-12,2.8130303211429721e-15,2.3526832529048069e-10,8.1740182586901462e-14,1.5396371365275512e-07,6.4140310082884107e-18,7.314623460923841e-12,6.2803600038064522e-18,6.0577586713532719e-11,2.104670483174156e-14
0.5607985874717817,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098361700738707,0.099894900033611955,5.6418928233907646e-29,0.099965149892036018,3.9299665235594419e-10,4.7151020174391408e-06,1.2131954717542264e-07,3.2591532978882586e-05,1.0428994440579548e-19,1.968528259355988e-06,2.4583783400581676e-10,4.9377338795241432e-12,1.1626373231071123e-08,8.1199387195088547e-12,9.7673982265299642e-21,8.7991299887653076e-20,1.2048607942288211e-18,3.0270677626251645e-10,3.4706863447206844e-05,3.4731270621572064e-05,3.9662000264334547e-10,6.5336878324428419e-05,1.2283853198557676e-11,2.761205914105801e-10,1.6381857511677001e-09,1.132339973431822e-08,4.6997295095188556e-19,1.6366656901910372e-08,1.0087849590307489e-14,1.0517056171623145e-13,4.4882932074756687e-07,6.1978263964234368e-13,8.5412369697180004e-14,4.6471336734038397e-10,1.6145712520890072e-13,2.9482036859089564e-07,2.0893187670090219e-19,2.0675440128110847e-17,4.8997014778796543e-13,1.1591124070908375e-07,4.2150509727989942e-11,2.5188139300472695e-07,1.3654031524230623e-13,4.6696283473711899e-18,5.3837615532949368e-12,2.8211410604280108e-15,2.3547320819703531e-10,8.1811348508942541e-14,1.5448138498346717e-07,6.4148544412364988e-18,7.3155074711514767e-12,6.2810680528087817e-18,6.0629810640823265e-11,2.1064844728432667e-14
0.5619035014297354,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24098356600593204,0.099894844654843148,5.5211592494183407e-29,0.099965149570857115,3.9469583506821314e-10,4.7221594991520204e-06,1.2164825941567143e-07,3.2617033263905603e-05,1.048238533843157e-19,1.9671631761007743e-06,2.4622843600059375e-10,4.9414317963815579e-12,1.1627288624592845e-08,8.1433031391948329e-12,9.8005000223039735e-21,8.8401326652564903e-20,1.2091817533789743e-18,3.025409201046768e-10,3.4706836861440615e-05,3.4731263159503307e-05,3.9634488131948369e-10,6.5385743711719065e-05,1.226615586949263e-11,2.7551666787993412e-10,1.6406374115454082e-09,1.1332256996577593e-08,4.6780892708991656e-19,1.6366656939502257e-08,1.0088641236312536e-14,1.0511291543718773e-13,4.4909680464945422e-07,6.1894032571856799e-13,8.5548059922271132e-14,4.6469962761571254e-10,1.6145231739477797e-13,2.952787750988041e-07,2.0908813597550163e-19,2.0731455312701766e-17,4.9171884870134117e-13,1.1623797134238923e-07,4.2264706521679212e-11,2.5247024706034885e-07,1.3713063970497945e-13,4.6659988138073062e-18,5.3795780883696965e-12,2.8292580504652332e-15,2.3567741412582774e-10,8.1882279218751811e-14,1.5499949652990894e-07,6.4156647603776065e-18,7.3163765891721452e-12,6.2817633734268919e-18,6.0681860539207704e-11,2.1082924159804284e-14
